0,0,0
0,1,1
0,2,2
1,0,3
1,1,4
1,2,5
2,0,6
2,1,7
2,2,8
3,0,9
3,1,10
3,2,11
4,0,12
4,1,13
4,2,14
5,0,15
5,1,16
5,2,17
6,0,18
6,1,19
6,2,20
7,0,21
7,1,22
7,2,23
8,0,24
8,1,25
9,0,26
9,1,27
10,0,28
10,1,29
11,0,30
11,1,31
12,0,32
12,1,33
13,0,34
13,1,35
14,0,36
14,1,37
15,0,38
15,1,39
16,0,40
16,1,41
17,0,42
17,1,43
18,0,44
18,1,45
19,0,46
19,1,47
20,0,48
20,1,49
21,0,50
21,1,51
22,0,52
22,1,53
23,0,54
23,1,55
23,2,56
23,3,57
23,4,58
23,5,59
23,6,60
23,7,61
23,8,62
23,9,63
23,10,64
23,11,65
23,12,66
23,13,67
24,0,68
24,1,69
24,2,70
24,3,71
24,4,72
24,5,73
24,6,74
24,7,75
24,8,76
24,9,77
24,10,78
24,11,79
24,12,80
24,13,81
25,0,82
25,1,83
25,2,84
25,3,85
25,4,86
25,5,87
25,6,88
25,7,89
25,8,90
25,9,91
25,10,92
25,11,93
25,12,94
25,13,95
26,0,96
26,1,97
26,2,98
26,3,99
26,4,100
26,5,101
26,6,102
26,7,103
26,8,104
26,9,105
26,10,106
26,11,107
26,12,108
26,13,109
27,0,110
27,1,111
27,2,112
27,3,113
27,4,114
27,5,115
27,6,116
27,7,117
27,8,118
27,9,119
27,10,120
27,11,121
27,12,122
27,13,123
28,0,124
28,1,125
28,2,126
28,3,127
28,4,128
28,5,129
28,6,130
28,7,131
28,8,132
28,9,133
28,10,134
28,11,135
28,12,136
28,13,137
29,0,138
29,1,139
29,2,140
29,3,141
29,4,142
29,5,143
29,6,144
29,7,145
29,8,146
29,9,147
29,10,148
29,11,149
29,12,150
29,13,151
30,0,152
30,1,153
30,2,154
30,3,155
30,4,156
30,5,157
30,6,158
30,7,159
30,8,160
30,9,161
30,10,162
30,11,163
30,12,164
30,13,165
