source,destination,type_pre_eff,type_eff_eff,label
9,23,1,1,0
16,23,1,0,0
10,22,1,1,0
16,22,1,0,0
15,20,1,0,1
8,20,1,1,1
2,19,1,1,0
14,19,1,0,0
14,18,1,0,0
4,18,1,1,0
1,17,1,1,1
13,17,1,0,1
9,12,1,1,0
12,9,1,1,0
10,12,1,1,0
12,10,1,1,0
11,12,1,1,0
12,11,1,1,0
8,7,1,1,1
7,8,1,1,1
2,6,1,1,0
6,2,1,1,0
6,3,1,1,0
3,6,1,1,0
4,6,1,1,0
6,4,1,1,0
6,5,1,1,0
5,6,1,1,0
1,0,1,1,1
0,1,1,1,1
12,23,1,1,0
23,9,0,1,0
23,12,0,1,0
12,22,1,1,0
22,12,0,1,0
22,10,0,1,0
20,8,0,1,1
20,7,0,1,1
7,20,1,1,1
6,19,1,1,0
19,6,0,1,0
19,2,0,1,0
18,4,0,1,0
18,6,0,1,0
6,18,1,1,0
0,17,1,1,1
17,1,0,1,1
17,0,0,1,1
9,26,1,0,0
23,26,1,0,0
16,26,1,0,0
10,26,1,0,0
22,26,1,0,0
9,25,1,0,0
23,25,1,0,0
16,25,1,0,0
10,25,1,0,0
22,25,1,0,0
16,24,1,0,0
9,24,1,0,0
23,24,1,0,0
10,24,1,0,0
22,24,1,0,0
20,21,1,0,1
15,21,1,0,1
8,21,1,0,1
15,26,1,0,1
20,26,1,0,1
8,26,1,0,1
20,25,1,0,1
15,25,1,0,1
8,25,1,0,1
20,24,1,0,1
15,24,1,0,1
8,24,1,0,1
4,21,1,0,0
18,21,1,0,0
14,21,1,0,0
2,26,1,0,0
14,26,1,0,0
19,26,1,0,0
14,25,1,0,0
2,25,1,0,0
19,25,1,0,0
14,24,1,0,0
2,24,1,0,0
19,24,1,0,0
13,21,1,0,1
17,21,1,0,1
1,21,1,0,1
1,26,1,0,1
17,26,1,0,1
13,26,1,0,1
1,25,1,0,1
17,25,1,0,1
13,25,1,0,1
1,24,1,0,1
17,24,1,0,1
13,24,1,0,1
