source,destination
52,104
15,30
59,119
4,9
62,145
61,125
81,213
25,50
65,171
5,10
12,25
64,160
65,180
64,169
22,44
11,23
29,59
75,200
71,193
50,100
13,26
19,39
72,194
79,209
62,138
3,6
18,37
36,73
61,127
65,173
78,207
63,155
82,214
57,114
64,162
2,4
20,40
9,19
26,53
68,187
10,20
43,87
6,13
27,54
62,140
16,33
34,69
69,188
61,129
63,148
37,74
65,175
0,0
63,157
77,204
66,183
54,108
23,47
41,83
76,202
83,217
44,88
7,14
58,117
67,184
73,197
62,142
61,122
30,61
48,97
63,150
65,177
14,28
32,64
21,43
74,198
1,3
80,211
42,84
55,111
59,118
62,135
39,78
28,57
46,93
62,144
70,191
81,212
65,170
63,152
49,98
12,24
65,179
35,71
53,107
56,112
19,38
79,208
62,137
60,121
65,172
5,11
63,154
65,181
26,52
33,67
68,186
75,201
64,164
17,34
50,101
72,195
62,139
34,68
51,102
40,81
3,7
63,147
82,215
65,174
63,156
24,48
57,115
61,131
66,182
41,82
64,166
47,95
10,21
31,62
38,77
73,196
62,141
48,96
63,149
4,8
37,75
65,176
61,124
77,205
61,133
21,42
1,2
45,91
64,159
8,17
80,210
64,168
55,110
11,22
29,58
44,89
71,192
62,134
28,56
46,92
52,105
15,31
63,151
61,126
18,36
36,72
25,51
32,65
78,206
64,161
35,70
53,106
9,18
42,85
22,45
43,86
62,136
6,12
39,79
13,27
60,120
16,32
49,99
63,153
61,128
33,66
64,163
2,5
20,41
23,46
56,113
83,216
40,80
58,116
63,146
27,55
69,189
30,60
61,130
0,1
64,165
47,94
54,109
17,35
76,203
38,76
51,103
7,15
67,185
62,143
61,123
24,49
70,190
61,132
65,178
45,90
64,158
8,16
14,29
64,167
74,199
31,63
