0:calibrate rover0 camera2 objective1 waypoint0
1:calibrate rover0 camera3 objective3 waypoint0
2:calibrate rover1 camera0 objective2 waypoint0
3:calibrate rover1 camera0 objective2 waypoint4
4:calibrate rover1 camera4 objective4 waypoint0
5:calibrate rover1 camera4 objective4 waypoint1
6:calibrate rover1 camera4 objective4 waypoint2
7:calibrate rover2 camera1 objective2 waypoint0
8:calibrate rover2 camera1 objective2 waypoint4
9:communicate_image_data rover0 general objective0 high_res waypoint0 waypoint1
10:communicate_image_data rover0 general objective0 high_res waypoint3 waypoint1
11:communicate_image_data rover0 general objective0 low_res waypoint0 waypoint1
12:communicate_image_data rover0 general objective0 low_res waypoint3 waypoint1
13:communicate_image_data rover0 general objective1 high_res waypoint0 waypoint1
14:communicate_image_data rover0 general objective1 high_res waypoint3 waypoint1
15:communicate_image_data rover0 general objective1 low_res waypoint0 waypoint1
16:communicate_image_data rover0 general objective1 low_res waypoint3 waypoint1
17:communicate_image_data rover0 general objective2 high_res waypoint0 waypoint1
18:communicate_image_data rover0 general objective2 high_res waypoint3 waypoint1
19:communicate_image_data rover0 general objective2 low_res waypoint0 waypoint1
20:communicate_image_data rover0 general objective2 low_res waypoint3 waypoint1
21:communicate_image_data rover0 general objective3 high_res waypoint0 waypoint1
22:communicate_image_data rover0 general objective3 high_res waypoint3 waypoint1
23:communicate_image_data rover0 general objective3 low_res waypoint0 waypoint1
24:communicate_image_data rover0 general objective3 low_res waypoint3 waypoint1
25:communicate_image_data rover0 general objective4 high_res waypoint0 waypoint1
26:communicate_image_data rover0 general objective4 high_res waypoint3 waypoint1
27:communicate_image_data rover0 general objective4 low_res waypoint0 waypoint1
28:communicate_image_data rover0 general objective4 low_res waypoint3 waypoint1
29:communicate_image_data rover1 general objective0 colour waypoint0 waypoint1
30:communicate_image_data rover1 general objective0 colour waypoint2 waypoint1
31:communicate_image_data rover1 general objective0 colour waypoint4 waypoint1
32:communicate_image_data rover1 general objective0 high_res waypoint0 waypoint1
33:communicate_image_data rover1 general objective0 high_res waypoint2 waypoint1
34:communicate_image_data rover1 general objective0 high_res waypoint4 waypoint1
35:communicate_image_data rover1 general objective0 low_res waypoint0 waypoint1
36:communicate_image_data rover1 general objective0 low_res waypoint2 waypoint1
37:communicate_image_data rover1 general objective0 low_res waypoint4 waypoint1
38:communicate_image_data rover1 general objective1 colour waypoint0 waypoint1
39:communicate_image_data rover1 general objective1 colour waypoint2 waypoint1
40:communicate_image_data rover1 general objective1 colour waypoint4 waypoint1
41:communicate_image_data rover1 general objective1 high_res waypoint0 waypoint1
42:communicate_image_data rover1 general objective1 high_res waypoint2 waypoint1
43:communicate_image_data rover1 general objective1 high_res waypoint4 waypoint1
44:communicate_image_data rover1 general objective1 low_res waypoint0 waypoint1
45:communicate_image_data rover1 general objective1 low_res waypoint2 waypoint1
46:communicate_image_data rover1 general objective1 low_res waypoint4 waypoint1
47:communicate_image_data rover1 general objective2 colour waypoint0 waypoint1
48:communicate_image_data rover1 general objective2 colour waypoint2 waypoint1
49:communicate_image_data rover1 general objective2 colour waypoint4 waypoint1
50:communicate_image_data rover1 general objective2 high_res waypoint0 waypoint1
51:communicate_image_data rover1 general objective2 high_res waypoint2 waypoint1
52:communicate_image_data rover1 general objective2 high_res waypoint4 waypoint1
53:communicate_image_data rover1 general objective2 low_res waypoint0 waypoint1
54:communicate_image_data rover1 general objective2 low_res waypoint2 waypoint1
55:communicate_image_data rover1 general objective2 low_res waypoint4 waypoint1
56:communicate_image_data rover1 general objective3 colour waypoint0 waypoint1
57:communicate_image_data rover1 general objective3 colour waypoint2 waypoint1
58:communicate_image_data rover1 general objective3 colour waypoint4 waypoint1
59:communicate_image_data rover1 general objective3 high_res waypoint0 waypoint1
60:communicate_image_data rover1 general objective3 high_res waypoint2 waypoint1
61:communicate_image_data rover1 general objective3 high_res waypoint4 waypoint1
62:communicate_image_data rover1 general objective3 low_res waypoint0 waypoint1
63:communicate_image_data rover1 general objective3 low_res waypoint2 waypoint1
64:communicate_image_data rover1 general objective3 low_res waypoint4 waypoint1
65:communicate_image_data rover1 general objective4 colour waypoint0 waypoint1
66:communicate_image_data rover1 general objective4 colour waypoint2 waypoint1
67:communicate_image_data rover1 general objective4 colour waypoint4 waypoint1
68:communicate_image_data rover1 general objective4 high_res waypoint0 waypoint1
69:communicate_image_data rover1 general objective4 high_res waypoint2 waypoint1
70:communicate_image_data rover1 general objective4 high_res waypoint4 waypoint1
71:communicate_image_data rover1 general objective4 low_res waypoint0 waypoint1
72:communicate_image_data rover1 general objective4 low_res waypoint2 waypoint1
73:communicate_image_data rover1 general objective4 low_res waypoint4 waypoint1
74:communicate_image_data rover2 general objective0 high_res waypoint0 waypoint1
75:communicate_image_data rover2 general objective0 high_res waypoint2 waypoint1
76:communicate_image_data rover2 general objective0 high_res waypoint3 waypoint1
77:communicate_image_data rover2 general objective0 high_res waypoint4 waypoint1
78:communicate_image_data rover2 general objective0 low_res waypoint0 waypoint1
79:communicate_image_data rover2 general objective0 low_res waypoint2 waypoint1
80:communicate_image_data rover2 general objective0 low_res waypoint3 waypoint1
81:communicate_image_data rover2 general objective0 low_res waypoint4 waypoint1
82:communicate_image_data rover2 general objective1 high_res waypoint0 waypoint1
83:communicate_image_data rover2 general objective1 high_res waypoint2 waypoint1
84:communicate_image_data rover2 general objective1 high_res waypoint3 waypoint1
85:communicate_image_data rover2 general objective1 high_res waypoint4 waypoint1
86:communicate_image_data rover2 general objective1 low_res waypoint0 waypoint1
87:communicate_image_data rover2 general objective1 low_res waypoint2 waypoint1
88:communicate_image_data rover2 general objective1 low_res waypoint3 waypoint1
89:communicate_image_data rover2 general objective1 low_res waypoint4 waypoint1
90:communicate_image_data rover2 general objective2 high_res waypoint0 waypoint1
91:communicate_image_data rover2 general objective2 high_res waypoint2 waypoint1
92:communicate_image_data rover2 general objective2 high_res waypoint3 waypoint1
93:communicate_image_data rover2 general objective2 high_res waypoint4 waypoint1
