0:calibrate satellite0 instrument0 groundstation0
1:calibrate satellite1 instrument1 groundstation0
2:switch_off instrument0 satellite0
3:switch_off instrument1 satellite1
4:switch_on instrument0 satellite0
5:switch_on instrument1 satellite1
6:take_image satellite0 groundstation0 instrument0 infrared1
7:take_image satellite0 groundstation0 instrument0 thermograph0
8:take_image satellite0 groundstation1 instrument0 infrared1
9:take_image satellite0 groundstation1 instrument0 thermograph0
10:take_image satellite0 groundstation2 instrument0 infrared1
11:take_image satellite0 groundstation2 instrument0 thermograph0
12:take_image satellite0 groundstation3 instrument0 infrared1
13:take_image satellite0 groundstation3 instrument0 thermograph0
14:take_image satellite0 planet5 instrument0 infrared1
15:take_image satellite0 planet5 instrument0 thermograph0
16:take_image satellite0 star4 instrument0 infrared1
17:take_image satellite0 star4 instrument0 thermograph0
18:take_image satellite1 groundstation0 instrument1 thermograph0
19:take_image satellite1 groundstation1 instrument1 thermograph0
20:take_image satellite1 groundstation2 instrument1 thermograph0
21:take_image satellite1 groundstation3 instrument1 thermograph0
22:take_image satellite1 planet5 instrument1 thermograph0
23:take_image satellite1 star4 instrument1 thermograph0
24:turn_to satellite0 groundstation0 groundstation1
25:turn_to satellite0 groundstation0 groundstation2
26:turn_to satellite0 groundstation0 groundstation3
27:turn_to satellite0 groundstation0 planet5
28:turn_to satellite0 groundstation0 star4
29:turn_to satellite0 groundstation1 groundstation0
30:turn_to satellite0 groundstation1 groundstation2
31:turn_to satellite0 groundstation1 groundstation3
32:turn_to satellite0 groundstation1 planet5
33:turn_to satellite0 groundstation1 star4
34:turn_to satellite0 groundstation2 groundstation0
35:turn_to satellite0 groundstation2 groundstation1
36:turn_to satellite0 groundstation2 groundstation3
37:turn_to satellite0 groundstation2 planet5
38:turn_to satellite0 groundstation2 star4
39:turn_to satellite0 groundstation3 groundstation0
40:turn_to satellite0 groundstation3 groundstation1
41:turn_to satellite0 groundstation3 groundstation2
42:turn_to satellite0 groundstation3 planet5
43:turn_to satellite0 groundstation3 star4
44:turn_to satellite0 planet5 groundstation0
45:turn_to satellite0 planet5 groundstation1
46:turn_to satellite0 planet5 groundstation2
47:turn_to satellite0 planet5 groundstation3
48:turn_to satellite0 planet5 star4
49:turn_to satellite0 star4 groundstation0
50:turn_to satellite0 star4 groundstation1
51:turn_to satellite0 star4 groundstation2
52:turn_to satellite0 star4 groundstation3
53:turn_to satellite0 star4 planet5
54:turn_to satellite1 groundstation0 groundstation1
55:turn_to satellite1 groundstation0 groundstation2
56:turn_to satellite1 groundstation0 groundstation3
57:turn_to satellite1 groundstation0 planet5
58:turn_to satellite1 groundstation0 star4
59:turn_to satellite1 groundstation1 groundstation0
60:turn_to satellite1 groundstation1 groundstation2
61:turn_to satellite1 groundstation1 groundstation3
62:turn_to satellite1 groundstation1 planet5
63:turn_to satellite1 groundstation1 star4
64:turn_to satellite1 groundstation2 groundstation0
65:turn_to satellite1 groundstation2 groundstation1
66:turn_to satellite1 groundstation2 groundstation3
67:turn_to satellite1 groundstation2 planet5
68:turn_to satellite1 groundstation2 star4
69:turn_to satellite1 groundstation3 groundstation0
70:turn_to satellite1 groundstation3 groundstation1
71:turn_to satellite1 groundstation3 groundstation2
72:turn_to satellite1 groundstation3 planet5
73:turn_to satellite1 groundstation3 star4
74:turn_to satellite1 planet5 groundstation0
75:turn_to satellite1 planet5 groundstation1
76:turn_to satellite1 planet5 groundstation2
77:turn_to satellite1 planet5 groundstation3
78:turn_to satellite1 planet5 star4
79:turn_to satellite1 star4 groundstation0
80:turn_to satellite1 star4 groundstation1
81:turn_to satellite1 star4 groundstation2
82:turn_to satellite1 star4 groundstation3
83:turn_to satellite1 star4 planet5
