source,destination
75,161
52,104
15,30
59,119
4,9
72,146
116,244
25,50
73,154
5,10
12,25
126,263
82,175
100,211
22,44
66,133
11,23
29,59
117,245
123,258
50,100
86,184
13,26
19,39
89,189
107,225
67,134
72,148
3,6
18,37
36,73
73,156
124,259
113,238
57,114
93,198
2,4
20,40
9,19
26,53
114,239
77,165
121,254
63,127
10,20
43,87
84,180
6,13
80,170
131,273
87,185
120,252
64,128
27,54
71,143
16,33
34,69
72,150
104,219
128,268
37,74
70,141
0,0
91,194
94,199
127,266
54,108
23,47
41,83
78,166
111,233
129,269
44,88
62,124
7,14
58,117
98,208
101,213
61,122
108,228
73,151
30,61
48,97
118,247
92,195
125,262
69,138
88,188
14,28
32,64
65,131
21,43
1,3
109,229
68,136
115,242
42,84
96,204
122,256
55,111
75,160
99,209
132,276
59,118
95,202
39,78
72,145
28,57
46,93
116,243
73,153
79,169
49,98
85,182
12,24
103,218
106,223
66,132
102,216
35,71
53,107
123,257
86,183
130,272
56,112
110,232
19,38
76,163
83,178
60,121
73,155
5,11
93,197
100,212
26,52
33,67
77,164
121,253
84,179
90,192
17,34
50,101
71,142
74,159
34,68
51,102
107,226
40,81
3,7
128,267
91,193
97,206
24,48
57,115
81,173
114,240
41,82
47,95
10,21
98,207
87,186
31,62
64,129
105,222
38,77
108,227
48,96
4,8
37,75
94,200
21,42
112,236
1,2
45,91
8,17
115,241
78,167
96,203
55,110
11,22
29,58
44,89
62,125
101,214
28,56
46,92
119,250
52,105
15,31
72,147
85,181
103,217
92,196
18,36
36,72
69,139
25,51
32,65
113,237
126,264
35,70
53,106
9,18
42,85
82,176
22,45
130,271
110,231
63,126
99,210
43,86
117,246
6,12
39,79
13,27
76,162
120,251
83,177
60,120
89,190
16,32
49,99
67,135
72,149
70,140
73,157
33,66
106,224
124,260
2,5
20,41
127,265
90,191
23,46
56,113
74,158
80,171
131,274
40,80
58,116
27,55
97,205
104,220
30,60
0,1
81,172
125,261
88,187
47,94
65,130
54,109
17,35
105,221
122,255
111,234
38,76
129,270
51,103
7,15
132,275
95,201
72,144
61,123
24,49
73,152
79,168
112,235
118,248
45,90
81,174
8,16
14,29
102,215
109,230
68,137
31,63
119,249
