source,destination
52,104
15,30
59,119
4,9
69,193
25,50
5,10
12,25
81,231
68,176
22,44
66,133
68,185
11,23
29,59
67,162
66,142
50,100
13,26
75,218
19,39
3,6
18,37
36,73
69,195
72,212
79,227
57,114
2,4
20,40
68,178
9,19
26,53
82,232
68,187
66,135
67,164
63,127
10,20
43,87
66,144
6,13
64,128
27,54
16,33
34,69
37,74
0,0
68,171
68,180
54,108
67,157
66,137
23,47
41,83
77,222
67,166
66,146
44,88
62,124
7,14
58,117
61,122
30,61
48,97
73,215
68,173
14,28
32,64
65,131
21,43
68,182
1,3
69,202
67,159
66,139
42,84
67,168
66,148
55,111
80,229
59,118
39,78
28,57
46,93
71,211
49,98
12,24
68,175
69,204
67,152
66,132
68,184
67,161
35,71
53,107
66,141
78,225
56,112
19,38
79,226
60,121
5,11
69,197
68,177
26,52
69,206
33,67
66,134
67,154
68,186
67,163
17,34
50,101
34,68
51,102
76,220
40,81
3,7
69,190
68,170
24,48
57,115
69,199
68,179
67,156
68,188
41,82
47,95
67,165
10,21
31,62
64,129
74,216
38,77
48,96
4,8
37,75
69,192
68,172
69,201
68,181
21,42
1,2
45,91
67,158
8,17
70,209
81,230
67,167
55,110
11,22
29,58
44,89
62,125
80,228
66,150
28,56
46,92
71,210
52,105
15,31
69,194
18,36
36,72
68,174
25,51
32,65
67,151
69,203
67,160
35,70
53,106
9,18
42,85
78,224
22,45
63,126
66,143
43,86
6,12
39,79
13,27
75,219
60,120
16,32
49,99
69,196
72,213
69,205
33,66
67,153
2,5
20,41
82,233
66,136
23,46
56,113
66,145
40,80
58,116
27,55
69,189
30,60
69,198
73,214
0,1
67,155
69,207
47,94
65,130
54,109
17,35
66,138
77,223
74,217
66,147
38,76
51,103
7,15
76,221
61,123
69,191
24,49
69,200
45,90
8,16
70,208
14,29
68,183
66,140
31,63
67,169
66,149
