source,destination
52,104
15,30
59,119
4,9
90,216
89,196
90,225
25,50
89,205
5,10
12,25
88,182
88,191
77,154
22,44
66,133
11,23
29,59
50,100
83,167
13,26
19,39
67,134
90,218
73,147
3,6
18,37
36,73
89,198
89,207
57,114
88,184
2,4
20,40
9,19
26,53
74,148
95,235
63,127
10,20
43,87
80,161
6,13
91,228
94,233
64,128
27,54
71,143
90,211
16,33
34,69
90,220
89,200
81,162
37,74
70,141
0,0
88,177
88,186
54,108
78,157
23,47
41,83
92,229
44,88
62,124
7,14
58,117
90,213
89,193
61,122
79,158
85,171
90,222
30,61
48,97
96,238
88,179
69,138
88,188
14,28
32,64
65,131
21,43
1,3
68,136
86,172
42,84
75,151
55,111
59,118
76,152
39,78
72,145
90,215
28,57
46,93
89,195
93,232
90,224
49,98
82,165
12,24
88,181
66,132
84,168
35,71
53,107
56,112
19,38
90,217
73,146
90,226
60,121
5,11
26,52
77,155
89,209
33,67
80,160
87,175
17,34
50,101
71,142
90,210
34,68
51,102
40,81
90,219
3,7
24,48
57,115
89,202
78,156
41,82
95,236
47,95
10,21
31,62
64,129
38,77
90,212
85,170
90,221
48,96
4,8
37,75
86,173
89,204
21,42
1,2
45,91
8,17
88,190
55,110
11,22
29,58
44,89
62,125
83,166
90,214
28,56
46,92
93,231
52,105
15,31
89,197
18,36
36,72
69,139
25,51
32,65
89,206
88,183
35,70
53,106
9,18
42,85
88,192
22,45
63,126
91,227
43,86
76,153
6,12
39,79
13,27
60,120
16,32
49,99
67,135
89,199
70,140
88,176
33,66
84,169
89,208
88,185
2,5
20,41
87,174
23,46
56,113
74,149
40,80
58,116
94,234
27,55
89,201
30,60
81,163
96,237
88,178
0,1
88,187
47,94
65,130
54,109
17,35
75,150
38,76
92,230
51,103
7,15
72,144
89,194
61,123
79,159
24,49
90,223
89,203
82,164
88,180
45,90
8,16
88,189
14,29
68,137
31,63
