index,is_in_good_operators
0,True
1,True
2,True
3,True
4,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,False
15,False
16,False
17,False
18,False
19,True
20,False
21,False
22,False
23,True
24,False
25,True
26,False
27,False
28,False
29,True
30,False
31,True
32,False
33,False
34,True
35,False
36,False
37,False
38,False
39,False
40,False
41,False
42,False
43,True
44,False
45,True
46,False
47,False
48,False
49,True
50,False
51,True
52,False
53,False
54,True
55,False
56,False
57,False
58,False
59,False
60,False
61,False
62,False
63,True
64,False
65,False
66,False
67,False
68,False
69,False
70,False
71,False
72,False
73,False
74,False
75,False
76,False
77,False
78,False
79,False
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,True
95,True
96,False
97,True
98,False
99,False
100,False
101,True
102,False
103,False
104,True
105,False
106,False
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,False
118,True
119,True
120,False
121,True
122,False
123,False
124,False
125,True
126,False
127,False
128,True
129,False
130,False
131,False
132,True
133,True
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,False
142,True
143,True
144,True
145,True
146,True
147,True
148,False
149,False
150,True
151,True
152,True
153,True
154,True
155,True
156,False
157,False
158,False
159,False
160,False
161,False
162,True
163,True
164,True
165,True
166,True
167,True
168,True
169,True
170,False
171,False
172,True
173,True
174,True
175,True
176,True
177,True
178,False
179,False
