0,0,0
0,1,1
0,2,2
1,0,3
1,1,4
1,2,5
2,0,6
2,1,7
2,2,8
3,0,9
3,1,10
3,2,11
4,0,12
4,1,13
4,2,14
5,0,15
5,1,16
5,2,17
6,0,18
6,1,19
7,0,20
7,1,21
8,0,22
8,1,23
9,0,24
9,1,25
10,0,26
10,1,27
11,0,28
11,1,29
12,0,30
12,1,31
13,0,32
13,1,33
14,0,34
14,1,35
15,0,36
15,1,37
16,0,38
16,1,39
17,0,40
17,1,41
18,0,42
18,1,43
19,0,44
19,1,45
20,0,46
20,1,47
20,2,48
20,3,49
20,4,50
20,5,51
20,6,52
20,7,53
20,8,54
20,9,55
20,10,56
20,11,57
20,12,58
21,0,59
21,1,60
21,2,61
21,3,62
21,4,63
21,5,64
21,6,65
21,7,66
21,8,67
21,9,68
21,10,69
21,11,70
21,12,71
22,0,72
22,1,73
22,2,74
22,3,75
22,4,76
22,5,77
22,6,78
22,7,79
22,8,80
22,9,81
22,10,82
22,11,83
22,12,84
23,0,85
23,1,86
23,2,87
23,3,88
23,4,89
23,5,90
23,6,91
23,7,92
23,8,93
23,9,94
23,10,95
23,11,96
23,12,97
24,0,98
24,1,99
24,2,100
24,3,101
24,4,102
24,5,103
24,6,104
24,7,105
24,8,106
24,9,107
24,10,108
24,11,109
24,12,110
25,0,111
25,1,112
25,2,113
25,3,114
25,4,115
25,5,116
25,6,117
25,7,118
25,8,119
25,9,120
25,10,121
25,11,122
25,12,123
