source,destination
44,91
15,30
44,100
4,9
25,50
5,10
12,25
45,101
48,118
22,44
11,23
29,59
13,26
44,93
19,39
3,6
18,37
36,73
46,114
2,4
20,40
9,19
26,53
45,103
10,20
43,87
6,13
44,95
27,54
16,33
34,69
37,74
0,0
49,121
23,47
41,83
44,88
7,14
44,97
50,122
30,61
14,28
32,64
21,43
1,3
42,84
45,110
44,90
44,99
47,116
39,78
28,57
12,24
51,125
35,71
45,112
44,92
19,38
5,11
52,126
26,52
33,67
45,105
17,34
44,94
34,68
40,81
3,7
24,48
46,115
49,120
41,82
10,21
45,107
31,62
44,96
38,77
4,8
37,75
21,42
1,2
8,17
11,22
29,58
44,89
45,109
28,56
15,31
51,124
18,36
36,72
25,51
32,65
35,70
9,18
42,85
45,102
22,45
48,119
45,111
43,86
47,117
6,12
39,79
13,27
16,32
33,66
2,5
20,41
45,104
23,46
45,113
40,80
27,55
30,60
52,127
0,1
45,106
17,35
38,76
7,15
44,98
50,123
24,49
8,16
14,29
45,108
31,63
