index,is_in_good_operators
0,True
1,True
2,False
3,False
4,False
5,False
6,False
7,False
8,True
9,True
10,True
11,True
12,True
13,True
14,False
15,False
16,False
17,False
18,False
19,False
20,False
21,False
22,True
23,True
24,True
25,True
26,True
27,True
28,False
29,False
30,False
31,False
32,False
33,False
34,False
35,False
36,True
37,True
38,True
39,True
40,True
41,True
42,False
43,False
44,False
45,True
46,False
47,False
48,True
49,False
50,False
51,True
52,False
53,False
54,True
55,False
56,False
57,True
58,False
59,False
60,True
61,False
62,False
63,False
64,False
65,False
66,False
67,False
68,False
69,False
70,False
71,False
72,False
73,False
74,False
75,False
76,False
77,False
78,False
79,False
80,False
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,False
90,False
91,False
92,False
93,False
94,False
95,False
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,True
105,True
106,True
107,True
108,True
109,True
110,False
111,False
112,True
113,True
114,True
115,True
116,True
117,True
118,False
119,False
120,True
121,True
122,True
123,True
124,True
125,True
126,False
127,False
128,True
129,True
130,True
131,True
132,True
133,True
134,True
135,True
136,True
137,True
138,True
139,True
140,True
141,True
142,True
143,True
144,False
145,True
146,False
147,True
148,False
149,False
150,False
151,False
152,False
153,False
154,False
155,False
156,False
157,False
158,False
159,False
160,False
161,False
162,False
163,False
164,False
165,True
166,False
167,True
168,False
169,False
170,False
171,False
172,False
173,True
174,False
175,True
176,False
177,False
178,False
179,False
180,False
181,False
182,False
183,False
184,False
185,False
186,False
187,False
188,False
189,False
190,False
191,False
192,False
193,False
194,False
195,False
196,False
197,False
198,False
199,False
200,False
201,False
202,False
203,False
204,False
205,False
206,False
207,False
208,False
209,False
210,False
211,False
212,False
213,False
214,False
215,False
216,False
217,False
218,False
219,False
220,False
221,False
222,False
223,False
224,False
225,False
226,False
227,False
228,True
229,False
230,True
231,False
232,True
233,False
234,True
235,False
236,False
237,False
238,False
239,False
240,False
241,False
242,False
243,False
244,True
245,False
246,True
247,False
248,True
249,False
250,True
251,False
252,True
253,False
254,True
255,False
256,False
257,False
258,False
259,False
260,True
261,False
262,True
263,False
264,True
265,False
266,True
267,False
268,True
269,False
270,True
271,False
272,False
273,False
274,False
275,False
276,False
277,True
278,False
279,True
280,False
281,True
282,False
283,True
284,False
285,True
286,False
287,True
288,False
289,False
290,False
291,False
292,False
293,True
294,False
295,True
296,False
297,True
298,False
299,True
300,False
301,False
302,False
303,False
304,False
305,False
306,False
307,False
308,False
309,True
310,False
311,True
312,False
313,True
314,False
315,True
316,False
317,False
318,False
319,False
320,False
321,False
322,False
323,False
324,True
325,True
326,True
327,True
328,False
329,False
330,False
331,False
332,True
333,True
334,True
335,True
336,False
337,False
338,False
339,False
340,True
341,True
342,True
343,True
344,False
345,False
346,False
347,False
348,True
349,True
350,True
351,True
352,True
353,True
