0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
4:drive truck2 depot0 distributor0
5:drive truck2 distributor0 depot0
6:drop hoist0 crate0 crate1 depot0
7:drop hoist0 crate0 crate2 depot0
8:drop hoist0 crate0 crate3 depot0
9:drop hoist0 crate0 pallet0 depot0
10:drop hoist0 crate1 crate0 depot0
11:drop hoist0 crate1 crate2 depot0
12:drop hoist0 crate1 crate3 depot0
13:drop hoist0 crate1 pallet0 depot0
14:drop hoist0 crate2 crate0 depot0
15:drop hoist0 crate2 crate1 depot0
16:drop hoist0 crate2 crate3 depot0
17:drop hoist0 crate2 pallet0 depot0
18:drop hoist0 crate3 crate0 depot0
19:drop hoist0 crate3 crate1 depot0
20:drop hoist0 crate3 crate2 depot0
21:drop hoist0 crate3 pallet0 depot0
22:drop hoist1 crate0 crate1 distributor0
23:drop hoist1 crate0 crate2 distributor0
24:drop hoist1 crate0 crate3 distributor0
25:drop hoist1 crate0 pallet1 distributor0
26:drop hoist1 crate0 pallet2 distributor0
27:drop hoist1 crate1 crate0 distributor0
28:drop hoist1 crate1 crate2 distributor0
29:drop hoist1 crate1 crate3 distributor0
30:drop hoist1 crate1 pallet1 distributor0
31:drop hoist1 crate1 pallet2 distributor0
32:drop hoist1 crate2 crate0 distributor0
33:drop hoist1 crate2 crate1 distributor0
34:drop hoist1 crate2 crate3 distributor0
35:drop hoist1 crate2 pallet1 distributor0
36:drop hoist1 crate2 pallet2 distributor0
37:drop hoist1 crate3 crate0 distributor0
38:drop hoist1 crate3 crate1 distributor0
39:drop hoist1 crate3 crate2 distributor0
40:drop hoist1 crate3 pallet1 distributor0
41:drop hoist1 crate3 pallet2 distributor0
42:drop hoist2 crate0 crate1 depot0
43:drop hoist2 crate0 crate2 depot0
44:drop hoist2 crate0 crate3 depot0
45:drop hoist2 crate0 pallet0 depot0
46:drop hoist2 crate1 crate0 depot0
47:drop hoist2 crate1 crate2 depot0
48:drop hoist2 crate1 crate3 depot0
49:drop hoist2 crate1 pallet0 depot0
50:drop hoist2 crate2 crate0 depot0
51:drop hoist2 crate2 crate1 depot0
52:drop hoist2 crate2 crate3 depot0
53:drop hoist2 crate2 pallet0 depot0
54:drop hoist2 crate3 crate0 depot0
55:drop hoist2 crate3 crate1 depot0
56:drop hoist2 crate3 crate2 depot0
57:drop hoist2 crate3 pallet0 depot0
58:lift hoist0 crate0 crate1 depot0
59:lift hoist0 crate0 crate2 depot0
60:lift hoist0 crate0 crate3 depot0
61:lift hoist0 crate0 pallet0 depot0
62:lift hoist0 crate0 pallet1 depot0
63:lift hoist0 crate0 pallet2 depot0
64:lift hoist0 crate1 crate0 depot0
65:lift hoist0 crate1 crate2 depot0
66:lift hoist0 crate1 crate3 depot0
67:lift hoist0 crate1 pallet0 depot0
68:lift hoist0 crate1 pallet1 depot0
69:lift hoist0 crate1 pallet2 depot0
70:lift hoist0 crate2 crate0 depot0
71:lift hoist0 crate2 crate1 depot0
72:lift hoist0 crate2 crate3 depot0
73:lift hoist0 crate2 pallet0 depot0
74:lift hoist0 crate2 pallet1 depot0
75:lift hoist0 crate2 pallet2 depot0
76:lift hoist0 crate3 crate0 depot0
77:lift hoist0 crate3 crate1 depot0
78:lift hoist0 crate3 crate2 depot0
79:lift hoist0 crate3 pallet0 depot0
80:lift hoist0 crate3 pallet1 depot0
81:lift hoist0 crate3 pallet2 depot0
82:lift hoist1 crate0 crate1 distributor0
83:lift hoist1 crate0 crate2 distributor0
84:lift hoist1 crate0 crate3 distributor0
85:lift hoist1 crate0 pallet0 distributor0
86:lift hoist1 crate0 pallet1 distributor0
87:lift hoist1 crate0 pallet2 distributor0
88:lift hoist1 crate1 crate0 distributor0
89:lift hoist1 crate1 crate2 distributor0
90:lift hoist1 crate1 crate3 distributor0
91:lift hoist1 crate1 pallet0 distributor0
92:lift hoist1 crate1 pallet1 distributor0
93:lift hoist1 crate1 pallet2 distributor0
94:lift hoist1 crate2 crate0 distributor0
95:lift hoist1 crate2 crate1 distributor0
96:lift hoist1 crate2 crate3 distributor0
97:lift hoist1 crate2 pallet0 distributor0
98:lift hoist1 crate2 pallet1 distributor0
99:lift hoist1 crate2 pallet2 distributor0
100:lift hoist1 crate3 crate0 distributor0
101:lift hoist1 crate3 crate1 distributor0
102:lift hoist1 crate3 crate2 distributor0
103:lift hoist1 crate3 pallet0 distributor0
104:lift hoist1 crate3 pallet1 distributor0
105:lift hoist1 crate3 pallet2 distributor0
106:lift hoist2 crate0 crate1 depot0
