source,destination
15,30
35,97
4,9
27,59
25,50
28,67
5,10
12,25
22,44
11,23
13,26
33,93
19,39
27,61
3,6
18,37
28,69
2,4
20,40
9,19
26,53
10,20
6,13
27,54
16,33
27,63
28,71
0,0
34,96
37,101
23,47
7,14
27,56
29,84
28,73
31,90
14,28
21,43
1,3
32,91
27,58
29,77
29,86
28,66
12,24
28,75
36,100
19,38
29,79
28,68
5,11
26,52
17,34
33,94
29,81
3,7
24,48
10,21
30,88
29,83
4,8
31,89
21,42
1,2
8,17
11,22
29,76
29,85
15,31
35,98
27,60
18,36
25,51
9,18
36,99
22,45
6,12
13,27
29,78
16,32
27,62
28,70
34,95
2,5
20,41
23,46
29,80
27,55
27,64
28,72
0,1
30,87
17,35
37,102
7,15
29,82
27,57
24,49
28,65
28,74
8,16
14,29
32,92
