source,destination,type_pre_eff,type_eff_eff,label
7,6,True,False,False
7,11,True,True,False
7,15,True,True,False
7,17,True,False,False
7,12,True,True,True
6,11,True,True,True
6,15,True,True,True
6,17,True,True,True
6,12,True,True,False
11,6,True,True,True
11,15,True,True,True
11,17,True,True,True
11,12,True,True,False
15,6,True,True,True
15,11,True,True,True
15,17,True,True,True
15,12,True,True,False
17,6,True,True,True
17,11,True,True,True
17,15,True,True,True
17,12,True,True,False
12,6,True,True,False
12,11,True,True,False
12,15,True,True,False
12,17,True,True,False
5,6,True,False,False
5,11,True,True,False
5,15,True,True,False
5,10,True,True,True
5,17,True,False,False
6,10,True,True,False
11,10,True,True,False
15,10,True,True,False
10,6,True,True,False
10,11,True,True,False
10,15,True,True,False
10,17,True,True,False
17,10,True,True,False
8,6,True,False,False
8,11,True,True,True
8,15,True,True,False
8,17,True,False,False
8,13,True,True,True
6,13,True,True,True
11,13,True,True,True
15,13,True,True,False
17,13,True,True,False
13,6,True,True,False
13,11,True,True,True
13,15,True,True,False
13,17,True,True,False
9,6,True,False,True
9,11,True,True,True
9,15,True,True,True
9,17,True,False,True
9,14,True,True,True
6,14,True,True,True
11,14,True,True,True
15,14,True,True,True
17,14,True,True,True
14,6,True,True,True
14,11,True,True,True
14,15,True,True,True
14,17,True,True,True
6,2,True,True,True
11,2,True,True,True
15,2,True,True,True
17,2,True,True,True
2,6,True,True,True
2,11,True,True,True
2,15,True,True,True
2,17,True,True,True
6,18,True,False,False
6,7,True,False,False
15,18,True,True,False
15,7,True,True,False
11,18,True,True,False
11,7,True,True,False
18,15,True,True,False
18,11,True,True,False
18,7,True,True,True
18,12,True,True,True
7,18,True,True,True
12,18,True,True,True
12,7,True,True,True
5,18,True,False,False
5,7,True,False,False
5,12,True,True,True
10,18,True,True,False
10,7,True,True,False
10,12,True,True,True
18,10,True,True,False
7,10,True,True,False
12,10,True,True,True
8,7,True,False,True
8,18,True,False,True
8,12,True,True,True
7,13,True,True,True
18,13,True,True,True
12,13,True,True,True
13,7,True,True,True
13,18,True,True,True
13,12,True,True,True
9,18,True,False,False
9,7,True,False,False
9,12,True,True,False
14,18,True,True,False
14,7,True,True,False
14,12,True,True,False
18,14,True,True,False
7,14,True,True,False
12,14,True,True,False
18,2,True,True,False
2,18,True,True,False
2,7,True,True,False
2,12,True,True,False
7,2,True,True,False
12,2,True,True,False
6,4,True,False,False
6,5,True,False,False
15,4,True,True,False
15,5,True,True,False
4,15,True,True,False
4,11,True,True,False
4,10,True,True,True
4,5,True,True,True
11,4,True,True,False
11,5,True,True,False
10,4,True,True,True
10,5,True,True,True
5,4,True,True,True
7,4,True,False,False
7,5,True,False,False
4,12,True,True,True
12,4,True,True,True
12,5,True,True,True
8,10,True,True,True
8,4,True,False,False
8,5,True,False,False
10,13,True,True,True
4,13,True,True,False
5,13,True,True,False
13,10,True,True,True
13,4,True,True,False
13,5,True,True,False
9,10,True,True,False
9,4,True,False,False
9,5,True,False,False
10,14,True,True,False
4,14,True,True,False
14,10,True,True,False
14,4,True,True,False
14,5,True,True,False
5,14,True,True,False
4,2,True,True,False
10,2,True,True,False
2,4,True,True,False
2,10,True,True,False
2,5,True,True,False
5,2,True,True,False
6,8,True,False,True
6,19,True,False,True
15,8,True,True,False
15,19,True,True,False
11,8,True,True,True
11,19,True,True,True
13,8,True,True,True
13,19,True,True,True
8,19,True,True,True
19,15,True,True,False
19,11,True,True,True
19,13,True,True,True
19,8,True,True,True
7,19,True,False,False
7,8,True,False,False
19,12,True,True,False
12,19,True,True,False
12,8,True,True,False
5,19,True,False,False
5,8,True,False,False
10,19,True,True,True
10,8,True,True,True
19,10,True,True,True
9,13,True,True,False
9,8,True,False,False
9,19,True,False,False
13,14,True,True,False
14,13,True,True,False
14,8,True,True,False
14,19,True,True,False
8,14,True,True,False
19,14,True,True,False
13,2,True,True,False
2,13,True,True,False
2,19,True,True,False
2,8,True,True,False
19,2,True,True,False
8,2,True,True,False
6,9,True,False,False
6,20,True,False,False
9,20,True,True,True
15,9,True,True,True
15,20,True,True,True
11,9,True,True,True
11,20,True,True,True
20,9,True,True,True
20,15,True,True,True
20,11,True,True,True
20,14,True,True,True
14,9,True,True,True
14,20,True,True,True
7,9,True,False,False
7,20,True,False,False
12,9,True,True,False
12,20,True,True,False
20,12,True,True,False
5,9,True,False,False
5,20,True,False,False
10,9,True,True,False
10,20,True,True,False
20,10,True,True,False
8,9,True,False,False
8,20,True,False,False
20,13,True,True,False
13,9,True,True,False
13,20,True,True,False
9,2,True,True,False
20,2,True,True,False
2,9,True,True,False
2,20,True,True,False
2,14,True,True,False
14,2,True,True,False
7,16,True,True,True
11,16,True,True,True
16,11,True,True,True
16,17,True,True,True
16,6,True,True,True
16,12,True,True,True
17,16,True,True,True
6,16,True,True,True
12,16,True,True,True
5,16,True,True,True
10,16,True,True,True
16,10,True,True,True
8,16,True,True,True
16,13,True,True,True
13,16,True,True,True
9,16,True,True,True
16,14,True,True,True
14,16,True,True,True
11,3,True,True,False
16,3,True,True,True
6,3,True,True,False
3,11,True,True,False
3,16,True,True,True
3,6,True,True,False
3,17,True,True,False
17,3,True,True,False
18,16,True,True,True
16,18,True,True,True
16,7,True,True,True
7,3,True,True,True
18,3,True,True,True
3,7,True,True,True
3,18,True,True,True
3,12,True,True,True
