index,is_in_good_operators
0,True
1,True
2,True
3,True
4,True
5,True
6,True
7,True
8,True
9,True
10,True
11,True
12,False
13,False
14,False
15,False
16,False
17,True
18,True
19,True
20,True
21,True
22,False
23,False
24,False
25,False
26,False
27,False
28,False
29,False
30,False
31,False
32,True
33,False
34,False
35,True
36,True
37,False
38,True
39,False
40,True
41,False
42,False
43,True
44,False
45,False
46,True
47,False
48,False
49,False
50,False
51,False
52,False
53,False
54,False
55,False
56,False
57,False
58,False
59,False
60,False
61,False
62,False
63,False
64,False
65,False
66,False
67,False
68,False
69,False
70,False
71,False
72,False
73,False
74,False
75,False
76,True
77,False
78,True
79,False
80,False
81,True
82,False
83,True
84,True
85,False
86,True
87,False
88,True
89,False
90,True
91,False
92,True
93,False
94,True
95,False
96,False
97,True
98,False
99,True
100,False
101,False
102,False
103,False
104,True
105,False
106,True
107,False
108,False
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,False
117,False
118,False
119,False
120,False
121,False
122,False
123,False
124,False
125,False
126,False
127,False
128,False
129,False
130,False
131,False
132,False
133,False
134,False
135,False
136,False
137,False
138,False
139,False
140,False
141,False
142,False
143,False
144,True
145,False
146,True
147,False
148,False
149,True
150,False
151,True
152,True
153,False
154,True
155,False
156,True
157,False
158,True
159,False
160,True
161,False
162,True
163,False
164,False
165,True
166,False
167,True
168,False
169,False
170,False
171,False
172,True
173,False
174,True
175,False
176,False
177,False
178,False
179,False
180,False
181,False
182,False
183,False
184,False
185,False
186,False
187,False
188,False
189,False
190,False
191,False
192,False
193,False
194,False
195,False
196,False
197,False
198,False
199,False
200,False
201,False
202,False
203,False
204,False
205,False
206,False
207,False
208,False
209,False
210,False
211,False
212,False
213,False
214,False
215,False
216,False
217,False
218,False
219,False
220,False
221,False
222,False
223,False
224,False
225,False
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,False
234,False
235,False
236,False
237,False
238,False
239,False
240,False
241,False
242,False
243,False
244,False
245,False
246,False
247,False
248,False
249,False
250,False
251,False
252,False
253,False
254,False
255,False
256,True
257,False
258,False
259,False
260,False
261,False
262,False
263,False
264,False
265,False
266,False
267,False
268,False
269,False
270,False
271,False
272,False
273,False
274,False
275,False
276,True
277,True
278,True
279,True
280,True
281,True
282,True
283,True
284,False
285,True
286,False
287,False
288,False
289,False
290,False
291,False
292,True
293,True
294,True
295,True
296,True
297,True
298,True
299,True
300,False
301,True
302,False
303,False
304,False
305,False
306,False
307,False
308,True
309,True
310,True
311,True
312,True
313,True
314,True
315,True
316,False
317,True
318,False
319,False
320,False
321,False
322,False
323,False
324,True
325,True
326,True
327,True
328,True
329,True
330,True
331,True
332,False
333,True
334,False
335,False
336,False
337,False
338,False
339,False
340,True
341,True
342,True
343,True
344,True
345,True
346,True
347,True
348,False
349,True
350,False
351,False
352,False
353,False
354,False
355,False
356,True
357,True
358,True
359,True
360,True
361,True
362,True
363,True
364,False
365,True
366,False
367,False
368,True
369,False
370,False
371,False
372,False
373,False
374,False
375,False
376,False
377,False
378,False
379,False
380,False
381,False
382,False
383,False
384,False
385,False
386,False
387,False
388,True
389,True
390,True
391,True
392,True
393,True
394,True
395,True
396,False
397,True
398,False
399,False
400,False
401,False
402,False
403,False
404,False
405,False
406,False
407,False
408,False
409,False
410,False
411,False
412,False
413,False
414,False
415,False
416,True
417,False
418,False
419,False
420,False
421,False
422,False
423,False
424,False
425,False
426,False
427,False
428,False
429,False
430,False
431,False
432,False
433,False
434,False
435,False
436,False
437,False
438,False
439,False
440,False
441,False
442,False
443,False
444,False
445,False
446,False
447,False
448,False
449,False
450,False
451,False
452,False
453,False
454,False
455,False
456,False
457,False
458,False
459,False
460,False
461,False
462,False
463,False
464,False
465,False
466,False
467,False
468,False
469,False
470,False
471,False
472,False
473,False
474,False
475,False
476,False
477,False
478,False
479,False
480,False
481,False
482,False
483,False
484,False
485,False
486,False
487,False
488,False
489,False
490,False
491,False
492,False
493,False
494,False
495,False
496,False
497,False
498,False
499,False
500,False
501,False
502,False
503,False
504,False
505,False
506,False
507,False
508,False
509,False
510,False
511,False
512,False
513,False
514,False
515,False
516,False
517,False
518,True
519,False
520,False
521,False
522,False
523,False
524,False
525,False
526,False
527,False
528,False
529,False
530,False
531,False
532,False
533,False
534,False
535,False
536,False
537,False
538,False
539,False
540,False
541,False
542,False
543,False
544,False
545,False
546,False
547,True
548,False
549,True
550,True
551,True
552,True
553,True
554,False
555,True
556,True
557,True
558,False
559,True
560,False
561,False
562,False
563,True
564,False
565,True
566,True
567,True
568,True
569,True
570,False
571,True
572,True
573,True
574,False
575,True
576,False
577,False
578,False
579,True
580,False
581,True
582,True
583,True
584,True
585,True
586,False
587,True
588,True
589,True
590,False
591,True
592,False
593,False
594,False
595,True
