0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
4:drop hoist0 crate0 crate1 depot0
5:drop hoist0 crate0 crate2 depot0
6:drop hoist0 crate0 crate3 depot0
7:drop hoist0 crate0 pallet0 depot0
8:drop hoist0 crate1 crate0 depot0
9:drop hoist0 crate1 crate2 depot0
10:drop hoist0 crate1 crate3 depot0
11:drop hoist0 crate1 pallet0 depot0
12:drop hoist0 crate2 crate0 depot0
13:drop hoist0 crate2 crate1 depot0
14:drop hoist0 crate2 crate3 depot0
15:drop hoist0 crate2 pallet0 depot0
16:drop hoist0 crate3 crate0 depot0
17:drop hoist0 crate3 crate1 depot0
18:drop hoist0 crate3 crate2 depot0
19:drop hoist0 crate3 pallet0 depot0
20:drop hoist1 crate0 crate1 distributor0
21:drop hoist1 crate0 crate2 distributor0
22:drop hoist1 crate0 crate3 distributor0
23:drop hoist1 crate0 pallet1 distributor0
24:drop hoist1 crate1 crate0 distributor0
25:drop hoist1 crate1 crate2 distributor0
26:drop hoist1 crate1 crate3 distributor0
27:drop hoist1 crate1 pallet1 distributor0
28:drop hoist1 crate2 crate0 distributor0
29:drop hoist1 crate2 crate1 distributor0
30:drop hoist1 crate2 crate3 distributor0
31:drop hoist1 crate2 pallet1 distributor0
32:drop hoist1 crate3 crate0 distributor0
33:drop hoist1 crate3 crate1 distributor0
34:drop hoist1 crate3 crate2 distributor0
35:drop hoist1 crate3 pallet1 distributor0
36:drop hoist2 crate0 crate1 depot0
37:drop hoist2 crate0 crate2 depot0
38:drop hoist2 crate0 crate3 depot0
39:drop hoist2 crate0 pallet0 depot0
40:drop hoist2 crate1 crate0 depot0
41:drop hoist2 crate1 crate2 depot0
42:drop hoist2 crate1 crate3 depot0
43:drop hoist2 crate1 pallet0 depot0
44:drop hoist2 crate2 crate0 depot0
45:drop hoist2 crate2 crate1 depot0
46:drop hoist2 crate2 crate3 depot0
47:drop hoist2 crate2 pallet0 depot0
48:drop hoist2 crate3 crate0 depot0
49:drop hoist2 crate3 crate1 depot0
50:drop hoist2 crate3 crate2 depot0
51:drop hoist2 crate3 pallet0 depot0
52:lift hoist0 crate0 crate1 depot0
53:lift hoist0 crate0 crate2 depot0
54:lift hoist0 crate0 crate3 depot0
55:lift hoist0 crate0 pallet0 depot0
56:lift hoist0 crate0 pallet1 depot0
57:lift hoist0 crate1 crate0 depot0
58:lift hoist0 crate1 crate2 depot0
59:lift hoist0 crate1 crate3 depot0
60:lift hoist0 crate1 pallet0 depot0
61:lift hoist0 crate1 pallet1 depot0
62:lift hoist0 crate2 crate0 depot0
63:lift hoist0 crate2 crate1 depot0
64:lift hoist0 crate2 crate3 depot0
65:lift hoist0 crate2 pallet0 depot0
66:lift hoist0 crate2 pallet1 depot0
67:lift hoist0 crate3 crate0 depot0
68:lift hoist0 crate3 crate1 depot0
69:lift hoist0 crate3 crate2 depot0
70:lift hoist0 crate3 pallet0 depot0
71:lift hoist0 crate3 pallet1 depot0
72:lift hoist1 crate0 crate1 distributor0
73:lift hoist1 crate0 crate2 distributor0
74:lift hoist1 crate0 crate3 distributor0
75:lift hoist1 crate0 pallet0 distributor0
76:lift hoist1 crate0 pallet1 distributor0
77:lift hoist1 crate1 crate0 distributor0
78:lift hoist1 crate1 crate2 distributor0
79:lift hoist1 crate1 crate3 distributor0
80:lift hoist1 crate1 pallet0 distributor0
81:lift hoist1 crate1 pallet1 distributor0
82:lift hoist1 crate2 crate0 distributor0
83:lift hoist1 crate2 crate1 distributor0
84:lift hoist1 crate2 crate3 distributor0
85:lift hoist1 crate2 pallet0 distributor0
86:lift hoist1 crate2 pallet1 distributor0
87:lift hoist1 crate3 crate0 distributor0
88:lift hoist1 crate3 crate1 distributor0
89:lift hoist1 crate3 crate2 distributor0
90:lift hoist1 crate3 pallet0 distributor0
91:lift hoist1 crate3 pallet1 distributor0
92:lift hoist2 crate0 crate1 depot0
93:lift hoist2 crate0 crate2 depot0
94:lift hoist2 crate0 crate3 depot0
95:lift hoist2 crate0 pallet0 depot0
96:lift hoist2 crate0 pallet1 depot0
97:lift hoist2 crate1 crate0 depot0
98:lift hoist2 crate1 crate2 depot0
99:lift hoist2 crate1 crate3 depot0
100:lift hoist2 crate1 pallet0 depot0
101:lift hoist2 crate1 pallet1 depot0
102:lift hoist2 crate2 crate0 depot0
103:lift hoist2 crate2 crate1 depot0
104:lift hoist2 crate2 crate3 depot0
105:lift hoist2 crate2 pallet0 depot0
106:lift hoist2 crate2 pallet1 depot0
107:lift hoist2 crate3 crate0 depot0
108:lift hoist2 crate3 crate1 depot0
109:lift hoist2 crate3 crate2 depot0
110:lift hoist2 crate3 pallet0 depot0
111:lift hoist2 crate3 pallet1 depot0
112:load hoist0 crate0 truck0 depot0
113:load hoist0 crate0 truck1 depot0
114:load hoist0 crate1 truck0 depot0
115:load hoist0 crate1 truck1 depot0
116:load hoist0 crate2 truck0 depot0
117:load hoist0 crate2 truck1 depot0
118:load hoist0 crate3 truck0 depot0
119:load hoist0 crate3 truck1 depot0
120:load hoist1 crate0 truck0 distributor0
