source,destination
50,107
15,30
4,9
34,74
25,50
5,10
12,25
57,121
32,67
22,44
11,23
29,59
13,26
43,94
19,39
3,6
18,37
37,81
2,4
20,40
9,19
26,53
54,115
10,20
41,90
6,13
38,82
44,95
27,54
58,124
16,33
0,0
48,104
33,70
23,47
35,76
42,91
7,14
55,118
39,85
46,100
30,61
49,105
14,28
32,64
21,43
1,3
33,72
53,114
56,119
28,57
12,24
32,66
19,38
50,108
34,75
51,109
40,88
5,11
37,80
26,52
32,68
57,122
41,89
17,34
47,102
3,7
48,103
24,48
33,69
45,98
10,21
55,117
31,62
44,96
39,84
46,99
4,8
52,112
36,79
21,42
1,2
33,71
8,17
35,77
53,113
11,22
29,58
42,92
43,93
28,56
39,86
15,31
18,36
49,106
25,51
32,65
33,73
9,18
22,45
56,120
6,12
13,27
40,87
58,123
16,32
2,5
20,41
47,101
23,46
54,116
38,83
51,110
27,55
30,60
0,1
45,97
17,35
7,15
52,111
24,49
36,78
8,16
14,29
31,63
