source,destination,type_pre_eff,type_eff_eff,label
7,22,1,1,1
13,22,1,0,1
13,20,1,0,1
8,20,1,1,1
9,19,1,1,1
13,19,1,0,1
12,18,1,0,1
6,18,1,1,1
11,17,1,0,1
0,17,1,1,1
1,16,1,1,1
11,16,1,0,1
11,15,1,0,1
2,15,1,1,1
11,14,1,0,1
3,14,1,1,1
10,7,1,1,1
7,10,1,1,1
8,10,1,1,1
10,8,1,1,1
10,9,1,1,1
9,10,1,1,1
6,5,1,1,1
5,6,1,1,1
4,0,1,1,1
0,4,1,1,1
4,1,1,1,1
1,4,1,1,1
4,2,1,1,1
2,4,1,1,1
4,3,1,1,1
3,4,1,1,1
10,22,1,1,1
22,10,0,1,1
22,7,0,1,1
20,8,0,1,1
20,10,0,1,1
10,20,1,1,1
19,9,0,1,1
19,10,0,1,1
10,19,1,1,1
18,6,0,1,1
18,5,0,1,1
5,18,1,1,1
4,17,1,1,1
17,4,0,1,1
17,0,0,1,1
4,16,1,1,1
16,4,0,1,1
16,1,0,1,1
4,15,1,1,1
15,4,0,1,1
15,2,0,1,1
4,14,1,1,1
14,4,0,1,1
14,3,0,1,1
7,28,1,0,1
13,28,1,0,1
22,28,1,0,1
20,28,1,0,1
8,28,1,0,1
7,27,1,0,1
13,27,1,0,1
22,27,1,0,1
9,27,1,0,1
19,27,1,0,1
7,26,1,0,1
13,26,1,0,1
22,26,1,0,1
9,26,1,0,1
19,26,1,0,1
7,25,1,0,1
22,25,1,0,1
13,25,1,0,1
9,25,1,0,1
19,25,1,0,1
13,24,1,0,1
7,24,1,0,1
22,24,1,0,1
20,24,1,0,1
8,24,1,0,1
20,21,1,0,1
13,21,1,0,1
8,21,1,0,1
9,21,1,0,1
19,21,1,0,1
7,23,1,0,1
13,23,1,0,1
22,23,1,0,1
20,23,1,0,1
8,23,1,0,1
12,28,1,0,1
18,28,1,0,1
6,28,1,0,1
12,27,1,0,1
18,27,1,0,1
6,27,1,0,1
12,26,1,0,1
18,26,1,0,1
6,26,1,0,1
18,25,1,0,1
12,25,1,0,1
6,25,1,0,1
18,24,1,0,1
12,24,1,0,1
6,24,1,0,1
12,23,1,0,1
18,23,1,0,1
6,23,1,0,1
17,28,1,0,1
11,28,1,0,1
0,28,1,0,1
1,28,1,0,1
16,28,1,0,1
15,28,1,0,1
2,28,1,0,1
3,27,1,0,1
11,27,1,0,1
14,27,1,0,1
11,26,1,0,1
3,26,1,0,1
14,26,1,0,1
11,25,1,0,1
3,25,1,0,1
14,25,1,0,1
17,24,1,0,1
11,24,1,0,1
0,24,1,0,1
1,24,1,0,1
16,24,1,0,1
15,24,1,0,1
2,24,1,0,1
17,21,1,0,1
11,21,1,0,1
0,21,1,0,1
1,21,1,0,1
16,21,1,0,1
17,23,1,0,1
11,23,1,0,1
0,23,1,0,1
1,23,1,0,1
16,23,1,0,1
15,23,1,0,1
2,23,1,0,1
