0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
24:drive truck2 depot0 depot1
25:drive truck2 depot0 distributor0
26:drive truck2 depot0 distributor1
27:drive truck2 depot1 depot0
28:drive truck2 depot1 distributor0
29:drive truck2 depot1 distributor1
30:drive truck2 distributor0 depot0
31:drive truck2 distributor0 depot1
32:drive truck2 distributor0 distributor1
33:drive truck2 distributor1 depot0
34:drive truck2 distributor1 depot1
35:drive truck2 distributor1 distributor0
36:drop hoist0 crate0 crate1 depot0
37:drop hoist0 crate0 crate2 depot0
38:drop hoist0 crate0 crate3 depot0
39:drop hoist0 crate0 crate4 depot0
40:drop hoist0 crate0 crate5 depot0
41:drop hoist0 crate0 crate6 depot0
42:drop hoist0 crate0 pallet0 depot0
43:drop hoist0 crate1 crate0 depot0
44:drop hoist0 crate1 crate2 depot0
45:drop hoist0 crate1 crate3 depot0
46:drop hoist0 crate1 crate4 depot0
47:drop hoist0 crate1 crate5 depot0
48:drop hoist0 crate1 crate6 depot0
49:drop hoist0 crate1 pallet0 depot0
50:drop hoist0 crate2 crate0 depot0
51:drop hoist0 crate2 crate1 depot0
52:drop hoist0 crate2 crate3 depot0
53:drop hoist0 crate2 crate4 depot0
54:drop hoist0 crate2 crate5 depot0
55:drop hoist0 crate2 crate6 depot0
56:drop hoist0 crate2 pallet0 depot0
57:drop hoist0 crate3 crate0 depot0
58:drop hoist0 crate3 crate1 depot0
59:drop hoist0 crate3 crate2 depot0
60:drop hoist0 crate3 crate4 depot0
61:drop hoist0 crate3 crate5 depot0
62:drop hoist0 crate3 crate6 depot0
63:drop hoist0 crate3 pallet0 depot0
64:drop hoist0 crate4 crate0 depot0
65:drop hoist0 crate4 crate1 depot0
66:drop hoist0 crate4 crate2 depot0
67:drop hoist0 crate4 crate3 depot0
68:drop hoist0 crate4 crate5 depot0
69:drop hoist0 crate4 crate6 depot0
70:drop hoist0 crate4 pallet0 depot0
71:drop hoist0 crate5 crate0 depot0
72:drop hoist0 crate5 crate1 depot0
73:drop hoist0 crate5 crate2 depot0
74:drop hoist0 crate5 crate3 depot0
75:drop hoist0 crate5 crate4 depot0
76:drop hoist0 crate5 crate6 depot0
77:drop hoist0 crate5 pallet0 depot0
78:drop hoist0 crate6 crate0 depot0
79:drop hoist0 crate6 crate1 depot0
80:drop hoist0 crate6 crate2 depot0
81:drop hoist0 crate6 crate3 depot0
82:drop hoist0 crate6 crate4 depot0
83:drop hoist0 crate6 crate5 depot0
84:drop hoist0 crate6 pallet0 depot0
85:drop hoist1 crate0 crate1 depot1
86:drop hoist1 crate0 crate2 depot1
87:drop hoist1 crate0 crate3 depot1
88:drop hoist1 crate0 crate4 depot1
89:drop hoist1 crate0 crate5 depot1
90:drop hoist1 crate0 crate6 depot1
91:drop hoist1 crate0 pallet1 depot1
92:drop hoist1 crate1 crate0 depot1
93:drop hoist1 crate1 crate2 depot1
94:drop hoist1 crate1 crate3 depot1
95:drop hoist1 crate1 crate4 depot1
96:drop hoist1 crate1 crate5 depot1
97:drop hoist1 crate1 crate6 depot1
98:drop hoist1 crate1 pallet1 depot1
99:drop hoist1 crate2 crate0 depot1
100:drop hoist1 crate2 crate1 depot1
101:drop hoist1 crate2 crate3 depot1
102:drop hoist1 crate2 crate4 depot1
103:drop hoist1 crate2 crate5 depot1
104:drop hoist1 crate2 crate6 depot1
105:drop hoist1 crate2 pallet1 depot1
106:drop hoist1 crate3 crate0 depot1
107:drop hoist1 crate3 crate1 depot1
108:drop hoist1 crate3 crate2 depot1
109:drop hoist1 crate3 crate4 depot1
110:drop hoist1 crate3 crate5 depot1
111:drop hoist1 crate3 crate6 depot1
112:drop hoist1 crate3 pallet1 depot1
113:drop hoist1 crate4 crate0 depot1
114:drop hoist1 crate4 crate1 depot1
115:drop hoist1 crate4 crate2 depot1
116:drop hoist1 crate4 crate3 depot1
117:drop hoist1 crate4 crate5 depot1
118:drop hoist1 crate4 crate6 depot1
119:drop hoist1 crate4 pallet1 depot1
120:drop hoist1 crate5 crate0 depot1
121:drop hoist1 crate5 crate1 depot1
122:drop hoist1 crate5 crate2 depot1
123:drop hoist1 crate5 crate3 depot1
124:drop hoist1 crate5 crate4 depot1
125:drop hoist1 crate5 crate6 depot1
126:drop hoist1 crate5 pallet1 depot1
127:drop hoist1 crate6 crate0 depot1
128:drop hoist1 crate6 crate1 depot1
129:drop hoist1 crate6 crate2 depot1
130:drop hoist1 crate6 crate3 depot1
131:drop hoist1 crate6 crate4 depot1
132:drop hoist1 crate6 crate5 depot1
133:drop hoist1 crate6 pallet1 depot1
134:drop hoist2 crate0 crate1 distributor0
135:drop hoist2 crate0 crate2 distributor0
136:drop hoist2 crate0 crate3 distributor0
137:drop hoist2 crate0 crate4 distributor0
138:drop hoist2 crate0 crate5 distributor0
139:drop hoist2 crate0 crate6 distributor0
140:drop hoist2 crate0 pallet2 distributor0
141:drop hoist2 crate1 crate0 distributor0
142:drop hoist2 crate1 crate2 distributor0
143:drop hoist2 crate1 crate3 distributor0
144:drop hoist2 crate1 crate4 distributor0
145:drop hoist2 crate1 crate5 distributor0
146:drop hoist2 crate1 crate6 distributor0
147:drop hoist2 crate1 pallet2 distributor0
148:drop hoist2 crate2 crate0 distributor0
149:drop hoist2 crate2 crate1 distributor0
150:drop hoist2 crate2 crate3 distributor0
151:drop hoist2 crate2 crate4 distributor0
152:drop hoist2 crate2 crate5 distributor0
153:drop hoist2 crate2 crate6 distributor0
154:drop hoist2 crate2 pallet2 distributor0
155:drop hoist2 crate3 crate0 distributor0
156:drop hoist2 crate3 crate1 distributor0
157:drop hoist2 crate3 crate2 distributor0
158:drop hoist2 crate3 crate4 distributor0
159:drop hoist2 crate3 crate5 distributor0
160:drop hoist2 crate3 crate6 distributor0
161:drop hoist2 crate3 pallet2 distributor0
162:drop hoist2 crate4 crate0 distributor0
163:drop hoist2 crate4 crate1 distributor0
164:drop hoist2 crate4 crate2 distributor0
165:drop hoist2 crate4 crate3 distributor0
166:drop hoist2 crate4 crate5 distributor0
167:drop hoist2 crate4 crate6 distributor0
168:drop hoist2 crate4 pallet2 distributor0
169:drop hoist2 crate5 crate0 distributor0
170:drop hoist2 crate5 crate1 distributor0
171:drop hoist2 crate5 crate2 distributor0
172:drop hoist2 crate5 crate3 distributor0
173:drop hoist2 crate5 crate4 distributor0
174:drop hoist2 crate5 crate6 distributor0
175:drop hoist2 crate5 pallet2 distributor0
176:drop hoist2 crate6 crate0 distributor0
177:drop hoist2 crate6 crate1 distributor0
178:drop hoist2 crate6 crate2 distributor0
179:drop hoist2 crate6 crate3 distributor0
180:drop hoist2 crate6 crate4 distributor0
181:drop hoist2 crate6 crate5 distributor0
182:drop hoist2 crate6 pallet2 distributor0
183:drop hoist3 crate0 crate1 distributor1
184:drop hoist3 crate0 crate2 distributor1
185:drop hoist3 crate0 crate3 distributor1
186:drop hoist3 crate0 crate4 distributor1
187:drop hoist3 crate0 crate5 distributor1
188:drop hoist3 crate0 crate6 distributor1
189:drop hoist3 crate0 pallet3 distributor1
190:drop hoist3 crate1 crate0 distributor1
191:drop hoist3 crate1 crate2 distributor1
192:drop hoist3 crate1 crate3 distributor1
193:drop hoist3 crate1 crate4 distributor1
194:drop hoist3 crate1 crate5 distributor1
195:drop hoist3 crate1 crate6 distributor1
196:drop hoist3 crate1 pallet3 distributor1
197:drop hoist3 crate2 crate0 distributor1
198:drop hoist3 crate2 crate1 distributor1
199:drop hoist3 crate2 crate3 distributor1
200:drop hoist3 crate2 crate4 distributor1
201:drop hoist3 crate2 crate5 distributor1
202:drop hoist3 crate2 crate6 distributor1
203:drop hoist3 crate2 pallet3 distributor1
204:drop hoist3 crate3 crate0 distributor1
205:drop hoist3 crate3 crate1 distributor1
206:drop hoist3 crate3 crate2 distributor1
207:drop hoist3 crate3 crate4 distributor1
208:drop hoist3 crate3 crate5 distributor1
209:drop hoist3 crate3 crate6 distributor1
210:drop hoist3 crate3 pallet3 distributor1
211:drop hoist3 crate4 crate0 distributor1
212:drop hoist3 crate4 crate1 distributor1
213:drop hoist3 crate4 crate2 distributor1
214:drop hoist3 crate4 crate3 distributor1
215:drop hoist3 crate4 crate5 distributor1
216:drop hoist3 crate4 crate6 distributor1
217:drop hoist3 crate4 pallet3 distributor1
218:drop hoist3 crate5 crate0 distributor1
219:drop hoist3 crate5 crate1 distributor1
220:drop hoist3 crate5 crate2 distributor1
221:drop hoist3 crate5 crate3 distributor1
222:drop hoist3 crate5 crate4 distributor1
223:drop hoist3 crate5 crate6 distributor1
224:drop hoist3 crate5 pallet3 distributor1
225:drop hoist3 crate6 crate0 distributor1
226:drop hoist3 crate6 crate1 distributor1
227:drop hoist3 crate6 crate2 distributor1
228:drop hoist3 crate6 crate3 distributor1
229:drop hoist3 crate6 crate4 distributor1
230:drop hoist3 crate6 crate5 distributor1
231:drop hoist3 crate6 pallet3 distributor1
232:lift hoist0 crate0 crate1 depot0
233:lift hoist0 crate0 crate2 depot0
234:lift hoist0 crate0 crate3 depot0
235:lift hoist0 crate0 crate4 depot0
236:lift hoist0 crate0 crate5 depot0
237:lift hoist0 crate0 crate6 depot0
238:lift hoist0 crate0 pallet0 depot0
239:lift hoist0 crate0 pallet1 depot0
240:lift hoist0 crate0 pallet2 depot0
241:lift hoist0 crate0 pallet3 depot0
242:lift hoist0 crate1 crate0 depot0
243:lift hoist0 crate1 crate2 depot0
244:lift hoist0 crate1 crate3 depot0
245:lift hoist0 crate1 crate4 depot0
246:lift hoist0 crate1 crate5 depot0
247:lift hoist0 crate1 crate6 depot0
248:lift hoist0 crate1 pallet0 depot0
249:lift hoist0 crate1 pallet1 depot0
