source,destination
15,30
4,9
25,50
5,10
37,79
12,25
22,44
11,23
29,59
41,88
31,65
13,26
44,93
19,39
3,6
18,37
48,102
2,4
20,40
9,19
26,53
32,69
35,74
10,20
42,89
6,13
38,82
27,54
16,33
39,83
46,98
0,0
49,103
45,96
33,70
23,47
53,112
7,14
52,110
30,61
36,77
14,28
21,43
1,3
43,91
50,106
28,57
34,73
51,107
40,86
30,63
12,24
41,87
47,100
19,38
31,67
48,101
5,11
37,80
26,52
32,68
17,34
44,94
46,97
3,7
24,48
35,75
10,21
53,111
42,90
39,84
4,8
49,104
21,42
1,2
33,71
8,17
11,22
29,58
31,64
28,56
40,85
15,31
18,36
25,51
9,18
47,99
22,45
31,66
6,12
38,81
13,27
51,108
16,32
45,95
2,5
20,41
23,46
52,109
27,55
30,60
36,76
0,1
17,35
50,105
7,15
34,72
24,49
30,62
36,78
8,16
14,29
43,92
