source,destination
6,18
19,46
15,39
18,44
36,80
25,59
9,26
26,60
22,53
43,94
6,20
13,35
16,40
34,76
2,4
11,30
20,49
23,54
41,90
10,29
27,63
3,8
0,0
5,14
30,68
37,83
48,104
21,50
8,25
44,97
7,23
28,64
46,100
5,16
1,3
14,37
32,73
35,78
42,93
39,87
4,11
49,107
12,33
33,74
19,47
40,88
26,61
2,6
47,102
10,28
17,43
38,84
3,7
5,13
24,57
45,98
8,24
44,96
31,71
3,9
15,38
1,2
25,58
32,72
42,92
22,52
11,31
29,67
6,19
39,86
13,34
46,101
4,10
49,106
18,45
36,81
20,48
9,27
43,95
6,21
4,12
27,62
16,41
34,77
37,82
2,5
33,75
17,42
23,55
41,91
7,22
40,89
24,56
0,1
5,15
30,69
48,105
14,36
47,103
21,51
31,70
38,85
28,65
5,17
12,32
45,99
29,66
35,79
