source,destination
52,104
15,30
53,133
4,9
52,113
52,122
62,209
25,50
5,10
54,150
12,25
54,159
22,44
11,23
29,59
69,223
50,100
13,26
55,178
19,39
52,106
53,126
53,135
52,115
75,236
3,6
18,37
36,73
54,143
56,195
54,152
59,203
2,4
20,40
9,19
26,53
10,20
43,87
6,13
55,171
66,217
53,128
52,108
27,54
16,33
34,69
52,117
53,137
56,188
56,197
54,145
37,74
63,212
0,0
54,154
73,231
60,206
23,47
41,83
55,164
44,88
55,173
7,14
70,226
53,130
52,110
56,181
53,139
56,190
30,61
48,97
54,147
71,227
54,156
14,28
32,64
58,202
21,43
1,3
61,207
42,84
55,166
57,200
55,175
53,123
53,132
39,78
56,183
65,216
28,57
46,93
53,141
56,192
68,221
49,98
54,149
12,24
64,214
54,158
72,230
35,71
55,168
55,177
19,38
53,125
53,134
56,185
56,194
54,142
62,210
5,11
54,151
54,160
26,52
33,67
55,161
69,224
17,34
50,101
55,170
55,179
53,127
34,68
51,102
53,136
40,81
56,187
3,7
56,196
54,144
63,211
52,119
24,48
54,153
60,205
41,82
67,220
47,95
55,163
10,21
55,172
70,225
31,62
53,129
56,180
38,77
56,189
48,96
56,198
4,8
37,75
52,112
54,146
74,234
52,121
58,201
21,42
1,2
45,91
8,17
55,165
11,22
29,58
44,89
55,174
56,182
65,215
28,56
46,92
56,191
52,105
15,31
52,114
75,235
18,36
36,72
25,51
32,65
72,229
35,70
61,208
9,18
42,85
55,167
22,45
55,176
53,124
43,86
6,12
39,79
56,184
13,27
56,193
52,107
68,222
16,32
49,99
52,116
33,66
59,204
2,5
20,41
55,169
23,46
56,186
40,80
66,218
52,109
27,55
53,138
52,118
30,60
0,1
54,155
67,219
47,94
55,162
73,232
17,35
57,199
38,76
51,103
7,15
53,131
52,111
74,233
53,140
52,120
24,49
54,148
64,213
45,90
71,228
8,16
54,157
14,29
31,63
