0:calibrate satellite0 instrument0 groundstation1
1:calibrate satellite0 instrument0 groundstation8
2:calibrate satellite0 instrument0 star7
3:calibrate satellite0 instrument0 star9
4:calibrate satellite0 instrument1 groundstation10
5:calibrate satellite0 instrument1 groundstation6
6:calibrate satellite0 instrument1 star0
7:calibrate satellite0 instrument1 star7
8:calibrate satellite1 instrument2 groundstation8
9:calibrate satellite1 instrument2 star7
10:calibrate satellite2 instrument3 groundstation6
11:calibrate satellite2 instrument3 star11
12:calibrate satellite2 instrument3 star5
13:calibrate satellite3 instrument4 groundstation12
14:calibrate satellite3 instrument4 groundstation13
15:calibrate satellite3 instrument4 groundstation14
16:calibrate satellite3 instrument4 groundstation3
17:calibrate satellite4 instrument5 groundstation1
18:calibrate satellite4 instrument5 groundstation10
19:switch_off instrument0 satellite0
20:switch_off instrument1 satellite0
21:switch_off instrument2 satellite1
22:switch_off instrument3 satellite2
23:switch_off instrument4 satellite3
24:switch_off instrument5 satellite4
25:switch_on instrument0 satellite0
26:switch_on instrument1 satellite0
27:switch_on instrument2 satellite1
28:switch_on instrument3 satellite2
29:switch_on instrument4 satellite3
30:switch_on instrument5 satellite4
31:take_image satellite0 groundstation1 instrument0 image1
32:take_image satellite0 groundstation1 instrument0 image2
33:take_image satellite0 groundstation1 instrument0 thermograph0
34:take_image satellite0 groundstation1 instrument1 image2
35:take_image satellite0 groundstation1 instrument1 thermograph0
36:take_image satellite0 groundstation10 instrument0 image1
37:take_image satellite0 groundstation10 instrument0 image2
38:take_image satellite0 groundstation10 instrument0 thermograph0
39:take_image satellite0 groundstation10 instrument1 image2
40:take_image satellite0 groundstation10 instrument1 thermograph0
41:take_image satellite0 groundstation12 instrument0 image1
42:take_image satellite0 groundstation12 instrument0 image2
43:take_image satellite0 groundstation12 instrument0 thermograph0
44:take_image satellite0 groundstation12 instrument1 image2
45:take_image satellite0 groundstation12 instrument1 thermograph0
46:take_image satellite0 groundstation13 instrument0 image1
47:take_image satellite0 groundstation13 instrument0 image2
48:take_image satellite0 groundstation13 instrument0 thermograph0
49:take_image satellite0 groundstation13 instrument1 image2
50:take_image satellite0 groundstation13 instrument1 thermograph0
51:take_image satellite0 groundstation14 instrument0 image1
52:take_image satellite0 groundstation14 instrument0 image2
53:take_image satellite0 groundstation14 instrument0 thermograph0
54:take_image satellite0 groundstation14 instrument1 image2
55:take_image satellite0 groundstation14 instrument1 thermograph0
56:take_image satellite0 groundstation2 instrument0 image1
57:take_image satellite0 groundstation2 instrument0 image2
58:take_image satellite0 groundstation2 instrument0 thermograph0
59:take_image satellite0 groundstation2 instrument1 image2
60:take_image satellite0 groundstation2 instrument1 thermograph0
61:take_image satellite0 groundstation3 instrument0 image1
62:take_image satellite0 groundstation3 instrument0 image2
63:take_image satellite0 groundstation3 instrument0 thermograph0
64:take_image satellite0 groundstation3 instrument1 image2
65:take_image satellite0 groundstation3 instrument1 thermograph0
66:take_image satellite0 groundstation6 instrument0 image1
67:take_image satellite0 groundstation6 instrument0 image2
68:take_image satellite0 groundstation6 instrument0 thermograph0
69:take_image satellite0 groundstation6 instrument1 image2
70:take_image satellite0 groundstation6 instrument1 thermograph0
71:take_image satellite0 groundstation8 instrument0 image1
72:take_image satellite0 groundstation8 instrument0 image2
73:take_image satellite0 groundstation8 instrument0 thermograph0
74:take_image satellite0 groundstation8 instrument1 image2
75:take_image satellite0 groundstation8 instrument1 thermograph0
76:take_image satellite0 phenomenon15 instrument0 image1
77:take_image satellite0 phenomenon15 instrument0 image2
78:take_image satellite0 phenomenon15 instrument0 thermograph0
79:take_image satellite0 phenomenon15 instrument1 image2
80:take_image satellite0 phenomenon15 instrument1 thermograph0
81:take_image satellite0 star0 instrument0 image1
82:take_image satellite0 star0 instrument0 image2
83:take_image satellite0 star0 instrument0 thermograph0
84:take_image satellite0 star0 instrument1 image2
85:take_image satellite0 star0 instrument1 thermograph0
86:take_image satellite0 star11 instrument0 image1
87:take_image satellite0 star11 instrument0 image2
88:take_image satellite0 star11 instrument0 thermograph0
89:take_image satellite0 star11 instrument1 image2
90:take_image satellite0 star11 instrument1 thermograph0
91:take_image satellite0 star4 instrument0 image1
92:take_image satellite0 star4 instrument0 image2
93:take_image satellite0 star4 instrument0 thermograph0
94:take_image satellite0 star4 instrument1 image2
95:take_image satellite0 star4 instrument1 thermograph0
96:take_image satellite0 star5 instrument0 image1
97:take_image satellite0 star5 instrument0 image2
98:take_image satellite0 star5 instrument0 thermograph0
99:take_image satellite0 star5 instrument1 image2
100:take_image satellite0 star5 instrument1 thermograph0
101:take_image satellite0 star7 instrument0 image1
102:take_image satellite0 star7 instrument0 image2
103:take_image satellite0 star7 instrument0 thermograph0
104:take_image satellite0 star7 instrument1 image2
105:take_image satellite0 star7 instrument1 thermograph0
106:take_image satellite0 star9 instrument0 image1
107:take_image satellite0 star9 instrument0 image2
108:take_image satellite0 star9 instrument0 thermograph0
109:take_image satellite0 star9 instrument1 image2
110:take_image satellite0 star9 instrument1 thermograph0
111:take_image satellite1 groundstation1 instrument2 image1
112:take_image satellite1 groundstation10 instrument2 image1
113:take_image satellite1 groundstation12 instrument2 image1
114:take_image satellite1 groundstation13 instrument2 image1
115:take_image satellite1 groundstation14 instrument2 image1
116:take_image satellite1 groundstation2 instrument2 image1
117:take_image satellite1 groundstation3 instrument2 image1
118:take_image satellite1 groundstation6 instrument2 image1
119:take_image satellite1 groundstation8 instrument2 image1
120:take_image satellite1 phenomenon15 instrument2 image1
121:take_image satellite1 star0 instrument2 image1
122:take_image satellite1 star11 instrument2 image1
123:take_image satellite1 star4 instrument2 image1
124:take_image satellite1 star5 instrument2 image1
125:take_image satellite1 star7 instrument2 image1
126:take_image satellite1 star9 instrument2 image1
127:take_image satellite2 groundstation1 instrument3 image2
128:take_image satellite2 groundstation10 instrument3 image2
129:take_image satellite2 groundstation12 instrument3 image2
130:take_image satellite2 groundstation13 instrument3 image2
131:take_image satellite2 groundstation14 instrument3 image2
132:take_image satellite2 groundstation2 instrument3 image2
133:take_image satellite2 groundstation3 instrument3 image2
134:take_image satellite2 groundstation6 instrument3 image2
135:take_image satellite2 groundstation8 instrument3 image2
136:take_image satellite2 phenomenon15 instrument3 image2
137:take_image satellite2 star0 instrument3 image2
138:take_image satellite2 star11 instrument3 image2
139:take_image satellite2 star4 instrument3 image2
140:take_image satellite2 star5 instrument3 image2
141:take_image satellite2 star7 instrument3 image2
142:take_image satellite2 star9 instrument3 image2
143:take_image satellite3 groundstation1 instrument4 image1
144:take_image satellite3 groundstation1 instrument4 image2
145:take_image satellite3 groundstation1 instrument4 thermograph0
146:take_image satellite3 groundstation10 instrument4 image1
147:take_image satellite3 groundstation10 instrument4 image2
148:take_image satellite3 groundstation10 instrument4 thermograph0
149:take_image satellite3 groundstation12 instrument4 image1
150:take_image satellite3 groundstation12 instrument4 image2
151:take_image satellite3 groundstation12 instrument4 thermograph0
152:take_image satellite3 groundstation13 instrument4 image1
153:take_image satellite3 groundstation13 instrument4 image2
154:take_image satellite3 groundstation13 instrument4 thermograph0
155:take_image satellite3 groundstation14 instrument4 image1
156:take_image satellite3 groundstation14 instrument4 image2
157:take_image satellite3 groundstation14 instrument4 thermograph0
158:take_image satellite3 groundstation2 instrument4 image1
159:take_image satellite3 groundstation2 instrument4 image2
160:take_image satellite3 groundstation2 instrument4 thermograph0
161:take_image satellite3 groundstation3 instrument4 image1
162:take_image satellite3 groundstation3 instrument4 image2
163:take_image satellite3 groundstation3 instrument4 thermograph0
164:take_image satellite3 groundstation6 instrument4 image1
165:take_image satellite3 groundstation6 instrument4 image2
166:take_image satellite3 groundstation6 instrument4 thermograph0
167:take_image satellite3 groundstation8 instrument4 image1
168:take_image satellite3 groundstation8 instrument4 image2
169:take_image satellite3 groundstation8 instrument4 thermograph0
170:take_image satellite3 phenomenon15 instrument4 image1
171:take_image satellite3 phenomenon15 instrument4 image2
172:take_image satellite3 phenomenon15 instrument4 thermograph0
173:take_image satellite3 star0 instrument4 image1
174:take_image satellite3 star0 instrument4 image2
175:take_image satellite3 star0 instrument4 thermograph0
176:take_image satellite3 star11 instrument4 image1
177:take_image satellite3 star11 instrument4 image2
178:take_image satellite3 star11 instrument4 thermograph0
179:take_image satellite3 star4 instrument4 image1
180:take_image satellite3 star4 instrument4 image2
181:take_image satellite3 star4 instrument4 thermograph0
182:take_image satellite3 star5 instrument4 image1
183:take_image satellite3 star5 instrument4 image2
184:take_image satellite3 star5 instrument4 thermograph0
185:take_image satellite3 star7 instrument4 image1
186:take_image satellite3 star7 instrument4 image2
187:take_image satellite3 star7 instrument4 thermograph0
188:take_image satellite3 star9 instrument4 image1
189:take_image satellite3 star9 instrument4 image2
190:take_image satellite3 star9 instrument4 thermograph0
191:take_image satellite4 groundstation1 instrument5 image1
192:take_image satellite4 groundstation1 instrument5 image2
193:take_image satellite4 groundstation1 instrument5 thermograph0
194:take_image satellite4 groundstation10 instrument5 image1
195:take_image satellite4 groundstation10 instrument5 image2
196:take_image satellite4 groundstation10 instrument5 thermograph0
197:take_image satellite4 groundstation12 instrument5 image1
198:take_image satellite4 groundstation12 instrument5 image2
199:take_image satellite4 groundstation12 instrument5 thermograph0
200:take_image satellite4 groundstation13 instrument5 image1
201:take_image satellite4 groundstation13 instrument5 image2
202:take_image satellite4 groundstation13 instrument5 thermograph0
203:take_image satellite4 groundstation14 instrument5 image1
204:take_image satellite4 groundstation14 instrument5 image2
205:take_image satellite4 groundstation14 instrument5 thermograph0
206:take_image satellite4 groundstation2 instrument5 image1
207:take_image satellite4 groundstation2 instrument5 image2
208:take_image satellite4 groundstation2 instrument5 thermograph0
209:take_image satellite4 groundstation3 instrument5 image1
210:take_image satellite4 groundstation3 instrument5 image2
211:take_image satellite4 groundstation3 instrument5 thermograph0
212:take_image satellite4 groundstation6 instrument5 image1
213:take_image satellite4 groundstation6 instrument5 image2
214:take_image satellite4 groundstation6 instrument5 thermograph0
215:take_image satellite4 groundstation8 instrument5 image1
216:take_image satellite4 groundstation8 instrument5 image2
217:take_image satellite4 groundstation8 instrument5 thermograph0
218:take_image satellite4 phenomenon15 instrument5 image1
219:take_image satellite4 phenomenon15 instrument5 image2
220:take_image satellite4 phenomenon15 instrument5 thermograph0
221:take_image satellite4 star0 instrument5 image1
222:take_image satellite4 star0 instrument5 image2
223:take_image satellite4 star0 instrument5 thermograph0
224:take_image satellite4 star11 instrument5 image1
225:take_image satellite4 star11 instrument5 image2
226:take_image satellite4 star11 instrument5 thermograph0
227:take_image satellite4 star4 instrument5 image1
228:take_image satellite4 star4 instrument5 image2
229:take_image satellite4 star4 instrument5 thermograph0
230:take_image satellite4 star5 instrument5 image1
231:take_image satellite4 star5 instrument5 image2
232:take_image satellite4 star5 instrument5 thermograph0
233:take_image satellite4 star7 instrument5 image1
234:take_image satellite4 star7 instrument5 image2
235:take_image satellite4 star7 instrument5 thermograph0
236:take_image satellite4 star9 instrument5 image1
237:take_image satellite4 star9 instrument5 image2
238:take_image satellite4 star9 instrument5 thermograph0
239:turn_to satellite0 groundstation1 groundstation10
240:turn_to satellite0 groundstation1 groundstation12
241:turn_to satellite0 groundstation1 groundstation13
242:turn_to satellite0 groundstation1 groundstation14
243:turn_to satellite0 groundstation1 groundstation2
244:turn_to satellite0 groundstation1 groundstation3
245:turn_to satellite0 groundstation1 groundstation6
246:turn_to satellite0 groundstation1 groundstation8
247:turn_to satellite0 groundstation1 phenomenon15
248:turn_to satellite0 groundstation1 star0
249:turn_to satellite0 groundstation1 star11
250:turn_to satellite0 groundstation1 star4
251:turn_to satellite0 groundstation1 star5
252:turn_to satellite0 groundstation1 star7
253:turn_to satellite0 groundstation1 star9
254:turn_to satellite0 groundstation10 groundstation1
255:turn_to satellite0 groundstation10 groundstation12
256:turn_to satellite0 groundstation10 groundstation13
257:turn_to satellite0 groundstation10 groundstation14
258:turn_to satellite0 groundstation10 groundstation2
259:turn_to satellite0 groundstation10 groundstation3
260:turn_to satellite0 groundstation10 groundstation6
261:turn_to satellite0 groundstation10 groundstation8
262:turn_to satellite0 groundstation10 phenomenon15
263:turn_to satellite0 groundstation10 star0
264:turn_to satellite0 groundstation10 star11
265:turn_to satellite0 groundstation10 star4
266:turn_to satellite0 groundstation10 star5
267:turn_to satellite0 groundstation10 star7
268:turn_to satellite0 groundstation10 star9
269:turn_to satellite0 groundstation12 groundstation1
270:turn_to satellite0 groundstation12 groundstation10
271:turn_to satellite0 groundstation12 groundstation13
272:turn_to satellite0 groundstation12 groundstation14
273:turn_to satellite0 groundstation12 groundstation2
274:turn_to satellite0 groundstation12 groundstation3
275:turn_to satellite0 groundstation12 groundstation6
276:turn_to satellite0 groundstation12 groundstation8
277:turn_to satellite0 groundstation12 phenomenon15
278:turn_to satellite0 groundstation12 star0
279:turn_to satellite0 groundstation12 star11
280:turn_to satellite0 groundstation12 star4
281:turn_to satellite0 groundstation12 star5
282:turn_to satellite0 groundstation12 star7
283:turn_to satellite0 groundstation12 star9
284:turn_to satellite0 groundstation13 groundstation1
285:turn_to satellite0 groundstation13 groundstation10
286:turn_to satellite0 groundstation13 groundstation12
287:turn_to satellite0 groundstation13 groundstation14
288:turn_to satellite0 groundstation13 groundstation2
289:turn_to satellite0 groundstation13 groundstation3
290:turn_to satellite0 groundstation13 groundstation6
291:turn_to satellite0 groundstation13 groundstation8
292:turn_to satellite0 groundstation13 phenomenon15
293:turn_to satellite0 groundstation13 star0
294:turn_to satellite0 groundstation13 star11
295:turn_to satellite0 groundstation13 star4
296:turn_to satellite0 groundstation13 star5
297:turn_to satellite0 groundstation13 star7
298:turn_to satellite0 groundstation13 star9
299:turn_to satellite0 groundstation14 groundstation1
300:turn_to satellite0 groundstation14 groundstation10
301:turn_to satellite0 groundstation14 groundstation12
302:turn_to satellite0 groundstation14 groundstation13
303:turn_to satellite0 groundstation14 groundstation2
304:turn_to satellite0 groundstation14 groundstation3
305:turn_to satellite0 groundstation14 groundstation6
306:turn_to satellite0 groundstation14 groundstation8
307:turn_to satellite0 groundstation14 phenomenon15
308:turn_to satellite0 groundstation14 star0
309:turn_to satellite0 groundstation14 star11
310:turn_to satellite0 groundstation14 star4
311:turn_to satellite0 groundstation14 star5
312:turn_to satellite0 groundstation14 star7
313:turn_to satellite0 groundstation14 star9
314:turn_to satellite0 groundstation2 groundstation1
315:turn_to satellite0 groundstation2 groundstation10
316:turn_to satellite0 groundstation2 groundstation12
317:turn_to satellite0 groundstation2 groundstation13
318:turn_to satellite0 groundstation2 groundstation14
319:turn_to satellite0 groundstation2 groundstation3
320:turn_to satellite0 groundstation2 groundstation6
321:turn_to satellite0 groundstation2 groundstation8
322:turn_to satellite0 groundstation2 phenomenon15
323:turn_to satellite0 groundstation2 star0
324:turn_to satellite0 groundstation2 star11
325:turn_to satellite0 groundstation2 star4
326:turn_to satellite0 groundstation2 star5
327:turn_to satellite0 groundstation2 star7
328:turn_to satellite0 groundstation2 star9
329:turn_to satellite0 groundstation3 groundstation1
330:turn_to satellite0 groundstation3 groundstation10
331:turn_to satellite0 groundstation3 groundstation12
332:turn_to satellite0 groundstation3 groundstation13
