source,destination
15,30
4,9
52,113
59,128
25,50
5,10
12,25
45,92
22,44
11,23
29,59
77,163
66,142
13,26
19,39
50,109
3,6
18,37
36,73
73,156
45,94
2,4
20,40
9,19
26,53
57,123
10,20
43,87
6,13
80,170
27,54
16,33
34,69
64,137
71,152
46,98
37,74
0,0
48,104
23,47
41,83
78,166
44,88
7,14
62,133
46,100
30,61
79,167
14,28
32,64
21,43
69,147
1,3
42,84
53,114
75,160
55,120
39,78
28,57
59,127
76,161
12,24
49,107
67,143
82,174
35,71
66,141
53,116
19,38
50,108
56,121
74,157
63,136
73,155
5,11
60,130
26,52
33,67
81,171
70,150
77,164
17,34
47,102
80,169
54,117
34,68
40,81
46,97
3,7
51,111
71,151
58,126
24,48
61,131
41,82
78,165
10,21
65,140
31,62
38,77
68,145
46,99
4,8
37,75
52,112
72,154
21,42
1,2
45,91
8,17
11,22
29,58
44,89
62,134
28,56
15,31
46,101
18,36
36,72
49,106
25,51
32,65
69,148
45,93
35,70
9,18
42,85
22,45
53,115
43,86
6,12
39,79
63,135
13,27
76,162
16,32
60,129
67,144
33,66
70,149
45,95
2,5
20,41
57,124
23,46
56,122
74,158
40,80
46,96
51,110
27,55
58,125
64,138
30,60
0,1
48,105
81,172
17,35
47,103
65,139
54,118
38,76
75,159
7,15
55,119
24,49
72,153
61,132
79,168
45,90
8,16
82,173
14,29
31,63
68,146
