source,destination
6,18
13,33
19,46
24,97
24,106
22,81
18,44
25,114
20,47
9,26
20,56
26,124
21,64
10,27
6,20
24,99
16,40
22,74
25,107
25,116
23,91
20,49
20,58
26,126
21,66
7,21
24,101
22,76
25,109
0,0
23,84
25,118
23,93
14,35
20,51
26,119
26,128
21,59
21,68
3,10
22,78
25,111
0,2
5,16
23,86
12,31
1,3
26,121
26,130
21,61
19,45
24,96
22,71
22,80
23,88
1,5
26,123
17,41
22,73
22,82
4,13
23,90
2,6
26,125
10,28
22,75
24,103
23,83
23,92
2,8
8,24
26,127
20,53
11,29
21,70
3,9
22,77
15,38
24,105
23,85
18,43
23,94
25,113
26,120
26,129
9,25
20,55
21,63
6,19
13,34
3,11
24,98
16,39
23,87
25,115
1,4
26,122
20,48
20,57
21,65
22,72
24,100
4,12
23,89
25,108
25,117
20,50
17,42
21,67
7,22
24,102
4,14
25,110
0,1
5,15
2,7
8,23
14,36
20,52
21,60
21,69
24,95
15,37
24,104
22,79
25,112
5,17
12,32
20,54
11,30
21,62
