source,destination
52,104
15,30
59,119
95,203
4,9
101,216
25,50
5,10
85,183
12,25
81,176
22,44
102,217
11,23
29,59
65,143
109,232
50,100
68,148
13,26
75,163
19,39
64,135
3,6
18,37
36,73
72,157
116,246
79,172
57,114
2,4
20,40
82,177
9,19
26,53
100,213
63,127
10,20
43,87
66,144
6,13
86,186
27,54
89,191
16,33
34,69
64,137
107,227
76,166
37,74
73,158
0,0
93,200
54,108
114,241
23,47
41,83
77,167
84,182
44,88
62,124
7,14
58,117
87,187
105,223
61,122
64,139
71,154
30,61
48,97
73,160
91,196
14,28
32,64
94,201
21,43
112,237
1,3
42,84
55,111
80,174
98,210
59,118
39,78
101,215
28,57
46,93
64,141
108,230
49,98
12,24
92,197
109,231
35,71
53,107
115,244
78,170
96,206
56,112
19,38
99,211
64,134
116,245
60,121
5,11
85,184
103,220
26,52
106,225
33,67
69,151
113,240
17,34
50,101
110,234
63,129
34,68
51,102
64,136
40,81
76,165
3,7
83,180
24,48
57,115
104,221
67,147
100,214
41,82
70,152
47,95
84,181
10,21
90,194
31,62
63,131
38,77
74,161
107,228
111,235
111,236
48,96
4,8
37,75
91,195
97,208
21,42
1,2
45,91
81,175
8,17
114,242
88,190
55,110
11,22
29,58
44,89
62,125
65,142
98,209
105,224
63,133
28,56
46,92
108,229
52,105
15,31
95,204
18,36
36,72
72,156
25,51
32,65
79,171
112,238
35,70
53,106
9,18
42,85
96,205
22,45
115,243
102,218
63,126
43,86
6,12
39,79
68,149
13,27
86,185
75,164
60,120
16,32
49,99
103,219
92,198
33,66
69,150
113,239
93,199
2,5
20,41
82,178
23,46
56,113
110,233
63,128
66,145
99,212
40,80
58,116
83,179
27,55
89,192
64,138
30,60
67,146
73,159
0,1
106,226
47,94
54,109
90,193
17,35
77,168
63,130
38,76
51,103
80,173
7,15
87,188
61,123
64,140
24,49
71,155
97,207
104,222
45,90
8,16
70,153
14,29
88,189
94,202
31,63
78,169
63,132
74,162
