source,destination
57,155
15,30
42,103
4,9
43,110
25,50
47,135
5,10
12,25
44,127
22,44
11,23
29,59
48,136
41,97
13,26
19,39
42,105
45,131
3,6
18,37
36,73
44,120
55,150
2,4
20,40
9,19
26,53
46,132
52,145
10,20
41,90
6,13
41,99
27,54
42,107
16,33
34,69
53,146
37,74
0,0
23,47
41,92
49,139
7,14
42,100
42,109
40,84
30,61
43,119
56,153
14,28
32,64
21,43
1,3
58,156
41,94
42,102
39,78
28,57
40,86
47,134
54,149
43,112
12,24
44,129
51,143
35,71
41,96
19,38
42,104
45,130
40,88
5,11
43,114
26,52
44,122
33,67
52,144
59,159
17,34
42,106
34,68
40,81
3,7
24,48
43,116
44,124
50,140
10,21
31,62
38,77
57,154
40,83
4,8
37,75
43,118
21,42
1,2
44,126
8,17
11,22
29,58
42,101
28,56
40,85
15,31
43,111
18,36
36,72
25,51
32,65
44,128
35,70
9,18
22,45
48,137
6,12
39,79
41,98
13,27
40,87
16,32
43,113
44,121
33,66
55,151
2,5
20,41
59,158
23,46
46,133
41,91
49,138
40,80
27,55
40,89
42,108
43,115
30,60
53,147
44,123
0,1
56,152
17,35
38,76
41,93
7,15
40,82
24,49
43,117
54,148
44,125
50,141
8,16
14,29
51,142
58,157
31,63
41,95
