0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
4:drive truck2 depot0 distributor0
5:drive truck2 distributor0 depot0
6:drop hoist0 crate0 crate1 depot0
7:drop hoist0 crate0 crate2 depot0
8:drop hoist0 crate0 pallet0 depot0
9:drop hoist0 crate0 pallet2 depot0
10:drop hoist0 crate1 crate0 depot0
11:drop hoist0 crate1 crate2 depot0
12:drop hoist0 crate1 pallet0 depot0
13:drop hoist0 crate1 pallet2 depot0
14:drop hoist0 crate2 crate0 depot0
15:drop hoist0 crate2 crate1 depot0
16:drop hoist0 crate2 pallet0 depot0
17:drop hoist0 crate2 pallet2 depot0
18:drop hoist1 crate0 crate1 distributor0
19:drop hoist1 crate0 crate2 distributor0
20:drop hoist1 crate0 pallet1 distributor0
21:drop hoist1 crate1 crate0 distributor0
22:drop hoist1 crate1 crate2 distributor0
23:drop hoist1 crate1 pallet1 distributor0
24:drop hoist1 crate2 crate0 distributor0
25:drop hoist1 crate2 crate1 distributor0
26:drop hoist1 crate2 pallet1 distributor0
27:drop hoist2 crate0 crate1 distributor0
28:drop hoist2 crate0 crate2 distributor0
29:drop hoist2 crate0 pallet1 distributor0
30:drop hoist2 crate1 crate0 distributor0
31:drop hoist2 crate1 crate2 distributor0
32:drop hoist2 crate1 pallet1 distributor0
33:drop hoist2 crate2 crate0 distributor0
34:drop hoist2 crate2 crate1 distributor0
35:drop hoist2 crate2 pallet1 distributor0
36:lift hoist0 crate0 crate1 depot0
37:lift hoist0 crate0 crate2 depot0
38:lift hoist0 crate0 pallet0 depot0
39:lift hoist0 crate0 pallet1 depot0
40:lift hoist0 crate0 pallet2 depot0
41:lift hoist0 crate1 crate0 depot0
42:lift hoist0 crate1 crate2 depot0
43:lift hoist0 crate1 pallet0 depot0
44:lift hoist0 crate1 pallet1 depot0
45:lift hoist0 crate1 pallet2 depot0
46:lift hoist0 crate2 crate0 depot0
47:lift hoist0 crate2 crate1 depot0
48:lift hoist0 crate2 pallet0 depot0
49:lift hoist0 crate2 pallet1 depot0
50:lift hoist0 crate2 pallet2 depot0
51:lift hoist1 crate0 crate1 distributor0
52:lift hoist1 crate0 crate2 distributor0
53:lift hoist1 crate0 pallet0 distributor0
54:lift hoist1 crate0 pallet1 distributor0
55:lift hoist1 crate0 pallet2 distributor0
56:lift hoist1 crate1 crate0 distributor0
57:lift hoist1 crate1 crate2 distributor0
58:lift hoist1 crate1 pallet0 distributor0
59:lift hoist1 crate1 pallet1 distributor0
60:lift hoist1 crate1 pallet2 distributor0
61:lift hoist1 crate2 crate0 distributor0
62:lift hoist1 crate2 crate1 distributor0
63:lift hoist1 crate2 pallet0 distributor0
64:lift hoist1 crate2 pallet1 distributor0
65:lift hoist1 crate2 pallet2 distributor0
66:lift hoist2 crate0 crate1 distributor0
67:lift hoist2 crate0 crate2 distributor0
68:lift hoist2 crate0 pallet0 distributor0
69:lift hoist2 crate0 pallet1 distributor0
70:lift hoist2 crate0 pallet2 distributor0
71:lift hoist2 crate1 crate0 distributor0
72:lift hoist2 crate1 crate2 distributor0
73:lift hoist2 crate1 pallet0 distributor0
74:lift hoist2 crate1 pallet1 distributor0
75:lift hoist2 crate1 pallet2 distributor0
76:lift hoist2 crate2 crate0 distributor0
77:lift hoist2 crate2 crate1 distributor0
78:lift hoist2 crate2 pallet0 distributor0
79:lift hoist2 crate2 pallet1 distributor0
80:lift hoist2 crate2 pallet2 distributor0
81:load hoist0 crate0 truck0 depot0
82:load hoist0 crate0 truck1 depot0
83:load hoist0 crate0 truck2 depot0
84:load hoist0 crate1 truck0 depot0
85:load hoist0 crate1 truck1 depot0
86:load hoist0 crate1 truck2 depot0
87:load hoist0 crate2 truck0 depot0
88:load hoist0 crate2 truck1 depot0
89:load hoist0 crate2 truck2 depot0
90:load hoist1 crate0 truck0 distributor0
91:load hoist1 crate0 truck1 distributor0
92:load hoist1 crate0 truck2 distributor0
93:load hoist1 crate1 truck0 distributor0
94:load hoist1 crate1 truck1 distributor0
95:load hoist1 crate1 truck2 distributor0
96:load hoist1 crate2 truck0 distributor0
97:load hoist1 crate2 truck1 distributor0
98:load hoist1 crate2 truck2 distributor0
99:load hoist2 crate0 truck0 distributor0
100:load hoist2 crate0 truck1 distributor0
101:load hoist2 crate0 truck2 distributor0
102:load hoist2 crate1 truck0 distributor0
103:load hoist2 crate1 truck1 distributor0
104:load hoist2 crate1 truck2 distributor0
105:load hoist2 crate2 truck0 distributor0
106:load hoist2 crate2 truck1 distributor0
107:load hoist2 crate2 truck2 distributor0
