0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
4:drive truck2 depot0 distributor0
5:drive truck2 distributor0 depot0
6:drop hoist0 crate0 crate1 depot0
7:drop hoist0 crate0 crate2 depot0
8:drop hoist0 crate0 pallet0 depot0
9:drop hoist0 crate0 pallet2 depot0
10:drop hoist0 crate1 crate0 depot0
11:drop hoist0 crate1 crate2 depot0
12:drop hoist0 crate1 pallet0 depot0
13:drop hoist0 crate1 pallet2 depot0
14:drop hoist0 crate2 crate0 depot0
15:drop hoist0 crate2 crate1 depot0
16:drop hoist0 crate2 pallet0 depot0
17:drop hoist0 crate2 pallet2 depot0
18:drop hoist1 crate0 crate1 distributor0
19:drop hoist1 crate0 crate2 distributor0
20:drop hoist1 crate0 pallet1 distributor0
21:drop hoist1 crate1 crate0 distributor0
22:drop hoist1 crate1 crate2 distributor0
23:drop hoist1 crate1 pallet1 distributor0
24:drop hoist1 crate2 crate0 distributor0
25:drop hoist1 crate2 crate1 distributor0
26:drop hoist1 crate2 pallet1 distributor0
27:lift hoist0 crate0 crate1 depot0
28:lift hoist0 crate0 crate2 depot0
29:lift hoist0 crate0 pallet0 depot0
30:lift hoist0 crate0 pallet1 depot0
31:lift hoist0 crate0 pallet2 depot0
32:lift hoist0 crate1 crate0 depot0
33:lift hoist0 crate1 crate2 depot0
34:lift hoist0 crate1 pallet0 depot0
35:lift hoist0 crate1 pallet1 depot0
36:lift hoist0 crate1 pallet2 depot0
37:lift hoist0 crate2 crate0 depot0
38:lift hoist0 crate2 crate1 depot0
39:lift hoist0 crate2 pallet0 depot0
40:lift hoist0 crate2 pallet1 depot0
41:lift hoist0 crate2 pallet2 depot0
42:lift hoist1 crate0 crate1 distributor0
43:lift hoist1 crate0 crate2 distributor0
44:lift hoist1 crate0 pallet0 distributor0
45:lift hoist1 crate0 pallet1 distributor0
46:lift hoist1 crate0 pallet2 distributor0
47:lift hoist1 crate1 crate0 distributor0
48:lift hoist1 crate1 crate2 distributor0
49:lift hoist1 crate1 pallet0 distributor0
50:lift hoist1 crate1 pallet1 distributor0
51:lift hoist1 crate1 pallet2 distributor0
52:lift hoist1 crate2 crate0 distributor0
53:lift hoist1 crate2 crate1 distributor0
54:lift hoist1 crate2 pallet0 distributor0
55:lift hoist1 crate2 pallet1 distributor0
56:lift hoist1 crate2 pallet2 distributor0
57:load hoist0 crate0 truck0 depot0
58:load hoist0 crate0 truck1 depot0
59:load hoist0 crate0 truck2 depot0
60:load hoist0 crate1 truck0 depot0
61:load hoist0 crate1 truck1 depot0
62:load hoist0 crate1 truck2 depot0
63:load hoist0 crate2 truck0 depot0
64:load hoist0 crate2 truck1 depot0
65:load hoist0 crate2 truck2 depot0
66:load hoist1 crate0 truck0 distributor0
67:load hoist1 crate0 truck1 distributor0
68:load hoist1 crate0 truck2 distributor0
69:load hoist1 crate1 truck0 distributor0
70:load hoist1 crate1 truck1 distributor0
71:load hoist1 crate1 truck2 distributor0
72:load hoist1 crate2 truck0 distributor0
73:load hoist1 crate2 truck1 distributor0
74:load hoist1 crate2 truck2 distributor0
75:unload hoist0 crate0 truck0 depot0
76:unload hoist0 crate0 truck1 depot0
77:unload hoist0 crate0 truck2 depot0
78:unload hoist0 crate1 truck0 depot0
79:unload hoist0 crate1 truck1 depot0
80:unload hoist0 crate1 truck2 depot0
81:unload hoist0 crate2 truck0 depot0
82:unload hoist0 crate2 truck1 depot0
83:unload hoist0 crate2 truck2 depot0
84:unload hoist1 crate0 truck0 distributor0
85:unload hoist1 crate0 truck1 distributor0
86:unload hoist1 crate0 truck2 distributor0
87:unload hoist1 crate1 truck0 distributor0
88:unload hoist1 crate1 truck1 distributor0
89:unload hoist1 crate1 truck2 distributor0
90:unload hoist1 crate2 truck0 distributor0
91:unload hoist1 crate2 truck1 distributor0
92:unload hoist1 crate2 truck2 distributor0
