source,destination,type_pre_eff,type_eff_eff,label
9,25,True,True,True
16,25,True,False,True
16,24,True,False,False
10,24,True,True,False
16,23,True,False,True
11,23,True,True,True
15,22,True,False,True
6,22,True,True,True
15,21,True,False,True
7,21,True,True,True
2,20,True,True,False
14,20,True,False,False
14,19,True,False,True
3,19,True,True,True
4,18,True,True,True
14,18,True,False,True
1,17,True,True,False
13,17,True,False,False
9,12,True,True,True
12,9,True,True,True
10,12,True,True,False
12,10,True,True,False
11,12,True,True,True
12,11,True,True,True
6,8,True,True,True
8,6,True,True,True
8,7,True,True,True
7,8,True,True,True
2,5,True,True,False
5,2,True,True,False
3,5,True,True,True
5,3,True,True,True
4,5,True,True,True
5,4,True,True,True
1,0,True,True,False
0,1,True,True,False
12,25,True,True,True
25,9,False,True,True
25,12,False,True,True
12,24,True,True,False
24,12,False,True,False
24,10,False,True,False
12,23,True,True,True
23,11,False,True,True
23,12,False,True,True
8,22,True,True,True
22,8,False,True,True
22,6,False,True,True
8,21,True,True,True
21,8,False,True,True
21,7,False,True,True
20,2,False,True,False
20,5,False,True,False
5,20,True,True,False
19,3,False,True,True
19,5,False,True,True
5,19,True,True,True
18,4,False,True,True
18,5,False,True,True
5,18,True,True,True
0,17,True,True,False
17,1,False,True,False
17,0,False,True,False
25,27,True,False,True
9,27,True,False,True
16,27,True,False,True
10,27,True,False,False
24,27,True,False,False
23,27,True,False,True
11,27,True,False,True
16,26,True,False,True
25,26,True,False,True
9,26,True,False,True
23,26,True,False,True
11,26,True,False,True
15,27,True,False,True
22,27,True,False,True
6,27,True,False,True
7,27,True,False,True
21,27,True,False,True
15,26,True,False,True
22,26,True,False,True
6,26,True,False,True
7,26,True,False,True
21,26,True,False,True
3,27,True,False,True
19,27,True,False,True
14,27,True,False,True
4,27,True,False,True
18,27,True,False,True
20,26,True,False,False
2,26,True,False,False
14,26,True,False,True
19,26,True,False,True
3,26,True,False,True
4,26,True,False,True
18,26,True,False,True
1,27,True,False,False
17,27,True,False,False
13,27,True,False,False
