0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot1 depot0
3:drive truck0 depot1 distributor0
4:drive truck0 distributor0 depot0
5:drive truck0 distributor0 depot1
6:drive truck1 depot0 depot1
7:drive truck1 depot0 distributor0
8:drive truck1 depot1 depot0
9:drive truck1 depot1 distributor0
10:drive truck1 distributor0 depot0
11:drive truck1 distributor0 depot1
12:drop hoist0 crate0 crate1 depot0
13:drop hoist0 crate0 crate2 depot0
14:drop hoist0 crate0 crate3 depot0
15:drop hoist0 crate0 pallet0 depot0
16:drop hoist0 crate1 crate0 depot0
17:drop hoist0 crate1 crate2 depot0
18:drop hoist0 crate1 crate3 depot0
19:drop hoist0 crate1 pallet0 depot0
20:drop hoist0 crate2 crate0 depot0
21:drop hoist0 crate2 crate1 depot0
22:drop hoist0 crate2 crate3 depot0
23:drop hoist0 crate2 pallet0 depot0
24:drop hoist0 crate3 crate0 depot0
25:drop hoist0 crate3 crate1 depot0
26:drop hoist0 crate3 crate2 depot0
27:drop hoist0 crate3 pallet0 depot0
28:drop hoist1 crate0 crate1 depot1
29:drop hoist1 crate0 crate2 depot1
30:drop hoist1 crate0 crate3 depot1
31:drop hoist1 crate0 pallet1 depot1
32:drop hoist1 crate1 crate0 depot1
33:drop hoist1 crate1 crate2 depot1
34:drop hoist1 crate1 crate3 depot1
35:drop hoist1 crate1 pallet1 depot1
36:drop hoist1 crate2 crate0 depot1
37:drop hoist1 crate2 crate1 depot1
38:drop hoist1 crate2 crate3 depot1
39:drop hoist1 crate2 pallet1 depot1
40:drop hoist1 crate3 crate0 depot1
41:drop hoist1 crate3 crate1 depot1
42:drop hoist1 crate3 crate2 depot1
43:drop hoist1 crate3 pallet1 depot1
44:drop hoist2 crate0 crate1 distributor0
45:drop hoist2 crate0 crate2 distributor0
46:drop hoist2 crate0 crate3 distributor0
47:drop hoist2 crate0 pallet2 distributor0
48:drop hoist2 crate1 crate0 distributor0
49:drop hoist2 crate1 crate2 distributor0
50:drop hoist2 crate1 crate3 distributor0
51:drop hoist2 crate1 pallet2 distributor0
52:drop hoist2 crate2 crate0 distributor0
53:drop hoist2 crate2 crate1 distributor0
54:drop hoist2 crate2 crate3 distributor0
55:drop hoist2 crate2 pallet2 distributor0
56:drop hoist2 crate3 crate0 distributor0
57:drop hoist2 crate3 crate1 distributor0
58:drop hoist2 crate3 crate2 distributor0
59:drop hoist2 crate3 pallet2 distributor0
60:lift hoist0 crate0 crate1 depot0
61:lift hoist0 crate0 crate2 depot0
62:lift hoist0 crate0 crate3 depot0
63:lift hoist0 crate0 pallet0 depot0
64:lift hoist0 crate0 pallet1 depot0
65:lift hoist0 crate0 pallet2 depot0
66:lift hoist0 crate1 crate0 depot0
67:lift hoist0 crate1 crate2 depot0
68:lift hoist0 crate1 crate3 depot0
69:lift hoist0 crate1 pallet0 depot0
70:lift hoist0 crate1 pallet1 depot0
71:lift hoist0 crate1 pallet2 depot0
72:lift hoist0 crate2 crate0 depot0
73:lift hoist0 crate2 crate1 depot0
74:lift hoist0 crate2 crate3 depot0
75:lift hoist0 crate2 pallet0 depot0
76:lift hoist0 crate2 pallet1 depot0
77:lift hoist0 crate2 pallet2 depot0
78:lift hoist0 crate3 crate0 depot0
79:lift hoist0 crate3 crate1 depot0
80:lift hoist0 crate3 crate2 depot0
81:lift hoist0 crate3 pallet0 depot0
82:lift hoist0 crate3 pallet1 depot0
83:lift hoist0 crate3 pallet2 depot0
84:lift hoist1 crate0 crate1 depot1
85:lift hoist1 crate0 crate2 depot1
86:lift hoist1 crate0 crate3 depot1
87:lift hoist1 crate0 pallet0 depot1
88:lift hoist1 crate0 pallet1 depot1
89:lift hoist1 crate0 pallet2 depot1
90:lift hoist1 crate1 crate0 depot1
91:lift hoist1 crate1 crate2 depot1
92:lift hoist1 crate1 crate3 depot1
93:lift hoist1 crate1 pallet0 depot1
94:lift hoist1 crate1 pallet1 depot1
95:lift hoist1 crate1 pallet2 depot1
96:lift hoist1 crate2 crate0 depot1
97:lift hoist1 crate2 crate1 depot1
98:lift hoist1 crate2 crate3 depot1
99:lift hoist1 crate2 pallet0 depot1
100:lift hoist1 crate2 pallet1 depot1
101:lift hoist1 crate2 pallet2 depot1
102:lift hoist1 crate3 crate0 depot1
103:lift hoist1 crate3 crate1 depot1
104:lift hoist1 crate3 crate2 depot1
105:lift hoist1 crate3 pallet0 depot1
106:lift hoist1 crate3 pallet1 depot1
107:lift hoist1 crate3 pallet2 depot1
108:lift hoist2 crate0 crate1 distributor0
109:lift hoist2 crate0 crate2 distributor0
110:lift hoist2 crate0 crate3 distributor0
111:lift hoist2 crate0 pallet0 distributor0
112:lift hoist2 crate0 pallet1 distributor0
113:lift hoist2 crate0 pallet2 distributor0
114:lift hoist2 crate1 crate0 distributor0
115:lift hoist2 crate1 crate2 distributor0
116:lift hoist2 crate1 crate3 distributor0
117:lift hoist2 crate1 pallet0 distributor0
118:lift hoist2 crate1 pallet1 distributor0
119:lift hoist2 crate1 pallet2 distributor0
120:lift hoist2 crate2 crate0 distributor0
121:lift hoist2 crate2 crate1 distributor0
122:lift hoist2 crate2 crate3 distributor0
123:lift hoist2 crate2 pallet0 distributor0
124:lift hoist2 crate2 pallet1 distributor0
125:lift hoist2 crate2 pallet2 distributor0
126:lift hoist2 crate3 crate0 distributor0
127:lift hoist2 crate3 crate1 distributor0
128:lift hoist2 crate3 crate2 distributor0
129:lift hoist2 crate3 pallet0 distributor0
130:lift hoist2 crate3 pallet1 distributor0
131:lift hoist2 crate3 pallet2 distributor0
132:load hoist0 crate0 truck0 depot0
133:load hoist0 crate0 truck1 depot0
134:load hoist0 crate1 truck0 depot0
135:load hoist0 crate1 truck1 depot0
136:load hoist0 crate2 truck0 depot0
137:load hoist0 crate2 truck1 depot0
138:load hoist0 crate3 truck0 depot0
139:load hoist0 crate3 truck1 depot0
140:load hoist1 crate0 truck0 depot1
141:load hoist1 crate0 truck1 depot1
142:load hoist1 crate1 truck0 depot1
143:load hoist1 crate1 truck1 depot1
144:load hoist1 crate2 truck0 depot1
145:load hoist1 crate2 truck1 depot1
146:load hoist1 crate3 truck0 depot1
147:load hoist1 crate3 truck1 depot1
148:load hoist2 crate0 truck0 distributor0
149:load hoist2 crate0 truck1 distributor0
150:load hoist2 crate1 truck0 distributor0
151:load hoist2 crate1 truck1 distributor0
152:load hoist2 crate2 truck0 distributor0
153:load hoist2 crate2 truck1 distributor0
154:load hoist2 crate3 truck0 distributor0
155:load hoist2 crate3 truck1 distributor0
