source,destination
50,107
15,30
4,9
67,141
25,50
5,10
12,25
57,121
22,44
11,23
29,59
41,88
13,26
19,39
64,135
71,150
3,6
18,37
36,73
2,4
20,40
9,19
26,53
54,115
10,20
6,13
44,95
62,131
27,54
58,124
16,33
34,69
46,98
61,129
37,74
0,0
48,104
45,96
69,145
65,138
23,47
68,143
42,91
7,14
55,118
59,125
72,152
40,84
30,61
49,105
14,28
32,64
21,43
1,3
66,139
41,85
53,114
56,119
39,78
63,134
28,57
12,24
60,128
70,148
35,71
41,87
47,100
19,38
50,108
71,149
51,109
5,11
26,52
57,122
33,67
41,89
17,34
47,102
44,94
34,68
64,136
40,81
3,7
48,103
24,48
10,21
42,90
55,117
31,62
62,132
38,77
40,83
46,99
4,8
37,75
52,112
21,42
69,146
1,2
8,17
53,113
11,22
29,58
63,133
43,93
28,56
15,31
60,127
18,36
36,72
49,106
25,51
32,65
67,142
70,147
35,70
9,18
22,45
56,120
6,12
39,79
13,27
58,123
16,32
33,66
2,5
20,41
47,101
65,137
23,46
54,116
40,80
51,110
27,55
72,151
30,60
61,130
0,1
45,97
17,35
38,76
68,144
7,15
40,82
52,111
59,126
24,49
8,16
14,29
66,140
41,86
31,63
43,92
