source,destination
24,88
23,68
25,96
19,55
27,123
25,105
3,13
27,132
28,140
2,11
28,149
9,35
24,81
24,90
17,51
7,28
13,44
25,98
27,125
25,107
3,15
16,49
27,134
5,21
28,142
29,162
26,117
28,151
20,58
8,32
23,63
24,83
24,92
10,38
7,30
25,100
27,127
0,0
27,136
29,155
5,23
28,144
29,164
26,119
21,59
24,85
25,93
11,39
25,102
6,27
27,129
23,77
0,2
29,157
4,18
15,48
29,166
26,112
28,146
18,53
26,121
24,78
24,87
22,62
25,95
23,70
25,104
3,12
29,159
28,139
26,114
12,42
1,5
24,80
24,89
25,97
19,56
23,72
25,106
3,14
29,161
26,116
1,7
8,31
24,82
10,37
17,52
23,65
25,99
6,24
23,74
29,154
29,163
26,109
26,118
2,8
8,33
14,46
23,67
6,26
23,76
29,156
4,17
15,47
27,131
26,111
29,165
26,120
2,10
28,148
9,34
22,61
11,40
23,69
13,43
27,124
4,19
29,158
27,133
26,113
1,4
5,20
18,54
26,122
28,141
28,150
20,57
9,36
24,91
23,71
7,29
27,126
29,160
16,50
26,115
27,135
1,6
5,22
28,143
28,152
24,84
23,64
23,73
29,153
25,101
27,128
26,108
0,1
27,137
28,145
14,45
21,60
24,86
23,66
6,25
23,75
25,94
4,16
25,103
27,130
26,110
0,3
28,138
2,9
28,147
29,167
12,41
24,79
