source,destination
60,172
15,30
4,9
50,125
25,50
50,134
5,10
12,25
54,159
22,44
11,23
29,59
51,144
51,153
58,168
13,26
19,39
61,173
50,118
3,6
18,37
36,73
50,127
65,182
2,4
20,40
49,110
9,19
26,53
51,137
51,146
10,20
43,87
6,13
59,169
27,54
16,33
34,69
50,120
37,74
0,0
49,103
49,112
51,139
23,47
41,83
51,148
44,88
52,156
7,14
50,122
30,61
48,97
49,105
14,28
32,64
49,114
21,43
1,3
51,141
63,177
51,150
42,84
39,78
28,57
46,93
49,98
57,166
12,24
49,107
49,116
51,143
35,71
58,167
64,180
19,38
5,11
49,100
65,181
50,129
49,109
54,160
26,52
51,136
33,67
51,145
55,161
62,176
17,34
61,174
34,68
40,81
3,7
49,102
24,48
50,131
49,111
51,138
53,157
41,82
47,95
10,21
52,155
59,170
31,62
38,77
60,171
48,96
4,8
37,75
50,124
49,104
50,133
49,113
21,42
1,2
45,91
8,17
56,164
11,22
29,58
44,89
51,152
28,56
46,92
15,31
50,117
57,165
50,126
18,36
36,72
49,106
25,51
32,65
49,115
50,135
35,70
9,18
42,85
22,45
64,179
43,86
51,154
6,12
39,79
13,27
16,32
49,99
50,119
50,128
49,108
33,66
2,5
20,41
62,175
23,46
51,147
40,80
27,55
50,121
49,101
30,60
50,130
0,1
47,94
55,162
51,140
17,35
51,149
38,76
7,15
50,123
24,49
50,132
45,90
53,158
8,16
14,29
56,163
51,142
63,178
51,151
31,63
