source,destination
7,26
3,13
19,64
22,99
2,11
14,40
3,15
19,66
5,21
12,36
22,101
18,58
20,79
0,0
19,68
22,103
18,51
17,46
20,72
20,81
19,61
0,2
19,70
4,18
21,89
22,96
18,53
10,33
20,74
20,83
3,12
19,63
21,91
22,98
1,5
18,55
8,29
11,34
20,76
3,14
21,84
15,43
21,93
18,48
1,7
18,57
9,30
20,78
6,24
13,39
21,86
16,44
21,95
12,37
18,50
2,8
18,59
22,105
20,80
21,88
4,17
18,52
2,10
22,107
10,32
17,47
20,73
20,82
7,27
21,90
4,19
19,65
1,4
5,20
18,54
22,100
8,28
14,41
20,75
15,42
21,92
19,67
1,6
5,22
18,56
22,102
11,35
20,77
6,23
13,38
21,85
19,60
21,94
0,1
18,49
19,69
22,104
9,31
6,25
21,87
4,16
16,45
19,62
19,71
0,3
22,97
2,9
22,106
