source,destination
27,114
27,123
26,103
3,13
28,131
28,140
2,11
12,43
31,175
24,72
9,35
31,184
29,141
25,89
27,116
7,28
13,44
26,96
19,57
27,125
3,15
28,133
5,21
20,58
31,177
24,74
8,32
25,82
10,38
25,91
17,53
27,118
7,30
30,169
28,126
0,0
29,155
28,135
5,23
24,67
31,179
24,76
8,34
25,84
27,111
30,162
25,93
27,120
6,27
29,148
28,128
0,2
4,18
28,137
15,48
31,172
24,69
21,61
24,78
25,86
22,62
27,113
25,95
11,41
30,164
27,122
3,12
29,150
28,130
26,105
28,139
12,42
1,5
18,55
24,71
31,174
24,80
30,157
9,37
25,88
27,115
30,166
19,56
29,143
3,14
29,152
26,98
28,132
26,107
16,51
1,7
24,73
25,81
30,159
25,90
17,52
27,117
30,168
23,65
6,24
29,145
29,154
26,100
28,134
26,109
24,66
2,8
24,75
8,33
25,83
14,46
31,181
10,39
25,92
30,161
30,170
6,26
29,147
28,127
4,17
26,102
24,68
2,10
25,85
31,183
30,163
11,40
29,149
27,124
4,19
26,104
15,49
1,4
5,20
18,54
24,70
31,176
30,156
9,36
25,87
22,63
30,165
31,185
29,142
29,151
7,29
13,45
26,97
26,106
16,50
1,6
5,22
20,59
31,178
30,158
30,167
23,64
29,144
27,119
7,31
26,99
29,153
26,108
0,1
28,136
31,171
31,180
21,60
24,77
30,160
6,25
27,112
29,146
25,94
27,121
4,16
26,101
26,110
28,129
0,3
28,138
2,9
31,173
14,47
31,182
24,79
