source,destination
6,18
27,105
29,139
19,46
26,94
27,114
15,39
28,122
18,44
31,166
30,146
9,26
22,53
31,175
29,132
6,20
27,107
26,87
13,35
29,141
26,96
16,40
28,124
20,49
31,168
24,65
30,148
23,54
29,134
10,29
25,82
27,109
7,21
26,89
28,117
28,126
0,0
31,161
24,58
31,170
21,50
24,67
8,25
25,75
27,102
25,84
27,111
7,23
26,91
28,119
3,10
28,128
0,2
5,16
31,163
24,60
1,3
14,37
31,172
24,69
25,77
27,104
30,155
27,113
28,121
28,130
12,33
31,165
24,62
1,5
31,174
25,79
27,106
30,157
19,47
27,115
29,143
28,123
4,13
26,98
31,167
24,64
2,6
25,72
10,28
25,81
30,150
17,43
27,108
30,159
29,136
28,116
29,145
28,125
26,100
24,57
24,66
2,8
8,24
25,74
27,101
30,152
25,83
27,110
29,138
28,118
3,9
26,93
28,127
15,38
24,59
24,68
25,76
22,52
27,103
25,85
11,31
30,154
29,131
6,19
29,140
26,86
13,34
28,120
3,11
26,95
18,45
24,61
1,4
24,70
20,48
30,147
9,27
25,78
30,156
29,133
29,142
26,88
4,12
26,97
16,41
24,63
25,71
31,169
30,149
25,80
17,42
30,158
23,55
29,135
29,144
7,22
26,90
4,14
26,99
24,56
0,1
5,15
2,7
31,162
25,73
14,36
31,171
21,51
30,151
30,160
29,137
27,112
26,92
28,129
5,17
12,32
31,164
31,173
30,153
11,30
