source,destination
6,18
38,87
7,26
28,67
14,40
32,76
35,81
6,20
39,90
25,61
2,4
12,36
33,77
29,70
13,37
19,50
3,8
40,91
0,0
5,14
36,84
20,51
26,64
10,31
17,46
7,23
27,65
34,80
5,16
37,85
24,60
1,3
8,27
41,94
31,74
4,11
15,41
32,75
21,54
22,55
11,34
6,22
39,89
28,68
12,35
18,48
2,6
35,82
9,30
19,49
3,7
5,13
16,44
26,63
33,78
17,45
23,58
3,9
7,25
40,92
24,59
1,2
30,72
14,39
10,32
31,73
6,19
38,88
4,10
8,28
29,69
11,33
6,21
4,12
15,42
18,47
36,83
25,62
2,5
9,29
22,56
13,38
16,43
34,79
0,1
5,15
20,52
23,57
41,93
7,24
27,66
30,71
5,17
37,86
21,53
