source,destination
52,104
15,30
95,203
4,9
58,129
101,216
25,50
61,134
5,10
85,183
12,25
81,176
57,121
22,44
102,217
11,23
29,59
65,143
50,100
13,26
75,163
19,39
59,130
3,6
18,37
36,73
72,157
79,172
2,4
20,40
82,177
9,19
26,53
57,123
100,213
69,152
66,144
10,20
43,87
6,13
86,186
27,54
89,191
16,33
34,69
76,166
37,74
0,0
60,133
93,200
54,108
57,125
23,47
41,83
77,167
66,146
84,182
44,88
7,14
56,117
87,187
30,61
48,97
73,160
91,196
14,28
32,64
94,201
21,43
57,127
1,3
42,84
55,111
80,174
98,210
56,119
39,78
101,215
28,57
46,93
64,141
71,156
49,98
12,24
92,197
57,120
35,71
53,107
78,170
96,206
56,112
19,38
99,211
62,137
68,150
5,11
85,184
103,220
26,52
57,122
33,67
69,151
17,34
50,101
56,114
34,68
51,102
63,138
40,81
76,165
3,7
83,180
24,48
60,132
67,147
100,214
41,82
47,95
84,181
10,21
90,194
56,116
31,62
38,77
74,161
48,96
4,8
37,75
58,128
91,195
97,208
21,42
1,2
45,91
81,175
8,17
70,154
88,190
55,110
11,22
29,58
44,89
65,142
98,209
56,118
28,56
46,92
52,105
15,31
95,204
18,36
36,72
25,51
32,65
61,135
79,171
35,70
53,106
9,18
42,85
96,205
22,45
102,218
43,86
62,136
6,12
39,79
68,149
13,27
86,185
75,164
16,32
49,99
103,219
59,131
92,198
72,158
33,66
93,199
2,5
20,41
82,178
57,124
23,46
56,113
66,145
99,212
40,80
83,179
27,55
89,192
30,60
73,159
0,1
47,94
54,109
57,126
17,35
90,193
56,115
77,168
38,76
51,103
63,139
7,15
80,173
87,188
64,140
97,207
24,49
71,155
67,148
45,90
8,16
70,153
14,29
88,189
94,202
31,63
78,169
74,162
