source,destination
32,174
7,35
34,211
31,157
2,11
5,28
30,146
15,60
31,166
34,220
29,123
29,132
21,73
28,115
22,74
7,37
11,53
3,15
34,213
4,23
30,139
31,159
32,188
31,168
30,148
34,222
1,8
29,125
12,54
18,67
27,100
29,134
33,205
8,41
30,153
28,117
0,0
3,17
6,34
19,68
34,215
31,161
30,141
32,190
31,170
34,224
16,63
27,93
29,127
33,207
26,82
8,43
28,110
10,49
28,119
17,64
23,77
0,2
3,19
5,25
31,163
32,183
34,217
31,172
27,86
29,120
29,130
24,78
27,95
33,200
33,209
30,155
28,103
9,44
14,58
28,112
10,51
32,176
4,20
31,156
34,210
32,185
31,165
1,5
27,88
33,193
2,13
27,97
33,202
28,105
9,46
28,114
11,52
6,31
32,178
4,22
7,39
31,158
32,187
31,167
15,61
1,7
27,90
33,195
18,66
27,99
30,150
25,81
33,204
8,40
28,107
29,136
28,116
22,75
3,16
6,33
32,180
4,24
13,57
31,160
32,189
1,9
16,62
27,92
30,143
33,197
34,226
27,101
30,152
33,206
8,42
29,129
28,109
20,71
28,118
23,76
3,18
32,182
0,4
32,191
27,85
2,10
5,27
27,94
30,145
33,199
34,219
33,208
29,122
28,102
30,154
29,131
28,111
21,72
32,175
7,36
32,184
34,212
27,87
30,138
33,192
2,12
5,29
27,96
30,147
33,201
34,221
29,124
28,104
29,133
9,45
14,59
28,113
6,30
32,177
4,21
7,38
32,186
1,6
34,214
27,89
30,140
33,194
2,14
27,98
30,149
25,80
31,169
33,203
34,223
29,126
12,55
28,106
29,135
9,47
6,32
10,48
32,179
13,56
0,1
19,69
34,216
27,91
30,142
31,162
33,196
34,225
31,171
30,151
29,128
28,108
20,70
29,137
26,83
10,50
17,65
32,181
0,3
27,84
5,26
31,164
30,144
33,198
34,218
34,227
31,173
29,121
24,79
