source,destination
15,30
4,9
52,113
39,88
25,50
30,64
5,10
36,80
12,25
22,44
11,23
29,59
13,26
19,39
50,109
3,6
18,37
34,76
2,4
20,40
9,19
26,53
10,20
6,13
43,96
27,54
16,33
0,0
37,83
23,47
41,92
7,14
44,97
30,61
48,106
14,28
21,43
1,3
32,73
35,78
42,93
55,120
28,57
39,87
46,102
30,63
12,24
49,107
33,74
53,116
19,38
31,67
5,11
26,52
17,34
54,117
31,69
38,84
3,7
51,111
40,90
24,48
10,21
47,104
31,71
38,86
4,8
21,42
1,2
32,72
8,17
45,100
11,22
29,58
28,56
15,31
46,101
52,114
18,36
25,51
30,65
36,81
9,18
22,45
53,115
42,94
31,66
6,12
13,27
43,95
50,110
16,32
34,77
49,108
37,82
2,5
20,41
33,75
23,46
41,91
31,68
27,55
40,89
30,60
0,1
48,105
17,35
47,103
54,118
31,70
7,15
38,85
55,119
44,98
51,112
24,49
30,62
8,16
14,29
45,99
35,79
