source,destination
52,104
15,30
59,119
95,203
4,9
132,277
101,216
25,50
79,170
5,10
85,183
12,25
118,250
136,286
77,154
22,44
66,133
102,217
11,23
29,59
109,232
139,291
50,100
86,184
13,26
130,273
19,39
67,134
73,147
3,6
18,37
36,73
116,246
57,114
2,4
20,40
82,177
9,19
26,53
77,156
100,213
133,280
137,287
74,148
78,164
63,127
10,20
43,87
84,180
6,13
117,247
123,260
141,296
64,128
27,54
71,143
89,191
16,33
34,69
107,227
140,294
37,74
70,141
0,0
124,261
93,200
54,108
77,158
134,281
114,241
23,47
41,83
121,256
78,166
44,88
62,124
7,14
58,117
80,172
87,187
105,223
131,275
138,290
61,122
30,61
48,97
128,270
91,196
69,138
14,28
32,64
65,131
21,43
94,201
1,3
77,160
112,237
68,136
42,84
75,151
78,168
55,111
129,271
135,284
98,210
59,118
76,152
39,78
72,145
101,215
28,57
46,93
108,230
119,251
49,98
85,182
12,24
136,285
92,197
125,264
66,132
109,231
35,71
53,107
115,244
126,265
96,206
56,112
19,38
99,211
132,278
73,146
83,178
116,245
60,121
5,11
103,220
26,52
77,155
106,225
33,67
139,292
113,240
78,163
17,34
50,101
123,259
130,274
141,295
110,234
71,142
34,68
51,102
40,81
3,7
120,254
24,48
57,115
104,221
137,288
100,214
77,157
41,82
121,255
47,95
78,165
10,21
84,181
90,194
127,268
87,186
31,62
64,129
111,235
38,77
107,228
48,96
4,8
37,75
91,195
128,269
97,208
21,42
1,2
45,91
81,175
8,17
114,242
88,190
118,249
78,167
55,110
11,22
29,58
44,89
62,125
98,209
105,224
122,258
135,283
142,298
28,56
46,92
108,229
52,105
15,31
95,204
18,36
36,72
69,139
25,51
32,65
79,171
112,238
35,70
53,106
9,18
42,85
82,176
22,45
96,205
102,218
115,243
133,279
63,126
43,86
76,153
6,12
39,79
86,185
13,27
119,252
60,120
16,32
49,99
67,135
103,219
140,293
92,198
70,140
33,66
113,239
93,199
2,5
20,41
78,162
126,266
23,46
56,113
74,149
110,233
99,212
117,248
40,80
58,116
120,253
129,272
83,179
27,55
138,289
89,192
30,60
0,1
106,226
124,262
47,94
65,130
127,267
54,109
77,159
17,35
90,193
134,282
75,150
38,76
51,103
80,173
7,15
131,276
87,188
72,144
61,123
97,207
24,49
104,222
45,90
81,174
8,16
125,263
88,189
14,29
94,202
77,161
142,297
68,137
122,257
31,63
78,169
111,236
