source,destination
24,88
24,97
17,58
7,35
25,105
25,114
27,141
2,11
5,28
26,124
28,158
26,133
8,39
24,90
24,99
10,45
7,37
25,107
3,15
27,134
25,116
4,23
28,151
1,8
26,126
21,66
8,41
24,92
24,101
11,46
25,109
0,0
3,17
23,84
27,136
15,55
26,119
28,153
18,60
26,128
24,94
9,42
22,69
25,102
23,77
25,111
0,2
3,19
13,51
5,25
16,56
26,121
12,49
26,130
24,87
20,65
24,96
23,70
25,104
19,63
23,79
4,20
1,5
27,143
26,123
2,13
26,132
8,38
24,89
28,160
10,44
17,59
23,72
25,106
6,31
23,81
4,22
1,7
27,145
26,125
8,40
28,162
14,53
23,74
3,16
6,33
23,83
4,24
15,54
27,138
26,118
1,9
27,147
26,127
28,155
28,164
22,68
11,47
23,76
3,18
7,34
13,50
23,85
25,113
0,4
26,120
27,140
27,149
2,10
5,27
18,61
26,129
28,157
20,64
9,43
24,98
23,78
7,36
25,115
16,57
26,122
27,142
2,12
5,29
28,150
28,159
24,91
23,71
6,30
24,100
23,80
4,21
25,108
27,135
25,117
1,6
27,144
28,165
2,14
28,152
28,161
14,52
21,67
24,93
23,73
6,32
23,82
25,110
0,1
27,137
27,146
28,154
12,48
28,163
24,86
24,95
23,75
25,103
19,62
25,112
0,3
27,139
27,148
5,26
28,156
26,131
