source,destination
92,232
80,175
52,104
15,30
59,119
4,9
25,50
5,10
12,25
77,154
22,44
66,133
11,23
29,59
50,100
80,168
13,26
85,219
19,39
80,177
67,134
73,147
3,6
18,37
36,73
57,114
2,4
20,40
9,19
26,53
74,148
83,215
63,127
10,20
43,87
80,161
6,13
80,170
64,128
27,54
71,143
16,33
34,69
82,207
37,74
70,141
0,0
90,229
54,108
82,200
78,157
23,47
41,83
80,163
44,88
62,124
7,14
58,117
80,172
81,192
61,122
79,158
82,209
88,225
30,61
48,97
69,138
14,28
32,64
65,131
21,43
1,3
68,136
42,84
75,151
80,165
55,111
81,185
81,194
80,174
59,118
76,152
39,78
72,145
82,202
28,57
46,93
82,211
49,98
12,24
86,220
66,132
81,178
35,71
53,107
81,187
80,167
56,112
19,38
80,176
82,204
93,234
73,146
82,213
60,121
5,11
84,216
26,52
77,155
33,67
81,180
80,160
89,227
17,34
50,101
80,169
81,189
82,197
91,230
71,142
34,68
51,102
82,206
40,81
3,7
24,48
57,115
78,156
41,82
87,223
47,95
80,162
10,21
81,182
81,191
31,62
64,129
82,199
38,77
82,208
88,224
48,96
4,8
37,75
21,42
1,2
45,91
8,17
81,184
55,110
11,22
29,58
44,89
62,125
81,193
82,201
85,218
28,56
46,92
82,210
52,105
92,233
15,31
18,36
36,72
69,139
25,51
32,65
35,70
53,106
9,18
42,85
81,186
22,45
81,195
83,214
63,126
43,86
76,153
6,12
39,79
82,203
13,27
82,212
60,120
16,32
49,99
67,135
90,228
70,140
33,66
86,221
2,5
20,41
81,179
89,226
81,188
23,46
56,113
74,149
82,196
80,171
82,205
40,80
58,116
93,235
27,55
30,60
84,217
0,1
87,222
47,94
65,130
81,181
54,109
17,35
81,190
75,150
80,164
38,76
82,198
91,231
51,103
80,173
7,15
72,144
61,123
79,159
24,49
45,90
8,16
14,29
81,183
68,137
31,63
80,166
