index,is_init,is_goal
0,True,False
1,False,False
2,True,False
3,False,False
4,True,False
5,False,False
6,False,False
7,True,False
8,False,False
9,True,False
10,False,False
11,True,False
12,False,False
13,True,False
14,False,False
15,True,False
16,False,False
17,True,False
18,False,False
19,True,False
20,False,True
21,True,False
22,False,False
23,True,False
24,False,False
25,True,False
26,False,False
27,True,False
28,False,False
29,True,False
30,False,False
31,True,False
32,False,False
33,True,False
34,False,False
35,True,False
36,False,True
37,True,False
38,False,False
39,True,False
40,False,False
41,True,False
42,False,False
43,True,False
44,False,False
45,True,False
46,False,False
47,True,False
48,True,False
49,False,False
50,True,False
51,False,False
52,True,False
53,False,False
54,True,False
55,False,False
56,False,False
57,False,False
58,True,False
59,False,False
60,False,False
61,False,False
62,True,False
63,False,False
64,True,False
65,False,False
66,True,False
67,False,False
68,False,False
69,True,False
70,True,False
71,False,False
72,False,False
73,False,False
74,True,False
75,False,False
76,True,False
77,False,False
78,True,False
79,False,False
80,True,False
81,False,False
82,True,False
83,False,False
84,True,False
85,False,False
86,True,False
87,False,False
88,True,False
89,False,False
90,True,False
91,False,False
92,True,False
93,False,False
94,True,False
95,False,False
96,True,False
97,False,False
98,True,False
99,False,False
100,True,False
101,False,False
102,True,False
