source,destination
52,104
86,191
15,30
59,119
4,9
86,200
89,251
88,228
87,208
25,50
89,260
5,10
88,237
85,183
12,25
87,217
95,276
87,226
77,154
22,44
66,133
11,23
29,59
102,290
50,100
83,167
13,26
19,39
86,193
67,134
86,202
89,253
73,147
3,6
18,37
36,73
87,210
88,230
89,262
88,239
85,185
57,114
87,219
2,4
20,40
9,19
26,53
93,271
74,148
100,286
63,127
10,20
43,87
80,161
6,13
64,128
86,195
27,54
71,143
89,246
16,33
34,69
89,255
81,162
88,232
37,74
70,141
0,0
85,178
87,212
85,187
88,241
89,264
91,267
54,108
78,157
23,47
41,83
44,88
62,124
7,14
58,117
89,248
98,281
61,122
79,158
89,257
85,171
30,61
48,97
88,234
85,180
88,243
69,138
14,28
32,64
65,131
21,43
1,3
68,136
94,274
42,84
75,151
55,111
96,277
59,118
76,152
39,78
72,145
89,250
28,57
46,93
88,227
85,173
89,259
101,288
49,98
82,165
12,24
85,182
88,236
88,245
103,291
66,132
84,168
92,270
35,71
53,107
56,112
19,38
89,252
73,146
99,284
88,229
85,175
60,121
5,11
86,204
85,184
88,238
26,52
77,155
33,67
87,221
100,285
80,160
17,34
50,101
90,265
71,142
34,68
51,102
40,81
3,7
86,197
85,177
88,231
86,206
24,48
57,115
85,186
87,214
97,279
78,156
41,82
87,223
47,95
10,21
31,62
64,129
38,77
86,190
85,170
48,96
4,8
37,75
85,179
86,199
88,233
85,188
95,275
21,42
87,216
1,2
45,91
8,17
87,225
55,110
11,22
29,58
44,89
62,125
102,289
83,166
28,56
46,92
52,105
85,172
15,31
86,192
86,201
85,181
18,36
36,72
69,139
25,51
32,65
87,209
89,261
87,218
92,269
35,70
53,106
9,18
42,85
22,45
63,126
96,278
43,86
76,153
6,12
39,79
13,27
99,283
86,194
85,174
60,120
16,32
49,99
67,135
86,203
89,254
89,263
87,211
70,140
103,292
33,66
84,169
87,220
88,240
2,5
20,41
93,272
23,46
56,113
74,149
40,80
58,116
86,196
27,55
85,176
89,247
86,205
89,256
30,60
81,163
87,213
0,1
88,242
87,222
47,94
65,130
91,268
54,109
17,35
94,273
75,150
90,266
38,76
51,103
7,15
86,189
86,198
72,144
89,249
98,282
61,123
79,159
24,49
86,207
89,258
101,287
88,235
82,164
87,215
45,90
97,280
8,16
87,224
88,244
14,29
68,137
31,63
