0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot1 depot0
3:drive truck0 depot1 distributor0
4:drive truck0 distributor0 depot0
5:drive truck0 distributor0 depot1
6:drive truck1 depot0 depot1
7:drive truck1 depot0 distributor0
8:drive truck1 depot1 depot0
9:drive truck1 depot1 distributor0
10:drive truck1 distributor0 depot0
11:drive truck1 distributor0 depot1
12:drop hoist0 crate0 crate1 depot0
13:drop hoist0 crate0 crate2 depot0
14:drop hoist0 crate0 crate3 depot0
15:drop hoist0 crate0 crate4 depot0
16:drop hoist0 crate0 pallet0 depot0
17:drop hoist0 crate1 crate0 depot0
18:drop hoist0 crate1 crate2 depot0
19:drop hoist0 crate1 crate3 depot0
20:drop hoist0 crate1 crate4 depot0
21:drop hoist0 crate1 pallet0 depot0
22:drop hoist0 crate2 crate0 depot0
23:drop hoist0 crate2 crate1 depot0
24:drop hoist0 crate2 crate3 depot0
25:drop hoist0 crate2 crate4 depot0
26:drop hoist0 crate2 pallet0 depot0
27:drop hoist0 crate3 crate0 depot0
28:drop hoist0 crate3 crate1 depot0
29:drop hoist0 crate3 crate2 depot0
30:drop hoist0 crate3 crate4 depot0
31:drop hoist0 crate3 pallet0 depot0
32:drop hoist0 crate4 crate0 depot0
33:drop hoist0 crate4 crate1 depot0
34:drop hoist0 crate4 crate2 depot0
35:drop hoist0 crate4 crate3 depot0
36:drop hoist0 crate4 pallet0 depot0
37:drop hoist1 crate0 crate1 depot1
38:drop hoist1 crate0 crate2 depot1
39:drop hoist1 crate0 crate3 depot1
40:drop hoist1 crate0 crate4 depot1
41:drop hoist1 crate0 pallet1 depot1
42:drop hoist1 crate1 crate0 depot1
43:drop hoist1 crate1 crate2 depot1
44:drop hoist1 crate1 crate3 depot1
45:drop hoist1 crate1 crate4 depot1
46:drop hoist1 crate1 pallet1 depot1
47:drop hoist1 crate2 crate0 depot1
48:drop hoist1 crate2 crate1 depot1
49:drop hoist1 crate2 crate3 depot1
50:drop hoist1 crate2 crate4 depot1
51:drop hoist1 crate2 pallet1 depot1
52:drop hoist1 crate3 crate0 depot1
53:drop hoist1 crate3 crate1 depot1
54:drop hoist1 crate3 crate2 depot1
55:drop hoist1 crate3 crate4 depot1
56:drop hoist1 crate3 pallet1 depot1
57:drop hoist1 crate4 crate0 depot1
58:drop hoist1 crate4 crate1 depot1
59:drop hoist1 crate4 crate2 depot1
60:drop hoist1 crate4 crate3 depot1
61:drop hoist1 crate4 pallet1 depot1
62:drop hoist2 crate0 crate1 distributor0
63:drop hoist2 crate0 crate2 distributor0
64:drop hoist2 crate0 crate3 distributor0
65:drop hoist2 crate0 crate4 distributor0
66:drop hoist2 crate0 pallet2 distributor0
67:drop hoist2 crate1 crate0 distributor0
68:drop hoist2 crate1 crate2 distributor0
69:drop hoist2 crate1 crate3 distributor0
70:drop hoist2 crate1 crate4 distributor0
71:drop hoist2 crate1 pallet2 distributor0
72:drop hoist2 crate2 crate0 distributor0
73:drop hoist2 crate2 crate1 distributor0
74:drop hoist2 crate2 crate3 distributor0
75:drop hoist2 crate2 crate4 distributor0
76:drop hoist2 crate2 pallet2 distributor0
77:drop hoist2 crate3 crate0 distributor0
78:drop hoist2 crate3 crate1 distributor0
79:drop hoist2 crate3 crate2 distributor0
80:drop hoist2 crate3 crate4 distributor0
81:drop hoist2 crate3 pallet2 distributor0
82:drop hoist2 crate4 crate0 distributor0
83:drop hoist2 crate4 crate1 distributor0
84:drop hoist2 crate4 crate2 distributor0
85:drop hoist2 crate4 crate3 distributor0
86:drop hoist2 crate4 pallet2 distributor0
87:lift hoist0 crate0 crate1 depot0
88:lift hoist0 crate0 crate2 depot0
89:lift hoist0 crate0 crate3 depot0
90:lift hoist0 crate0 crate4 depot0
91:lift hoist0 crate0 pallet0 depot0
92:lift hoist0 crate0 pallet1 depot0
93:lift hoist0 crate0 pallet2 depot0
94:lift hoist0 crate1 crate0 depot0
95:lift hoist0 crate1 crate2 depot0
96:lift hoist0 crate1 crate3 depot0
97:lift hoist0 crate1 crate4 depot0
98:lift hoist0 crate1 pallet0 depot0
99:lift hoist0 crate1 pallet1 depot0
100:lift hoist0 crate1 pallet2 depot0
101:lift hoist0 crate2 crate0 depot0
102:lift hoist0 crate2 crate1 depot0
103:lift hoist0 crate2 crate3 depot0
104:lift hoist0 crate2 crate4 depot0
105:lift hoist0 crate2 pallet0 depot0
106:lift hoist0 crate2 pallet1 depot0
107:lift hoist0 crate2 pallet2 depot0
108:lift hoist0 crate3 crate0 depot0
109:lift hoist0 crate3 crate1 depot0
110:lift hoist0 crate3 crate2 depot0
111:lift hoist0 crate3 crate4 depot0
112:lift hoist0 crate3 pallet0 depot0
113:lift hoist0 crate3 pallet1 depot0
114:lift hoist0 crate3 pallet2 depot0
115:lift hoist0 crate4 crate0 depot0
116:lift hoist0 crate4 crate1 depot0
117:lift hoist0 crate4 crate2 depot0
118:lift hoist0 crate4 crate3 depot0
119:lift hoist0 crate4 pallet0 depot0
120:lift hoist0 crate4 pallet1 depot0
121:lift hoist0 crate4 pallet2 depot0
122:lift hoist1 crate0 crate1 depot1
123:lift hoist1 crate0 crate2 depot1
124:lift hoist1 crate0 crate3 depot1
125:lift hoist1 crate0 crate4 depot1
126:lift hoist1 crate0 pallet0 depot1
127:lift hoist1 crate0 pallet1 depot1
128:lift hoist1 crate0 pallet2 depot1
129:lift hoist1 crate1 crate0 depot1
130:lift hoist1 crate1 crate2 depot1
131:lift hoist1 crate1 crate3 depot1
132:lift hoist1 crate1 crate4 depot1
133:lift hoist1 crate1 pallet0 depot1
134:lift hoist1 crate1 pallet1 depot1
135:lift hoist1 crate1 pallet2 depot1
136:lift hoist1 crate2 crate0 depot1
137:lift hoist1 crate2 crate1 depot1
138:lift hoist1 crate2 crate3 depot1
139:lift hoist1 crate2 crate4 depot1
140:lift hoist1 crate2 pallet0 depot1
141:lift hoist1 crate2 pallet1 depot1
142:lift hoist1 crate2 pallet2 depot1
143:lift hoist1 crate3 crate0 depot1
144:lift hoist1 crate3 crate1 depot1
145:lift hoist1 crate3 crate2 depot1
146:lift hoist1 crate3 crate4 depot1
147:lift hoist1 crate3 pallet0 depot1
148:lift hoist1 crate3 pallet1 depot1
149:lift hoist1 crate3 pallet2 depot1
150:lift hoist1 crate4 crate0 depot1
151:lift hoist1 crate4 crate1 depot1
152:lift hoist1 crate4 crate2 depot1
153:lift hoist1 crate4 crate3 depot1
154:lift hoist1 crate4 pallet0 depot1
155:lift hoist1 crate4 pallet1 depot1
