source,destination,type_pre_eff,type_eff_eff,label
11,3,1,1,1
11,22,1,1,1
3,11,0,1,1
3,22,0,1,1
22,11,0,1,1
22,3,0,1,1
4,16,1,1,1
16,4,0,1,1
2,17,0,1,1
2,5,0,1,1
17,2,0,1,1
17,5,0,1,1
5,2,1,1,1
5,17,1,1,1
6,1,1,1,1
6,18,1,1,1
1,6,0,1,1
1,18,0,1,1
18,6,0,1,1
18,1,0,1,1
19,7,0,1,1
7,19,1,1,1
8,20,1,1,1
8,0,1,1,1
20,8,0,1,1
20,0,0,1,1
0,8,0,1,1
0,20,0,1,1
21,9,0,1,1
9,21,1,1,1
50,15,1,1,1
50,99,1,1,1
50,34,1,1,1
67,15,1,1,1
67,99,1,1,1
67,34,1,1,1
15,99,1,1,1
15,34,1,1,1
99,15,1,1,1
99,34,1,1,1
34,15,0,1,1
34,99,0,1,1
50,48,1,1,1
50,49,1,1,1
67,48,1,1,1
67,49,1,1,1
48,99,1,1,1
48,49,1,1,1
99,48,1,1,1
99,49,1,1,1
49,48,0,1,1
49,99,0,1,1
50,16,1,1,1
50,35,1,1,1
67,16,1,1,1
67,35,1,1,1
16,99,1,1,1
16,35,1,1,1
99,16,1,1,1
99,35,1,1,1
35,16,0,1,1
35,99,0,1,1
50,43,1,1,0
50,42,1,1,0
67,43,1,1,0
67,42,1,1,0
99,43,1,1,0
99,42,1,1,0
43,99,0,1,0
43,42,0,1,0
42,99,1,1,0
42,43,1,1,0
50,22,1,1,1
50,41,1,1,1
67,22,1,1,1
67,41,1,1,1
99,22,1,1,1
99,41,1,1,1
22,99,1,1,1
22,41,1,1,1
41,99,0,1,1
41,22,0,1,1
50,36,1,1,1
50,17,1,1,1
67,36,1,1,1
67,17,1,1,1
36,99,0,1,1
36,17,0,1,1
99,36,1,1,1
99,17,1,1,1
17,36,1,1,1
17,99,1,1,1
50,37,1,1,1
50,18,1,1,1
67,37,1,1,1
67,18,1,1,1
99,37,1,1,1
99,18,1,1,1
37,99,0,1,1
37,18,0,1,1
18,99,1,1,1
18,37,1,1,1
50,45,1,1,1
50,44,1,1,1
67,45,1,1,1
67,44,1,1,1
45,99,0,1,1
45,44,0,1,1
99,45,1,1,1
99,44,1,1,1
44,45,1,1,1
44,99,1,1,1
50,38,1,1,1
50,19,1,1,1
67,38,1,1,1
67,19,1,1,1
38,99,0,1,1
38,19,0,1,1
99,38,1,1,1
99,19,1,1,1
19,38,1,1,1
19,99,1,1,1
50,20,1,1,1
50,39,1,1,1
67,20,1,1,1
67,39,1,1,1
20,99,1,1,1
20,39,1,1,1
99,20,1,1,1
99,39,1,1,1
39,20,0,1,1
39,99,0,1,1
50,46,1,1,1
50,47,1,1,1
67,46,1,1,1
67,47,1,1,1
99,46,1,1,1
99,47,1,1,1
46,99,1,1,1
46,47,1,1,1
47,99,0,1,1
47,46,0,1,1
50,21,1,1,1
50,40,1,1,1
67,21,1,1,1
67,40,1,1,1
21,99,1,1,1
21,40,1,1,1
99,21,1,1,1
99,40,1,1,1
40,21,0,1,1
40,99,0,1,1
67,50,1,1,1
50,67,1,1,1
99,67,1,1,1
99,50,1,1,1
15,67,1,1,0
15,50,1,1,0
34,67,0,1,0
34,50,0,1,0
48,67,1,1,0
48,50,1,1,0
49,67,0,1,0
49,50,0,1,0
16,67,1,1,1
16,50,1,1,1
35,67,0,1,1
35,50,0,1,1
42,67,1,1,0
42,50,1,1,0
43,67,0,1,0
43,50,0,1,0
41,67,0,1,0
41,50,0,1,0
22,67,1,1,0
22,50,1,1,0
17,67,1,1,0
17,50,1,1,0
36,67,0,1,0
36,50,0,1,0
37,67,0,1,0
37,50,0,1,0
18,67,1,1,0
18,50,1,1,0
45,67,0,1,0
45,50,0,1,0
44,67,1,1,0
44,50,1,1,0
19,67,1,1,0
19,50,1,1,0
38,67,0,1,0
38,50,0,1,0
20,67,1,1,0
20,50,1,1,0
39,67,0,1,0
39,50,0,1,0
46,67,1,1,0
46,50,1,1,0
47,67,0,1,0
47,50,0,1,0
21,67,1,1,0
21,50,1,1,0
40,67,0,1,0
40,50,0,1,0
11,53,0,1,1
11,95,0,1,1
11,79,0,1,1
11,57,0,1,1
11,82,0,1,1
11,54,0,1,1
11,51,0,1,1
11,34,0,1,1
11,90,0,1,1
11,52,0,1,1
11,98,0,1,1
11,55,0,1,1
11,62,0,1,1
11,88,0,1,1
11,78,0,1,1
53,11,0,1,1
53,95,0,1,1
53,79,0,1,1
53,57,0,1,1
53,82,0,1,1
53,54,0,1,1
53,51,0,1,1
53,34,0,1,1
53,90,0,1,1
53,52,0,1,1
53,98,0,1,1
53,55,0,1,1
53,62,0,1,1
53,88,0,1,1
53,78,0,1,1
95,11,0,1,1
95,53,0,1,1
95,79,0,1,1
95,57,0,1,1
95,82,0,1,1
95,54,0,1,1
95,51,0,1,1
95,34,0,1,1
95,90,0,1,1
95,52,0,1,1
95,98,0,1,1
95,55,0,1,1
95,62,0,1,1
95,88,0,1,1
95,78,0,1,1
79,11,0,1,1
79,53,0,1,1
79,95,0,1,1
79,57,0,1,1
79,82,0,1,1
79,54,0,1,1
79,51,0,1,1
79,34,0,1,1
79,90,0,1,1
79,52,0,1,1
79,98,0,1,1
79,55,0,1,1
79,62,0,1,1
79,88,0,1,1
79,78,0,1,1
57,11,0,1,1
57,53,0,1,1
57,95,0,1,1
57,79,0,1,1
57,82,0,1,1
57,54,0,1,1
57,51,0,1,1
57,34,0,1,1
57,90,0,1,1
57,52,0,1,1
57,98,0,1,1
57,55,0,1,1
57,62,0,1,1
57,88,0,1,1
57,78,0,1,1
82,11,0,1,1
82,53,0,1,1
82,95,0,1,1
82,79,0,1,1
82,57,0,1,1
82,54,0,1,1
82,51,0,1,1
82,34,0,1,1
82,90,0,1,1
82,52,0,1,1
82,98,0,1,1
82,55,0,1,1
82,62,0,1,1
82,88,0,1,1
82,78,0,1,1
54,11,0,1,1
54,53,0,1,1
54,95,0,1,1
54,79,0,1,1
54,57,0,1,1
54,82,0,1,1
54,51,0,1,1
54,34,0,1,1
54,90,0,1,1
54,52,0,1,1
54,98,0,1,1
54,55,0,1,1
54,62,0,1,1
54,88,0,1,1
54,78,0,1,1
51,11,0,1,1
51,53,0,1,1
51,95,0,1,1
51,79,0,1,1
51,57,0,1,1
51,82,0,1,1
51,54,0,1,1
51,34,0,1,1
51,90,0,1,1
51,52,0,1,1
51,98,0,1,1
51,55,0,1,1
51,62,0,1,1
51,88,0,1,1
51,78,0,1,1
34,11,1,1,1
34,53,1,1,1
34,95,1,1,1
34,79,1,1,1
34,57,1,1,1
34,82,1,1,1
34,54,1,1,1
34,51,1,1,1
34,90,1,1,1
34,52,1,1,1
34,98,1,1,1
34,55,1,1,1
34,62,1,1,1
34,88,1,1,1
34,78,1,1,1
90,11,0,1,1
90,53,0,1,1
90,95,0,1,1
90,79,0,1,1
90,57,0,1,1
90,82,0,1,1
90,54,0,1,1
90,51,0,1,1
90,34,0,1,1
90,52,0,1,1
90,98,0,1,1
90,55,0,1,1
90,62,0,1,1
