index,is_init,is_goal
0,True,False
1,False,False
2,True,False
3,False,False
4,True,False
5,False,False
6,False,False
7,True,False
8,False,False
9,True,False
10,False,False
11,True,False
12,False,False
13,True,False
14,False,True
15,True,False
16,False,False
17,True,False
18,False,False
19,True,False
20,False,False
21,True,False
22,False,False
23,True,False
24,False,True
25,True,False
26,False,False
27,True,False
28,False,False
29,True,False
30,True,False
31,False,False
32,True,False
33,False,False
34,True,False
35,False,False
36,True,False
37,False,False
38,False,False
39,False,False
40,True,False
41,False,False
42,False,False
43,False,False
44,True,False
45,False,False
46,True,False
47,False,False
48,True,False
49,False,False
50,False,False
51,True,False
52,True,False
53,False,False
54,False,False
55,False,False
56,True,False
57,False,False
58,True,False
59,False,False
60,True,False
61,False,False
62,True,False
63,False,False
64,True,False
65,False,False
66,True,False
67,False,False
68,True,False
69,False,False
70,True,False
71,False,False
72,True,False
