source,destination,type_pre_eff,type_eff_eff,label
0,29,1,0,1
0,27,1,0,1
29,27,1,1,1
27,29,1,1,1
0,28,1,0,0
0,30,1,0,0
28,30,1,1,0
30,28,1,1,0
0,23,1,0,1
0,24,1,0,1
23,24,1,1,1
24,23,1,1,1
0,17,1,0,1
0,19,1,0,1
17,19,1,1,1
19,17,1,1,1
0,20,1,0,1
0,18,1,0,1
20,18,1,1,1
18,20,1,1,1
0,14,1,0,1
0,13,1,0,1
14,13,1,1,1
13,14,1,1,1
0,7,1,0,1
0,9,1,0,1
7,9,1,1,1
9,7,1,1,1
0,8,1,0,1
0,10,1,0,1
8,10,1,1,1
10,8,1,1,1
0,3,1,0,1
0,1,1,0,1
3,1,1,1,1
1,3,1,1,1
0,2,1,0,0
0,4,1,0,0
2,4,1,1,0
4,2,1,1,0
0,31,1,0,1
31,29,1,1,1
29,31,1,1,1
31,30,1,1,0
30,31,1,1,0
0,25,1,0,1
25,24,1,1,1
24,25,1,1,1
0,21,1,0,1
21,19,1,1,1
19,21,1,1,1
21,20,1,1,1
20,21,1,1,1
0,15,1,0,1
15,14,1,1,1
14,15,1,1,1
0,11,1,0,1
9,11,1,1,1
11,9,1,1,1
11,10,1,1,1
10,11,1,1,1
0,5,1,0,1
3,5,1,1,1
5,3,1,1,1
4,5,1,1,0
5,4,1,1,0
0,32,1,0,1
31,32,1,1,1
32,31,1,1,1
0,26,1,0,1
26,25,1,1,1
25,26,1,1,1
0,22,1,0,1
21,22,1,1,1
22,21,1,1,1
0,16,1,0,1
16,15,1,1,1
15,16,1,1,1
0,12,1,0,1
12,11,1,1,1
11,12,1,1,1
0,6,1,0,1
5,6,1,1,1
6,5,1,1,1
