source,destination
52,104
15,30
59,119
87,190
4,9
25,50
5,10
90,234
12,25
89,214
77,154
22,44
66,133
88,200
11,23
29,59
50,100
83,167
13,26
87,183
97,248
19,39
87,192
67,134
73,147
3,6
18,37
36,73
57,114
2,4
20,40
9,19
26,53
74,148
63,127
10,20
43,87
80,161
6,13
87,176
89,228
95,244
87,185
64,128
27,54
71,143
16,33
34,69
81,162
37,74
70,141
0,0
54,108
78,157
23,47
41,83
89,221
89,230
87,178
44,88
62,124
7,14
58,117
87,187
92,238
61,122
79,158
85,171
30,61
48,97
96,247
69,138
14,28
32,64
65,131
21,43
99,252
1,3
68,136
86,172
42,84
75,151
89,223
55,111
89,232
87,180
88,209
87,189
59,118
76,152
39,78
72,145
28,57
46,93
93,241
49,98
82,165
12,24
66,132
84,168
89,216
35,71
53,107
89,225
88,202
56,112
87,182
19,38
88,211
87,191
91,237
73,146
60,121
94,242
5,11
26,52
77,155
33,67
89,218
98,251
80,160
88,195
87,175
17,34
50,101
89,227
88,204
87,184
88,213
71,142
87,193
34,68
51,102
40,81
3,7
24,48
57,115
78,156
41,82
89,220
47,95
10,21
88,197
87,177
89,229
95,245
88,206
87,186
31,62
64,129
38,77
85,170
48,96
4,8
37,75
86,173
21,42
1,2
45,91
8,17
89,222
55,110
88,199
11,22
29,58
44,89
62,125
87,179
88,208
89,231
83,166
28,56
46,92
52,105
93,240
15,31
18,36
36,72
69,139
25,51
32,65
90,235
89,215
35,70
53,106
9,18
42,85
89,224
22,45
88,201
87,181
89,233
63,126
88,210
43,86
76,153
6,12
39,79
91,236
13,27
97,249
60,120
16,32
49,99
67,135
70,140
33,66
84,169
89,217
98,250
2,5
20,41
88,194
87,174
89,226
23,46
56,113
74,149
88,203
88,212
40,80
58,116
27,55
94,243
30,60
81,163
96,246
0,1
89,219
47,94
65,130
54,109
88,196
17,35
88,207
88,205
75,150
38,76
51,103
7,15
87,188
92,239
72,144
61,123
79,159
24,49
82,164
45,90
8,16
14,29
99,253
88,198
68,137
31,63
