source,destination
6,18
13,33
24,97
16,38
25,105
25,114
20,47
26,124
21,55
10,27
24,90
24,99
22,74
25,107
25,116
21,48
26,126
21,57
24,92
7,21
22,67
24,101
25,109
0,0
23,84
14,35
26,119
21,50
26,128
21,59
24,94
22,69
3,10
23,77
25,111
0,2
5,16
23,86
12,31
1,3
26,121
21,52
26,130
21,61
19,45
22,62
24,96
22,71
25,104
23,79
23,88
1,5
26,123
21,54
10,26
17,41
22,64
22,73
25,106
4,13
23,81
2,6
8,22
26,125
22,66
22,75
15,36
24,103
23,83
26,118
21,49
2,8
26,127
11,29
22,68
13,32
3,9
23,76
23,85
12,30
18,43
25,113
26,120
20,46
26,129
9,25
19,44
6,19
22,70
3,11
24,98
23,78
16,39
23,87
25,115
1,4
26,122
17,40
21,56
22,63
22,72
24,91
7,20
24,100
4,12
23,80
23,89
25,108
25,117
14,34
21,58
22,65
24,93
24,102
4,14
23,82
25,110
0,1
5,15
2,7
8,23
21,51
11,28
21,60
24,95
15,37
18,42
25,112
5,17
9,24
21,53
26,131
