source,destination
6,18
21,71
19,46
21,80
16,38
19,55
22,90
23,98
20,56
23,107
21,73
7,19
19,48
22,83
22,92
14,33
23,100
20,58
21,75
19,50
0,0
22,85
12,29
22,94
23,102
19,43
19,52
3,10
0,2
5,16
22,87
23,95
1,3
23,104
17,39
20,65
19,45
19,54
22,89
23,97
1,5
23,106
10,26
20,67
19,47
22,82
4,13
22,91
23,99
2,6
8,22
11,27
20,60
19,49
21,77
15,36
22,84
18,41
23,101
2,8
9,23
20,62
6,17
19,51
21,70
13,32
3,9
21,79
16,37
12,30
20,64
19,44
21,72
3,11
21,81
1,4
10,25
20,57
17,40
20,66
21,74
7,20
4,12
22,93
8,21
14,34
20,59
20,68
21,76
15,35
4,14
0,1
5,15
22,86
2,7
23,103
11,28
20,61
21,69
13,31
21,78
19,53
18,42
22,88
23,96
9,24
23,105
20,63
