0:calibrate satellite0 instrument0 groundstation3
1:calibrate satellite0 instrument1 star1
2:calibrate satellite1 instrument2 groundstation4
3:calibrate satellite2 instrument3 star1
4:calibrate satellite3 instrument4 star1
5:calibrate satellite3 instrument5 groundstation3
6:switch_off instrument0 satellite0
7:switch_off instrument1 satellite0
8:switch_off instrument2 satellite1
9:switch_off instrument3 satellite2
10:switch_off instrument4 satellite3
11:switch_off instrument5 satellite3
12:switch_on instrument0 satellite0
13:switch_on instrument1 satellite0
14:switch_on instrument2 satellite1
15:switch_on instrument3 satellite2
16:switch_on instrument4 satellite3
17:switch_on instrument5 satellite3
18:take_image satellite0 groundstation3 instrument0 image1
19:take_image satellite0 groundstation3 instrument0 thermograph0
20:take_image satellite0 groundstation3 instrument0 thermograph3
21:take_image satellite0 groundstation3 instrument1 thermograph0
22:take_image satellite0 groundstation3 instrument1 thermograph2
23:take_image satellite0 groundstation3 instrument1 thermograph3
24:take_image satellite0 groundstation4 instrument0 image1
25:take_image satellite0 groundstation4 instrument0 thermograph0
26:take_image satellite0 groundstation4 instrument0 thermograph3
27:take_image satellite0 groundstation4 instrument1 thermograph0
28:take_image satellite0 groundstation4 instrument1 thermograph2
29:take_image satellite0 groundstation4 instrument1 thermograph3
30:take_image satellite0 phenomenon5 instrument0 image1
31:take_image satellite0 phenomenon5 instrument0 thermograph0
32:take_image satellite0 phenomenon5 instrument0 thermograph3
33:take_image satellite0 phenomenon5 instrument1 thermograph0
34:take_image satellite0 phenomenon5 instrument1 thermograph2
35:take_image satellite0 phenomenon5 instrument1 thermograph3
36:take_image satellite0 phenomenon7 instrument0 image1
37:take_image satellite0 phenomenon7 instrument0 thermograph0
38:take_image satellite0 phenomenon7 instrument0 thermograph3
39:take_image satellite0 phenomenon7 instrument1 thermograph0
40:take_image satellite0 phenomenon7 instrument1 thermograph2
41:take_image satellite0 phenomenon7 instrument1 thermograph3
42:take_image satellite0 phenomenon9 instrument0 image1
43:take_image satellite0 phenomenon9 instrument0 thermograph0
44:take_image satellite0 phenomenon9 instrument0 thermograph3
45:take_image satellite0 phenomenon9 instrument1 thermograph0
46:take_image satellite0 phenomenon9 instrument1 thermograph2
47:take_image satellite0 phenomenon9 instrument1 thermograph3
48:take_image satellite0 planet10 instrument0 image1
49:take_image satellite0 planet10 instrument0 thermograph0
50:take_image satellite0 planet10 instrument0 thermograph3
51:take_image satellite0 planet10 instrument1 thermograph0
52:take_image satellite0 planet10 instrument1 thermograph2
53:take_image satellite0 planet10 instrument1 thermograph3
54:take_image satellite0 planet11 instrument0 image1
55:take_image satellite0 planet11 instrument0 thermograph0
56:take_image satellite0 planet11 instrument0 thermograph3
57:take_image satellite0 planet11 instrument1 thermograph0
58:take_image satellite0 planet11 instrument1 thermograph2
59:take_image satellite0 planet11 instrument1 thermograph3
60:take_image satellite0 planet6 instrument0 image1
61:take_image satellite0 planet6 instrument0 thermograph0
62:take_image satellite0 planet6 instrument0 thermograph3
63:take_image satellite0 planet6 instrument1 thermograph0
64:take_image satellite0 planet6 instrument1 thermograph2
65:take_image satellite0 planet6 instrument1 thermograph3
66:take_image satellite0 star0 instrument0 image1
67:take_image satellite0 star0 instrument0 thermograph0
68:take_image satellite0 star0 instrument0 thermograph3
69:take_image satellite0 star0 instrument1 thermograph0
70:take_image satellite0 star0 instrument1 thermograph2
71:take_image satellite0 star0 instrument1 thermograph3
72:take_image satellite0 star1 instrument0 image1
73:take_image satellite0 star1 instrument0 thermograph0
74:take_image satellite0 star1 instrument0 thermograph3
75:take_image satellite0 star1 instrument1 thermograph0
76:take_image satellite0 star1 instrument1 thermograph2
77:take_image satellite0 star1 instrument1 thermograph3
78:take_image satellite0 star2 instrument0 image1
79:take_image satellite0 star2 instrument0 thermograph0
