index,is_in_good_operators
0,False
1,True
2,False
3,False
4,False
5,False
6,False
7,False
8,False
9,False
10,False
11,False
12,False
13,False
14,False
15,False
16,False
17,False
18,True
19,True
20,True
21,True
22,True
23,True
24,True
25,True
26,True
27,True
28,True
29,True
30,False
31,False
32,False
33,True
34,True
35,True
36,False
37,False
38,True
39,True
40,True
41,True
42,True
43,True
44,False
45,False
46,True
47,True
48,True
49,True
50,True
51,True
52,True
53,True
54,False
55,True
56,True
57,False
58,True
59,False
60,False
61,False
62,False
63,False
64,False
65,False
66,False
67,False
68,False
69,False
70,False
71,True
72,False
73,True
74,False
75,True
76,True
