index,is_in_good_operators
0,True
1,True
2,True
3,True
4,False
5,True
6,True
7,True
8,True
9,True
10,False
11,True
12,False
13,True
14,False
15,False
16,False
17,False
18,False
19,True
20,False
21,False
22,False
23,True
24,False
25,False
26,False
27,True
28,False
29,False
30,False
31,False
32,False
33,True
34,False
35,False
36,False
37,False
38,False
39,False
40,False
41,True
42,False
43,True
44,False
45,False
46,False
47,True
48,False
49,False
50,True
51,False
52,True
53,False
54,False
55,True
56,False
57,False
58,False
59,True
60,True
61,True
62,False
63,False
64,False
65,False
66,False
67,True
68,True
69,True
70,True
71,False
72,False
73,False
74,False
75,True
76,True
77,False
78,False
79,True
80,True
81,False
82,False
