source,destination
15,30
4,9
35,106
41,122
25,50
47,135
5,10
12,25
34,92
32,67
22,44
38,117
11,23
29,59
33,84
13,26
19,39
45,131
3,6
18,37
35,108
34,94
2,4
20,40
9,19
26,53
32,69
46,132
33,77
10,20
6,13
33,86
36,112
27,54
16,33
35,101
42,125
0,0
34,96
43,126
32,71
23,47
33,79
7,14
35,103
30,61
34,89
14,28
32,64
21,43
1,3
32,73
40,120
33,81
37,115
28,57
47,134
12,24
32,66
38,116
32,75
44,129
33,83
19,38
45,130
5,11
35,110
26,52
32,68
33,76
17,34
33,85
39,119
3,7
24,48
32,70
34,98
33,78
10,21
33,87
31,62
36,113
4,8
35,105
21,42
43,127
1,2
32,72
34,91
8,17
33,80
11,22
29,58
37,114
28,56
15,31
35,107
18,36
41,123
25,51
32,65
44,128
34,93
9,18
33,82
22,45
6,12
13,27
16,32
35,100
35,109
42,124
34,95
2,5
20,41
39,118
23,46
46,133
27,55
35,102
30,60
35,111
0,1
34,88
34,97
17,35
7,15
35,104
24,49
34,90
8,16
14,29
34,99
32,74
40,121
31,63
