0:drive truck0 depot0 depot1
1:drive truck0 depot0 distributor0
2:drive truck0 depot0 distributor1
3:drive truck0 depot1 depot0
4:drive truck0 depot1 distributor0
5:drive truck0 depot1 distributor1
6:drive truck0 distributor0 depot0
7:drive truck0 distributor0 depot1
8:drive truck0 distributor0 distributor1
9:drive truck0 distributor1 depot0
10:drive truck0 distributor1 depot1
11:drive truck0 distributor1 distributor0
12:drive truck1 depot0 depot1
13:drive truck1 depot0 distributor0
14:drive truck1 depot0 distributor1
15:drive truck1 depot1 depot0
16:drive truck1 depot1 distributor0
17:drive truck1 depot1 distributor1
18:drive truck1 distributor0 depot0
19:drive truck1 distributor0 depot1
20:drive truck1 distributor0 distributor1
21:drive truck1 distributor1 depot0
22:drive truck1 distributor1 depot1
23:drive truck1 distributor1 distributor0
24:drive truck2 depot0 depot1
25:drive truck2 depot0 distributor0
26:drive truck2 depot0 distributor1
27:drive truck2 depot1 depot0
28:drive truck2 depot1 distributor0
29:drive truck2 depot1 distributor1
30:drive truck2 distributor0 depot0
31:drive truck2 distributor0 depot1
32:drive truck2 distributor0 distributor1
33:drive truck2 distributor1 depot0
34:drive truck2 distributor1 depot1
35:drive truck2 distributor1 distributor0
36:drop hoist0 crate0 crate1 depot0
37:drop hoist0 crate0 crate2 depot0
38:drop hoist0 crate0 crate3 depot0
39:drop hoist0 crate0 pallet0 depot0
40:drop hoist0 crate1 crate0 depot0
41:drop hoist0 crate1 crate2 depot0
42:drop hoist0 crate1 crate3 depot0
43:drop hoist0 crate1 pallet0 depot0
44:drop hoist0 crate2 crate0 depot0
45:drop hoist0 crate2 crate1 depot0
46:drop hoist0 crate2 crate3 depot0
47:drop hoist0 crate2 pallet0 depot0
48:drop hoist0 crate3 crate0 depot0
49:drop hoist0 crate3 crate1 depot0
50:drop hoist0 crate3 crate2 depot0
51:drop hoist0 crate3 pallet0 depot0
52:drop hoist1 crate0 crate1 depot1
53:drop hoist1 crate0 crate2 depot1
54:drop hoist1 crate0 crate3 depot1
55:drop hoist1 crate0 pallet1 depot1
56:drop hoist1 crate1 crate0 depot1
57:drop hoist1 crate1 crate2 depot1
58:drop hoist1 crate1 crate3 depot1
59:drop hoist1 crate1 pallet1 depot1
60:drop hoist1 crate2 crate0 depot1
61:drop hoist1 crate2 crate1 depot1
62:drop hoist1 crate2 crate3 depot1
63:drop hoist1 crate2 pallet1 depot1
64:drop hoist1 crate3 crate0 depot1
65:drop hoist1 crate3 crate1 depot1
66:drop hoist1 crate3 crate2 depot1
67:drop hoist1 crate3 pallet1 depot1
68:drop hoist2 crate0 crate1 distributor0
69:drop hoist2 crate0 crate2 distributor0
70:drop hoist2 crate0 crate3 distributor0
71:drop hoist2 crate0 pallet2 distributor0
72:drop hoist2 crate1 crate0 distributor0
73:drop hoist2 crate1 crate2 distributor0
74:drop hoist2 crate1 crate3 distributor0
75:drop hoist2 crate1 pallet2 distributor0
76:drop hoist2 crate2 crate0 distributor0
77:drop hoist2 crate2 crate1 distributor0
78:drop hoist2 crate2 crate3 distributor0
79:drop hoist2 crate2 pallet2 distributor0
80:drop hoist2 crate3 crate0 distributor0
81:drop hoist2 crate3 crate1 distributor0
82:drop hoist2 crate3 crate2 distributor0
83:drop hoist2 crate3 pallet2 distributor0
84:drop hoist3 crate0 crate1 distributor1
85:drop hoist3 crate0 crate2 distributor1
86:drop hoist3 crate0 crate3 distributor1
87:drop hoist3 crate0 pallet3 distributor1
88:drop hoist3 crate1 crate0 distributor1
89:drop hoist3 crate1 crate2 distributor1
90:drop hoist3 crate1 crate3 distributor1
91:drop hoist3 crate1 pallet3 distributor1
92:drop hoist3 crate2 crate0 distributor1
93:drop hoist3 crate2 crate1 distributor1
94:drop hoist3 crate2 crate3 distributor1
95:drop hoist3 crate2 pallet3 distributor1
96:drop hoist3 crate3 crate0 distributor1
97:drop hoist3 crate3 crate1 distributor1
98:drop hoist3 crate3 crate2 distributor1
99:drop hoist3 crate3 pallet3 distributor1
100:lift hoist0 crate0 crate1 depot0
101:lift hoist0 crate0 crate2 depot0
102:lift hoist0 crate0 crate3 depot0
103:lift hoist0 crate0 pallet0 depot0
104:lift hoist0 crate0 pallet1 depot0
105:lift hoist0 crate0 pallet2 depot0
106:lift hoist0 crate0 pallet3 depot0
107:lift hoist0 crate1 crate0 depot0
108:lift hoist0 crate1 crate2 depot0
109:lift hoist0 crate1 crate3 depot0
110:lift hoist0 crate1 pallet0 depot0
111:lift hoist0 crate1 pallet1 depot0
112:lift hoist0 crate1 pallet2 depot0
113:lift hoist0 crate1 pallet3 depot0
114:lift hoist0 crate2 crate0 depot0
115:lift hoist0 crate2 crate1 depot0
116:lift hoist0 crate2 crate3 depot0
117:lift hoist0 crate2 pallet0 depot0
118:lift hoist0 crate2 pallet1 depot0
119:lift hoist0 crate2 pallet2 depot0
120:lift hoist0 crate2 pallet3 depot0
121:lift hoist0 crate3 crate0 depot0
122:lift hoist0 crate3 crate1 depot0
123:lift hoist0 crate3 crate2 depot0
124:lift hoist0 crate3 pallet0 depot0
125:lift hoist0 crate3 pallet1 depot0
126:lift hoist0 crate3 pallet2 depot0
127:lift hoist0 crate3 pallet3 depot0
128:lift hoist1 crate0 crate1 depot1
129:lift hoist1 crate0 crate2 depot1
130:lift hoist1 crate0 crate3 depot1
131:lift hoist1 crate0 pallet0 depot1
132:lift hoist1 crate0 pallet1 depot1
133:lift hoist1 crate0 pallet2 depot1
134:lift hoist1 crate0 pallet3 depot1
135:lift hoist1 crate1 crate0 depot1
136:lift hoist1 crate1 crate2 depot1
137:lift hoist1 crate1 crate3 depot1
138:lift hoist1 crate1 pallet0 depot1
139:lift hoist1 crate1 pallet1 depot1
140:lift hoist1 crate1 pallet2 depot1
141:lift hoist1 crate1 pallet3 depot1
142:lift hoist1 crate2 crate0 depot1
143:lift hoist1 crate2 crate1 depot1
144:lift hoist1 crate2 crate3 depot1
145:lift hoist1 crate2 pallet0 depot1
146:lift hoist1 crate2 pallet1 depot1
147:lift hoist1 crate2 pallet2 depot1
148:lift hoist1 crate2 pallet3 depot1
149:lift hoist1 crate3 crate0 depot1
150:lift hoist1 crate3 crate1 depot1
151:lift hoist1 crate3 crate2 depot1
152:lift hoist1 crate3 pallet0 depot1
153:lift hoist1 crate3 pallet1 depot1
154:lift hoist1 crate3 pallet2 depot1
155:lift hoist1 crate3 pallet3 depot1
156:lift hoist2 crate0 crate1 distributor0
157:lift hoist2 crate0 crate2 distributor0
158:lift hoist2 crate0 crate3 distributor0
159:lift hoist2 crate0 pallet0 distributor0
160:lift hoist2 crate0 pallet1 distributor0
161:lift hoist2 crate0 pallet2 distributor0
162:lift hoist2 crate0 pallet3 distributor0
163:lift hoist2 crate1 crate0 distributor0
164:lift hoist2 crate1 crate2 distributor0
165:lift hoist2 crate1 crate3 distributor0
166:lift hoist2 crate1 pallet0 distributor0
167:lift hoist2 crate1 pallet1 distributor0
168:lift hoist2 crate1 pallet2 distributor0
169:lift hoist2 crate1 pallet3 distributor0
170:lift hoist2 crate2 crate0 distributor0
171:lift hoist2 crate2 crate1 distributor0
172:lift hoist2 crate2 crate3 distributor0
173:lift hoist2 crate2 pallet0 distributor0
174:lift hoist2 crate2 pallet1 distributor0
175:lift hoist2 crate2 pallet2 distributor0
176:lift hoist2 crate2 pallet3 distributor0
177:lift hoist2 crate3 crate0 distributor0
178:lift hoist2 crate3 crate1 distributor0
179:lift hoist2 crate3 crate2 distributor0
180:lift hoist2 crate3 pallet0 distributor0
181:lift hoist2 crate3 pallet1 distributor0
182:lift hoist2 crate3 pallet2 distributor0
183:lift hoist2 crate3 pallet3 distributor0
184:lift hoist3 crate0 crate1 distributor1
185:lift hoist3 crate0 crate2 distributor1
186:lift hoist3 crate0 crate3 distributor1
187:lift hoist3 crate0 pallet0 distributor1
188:lift hoist3 crate0 pallet1 distributor1
189:lift hoist3 crate0 pallet2 distributor1
190:lift hoist3 crate0 pallet3 distributor1
191:lift hoist3 crate1 crate0 distributor1
192:lift hoist3 crate1 crate2 distributor1
193:lift hoist3 crate1 crate3 distributor1
194:lift hoist3 crate1 pallet0 distributor1
195:lift hoist3 crate1 pallet1 distributor1
196:lift hoist3 crate1 pallet2 distributor1
197:lift hoist3 crate1 pallet3 distributor1
198:lift hoist3 crate2 crate0 distributor1
199:lift hoist3 crate2 crate1 distributor1
200:lift hoist3 crate2 crate3 distributor1
201:lift hoist3 crate2 pallet0 distributor1
202:lift hoist3 crate2 pallet1 distributor1
203:lift hoist3 crate2 pallet2 distributor1
204:lift hoist3 crate2 pallet3 distributor1
205:lift hoist3 crate3 crate0 distributor1
206:lift hoist3 crate3 crate1 distributor1
207:lift hoist3 crate3 crate2 distributor1
208:lift hoist3 crate3 pallet0 distributor1
209:lift hoist3 crate3 pallet1 distributor1
210:lift hoist3 crate3 pallet2 distributor1
211:lift hoist3 crate3 pallet3 distributor1
212:load hoist0 crate0 truck0 depot0
213:load hoist0 crate0 truck1 depot0
214:load hoist0 crate0 truck2 depot0
215:load hoist0 crate1 truck0 depot0
216:load hoist0 crate1 truck1 depot0
217:load hoist0 crate1 truck2 depot0
218:load hoist0 crate2 truck0 depot0
219:load hoist0 crate2 truck1 depot0
220:load hoist0 crate2 truck2 depot0
221:load hoist0 crate3 truck0 depot0
222:load hoist0 crate3 truck1 depot0
223:load hoist0 crate3 truck2 depot0
224:load hoist1 crate0 truck0 depot1
225:load hoist1 crate0 truck1 depot1
226:load hoist1 crate0 truck2 depot1
227:load hoist1 crate1 truck0 depot1
228:load hoist1 crate1 truck1 depot1
229:load hoist1 crate1 truck2 depot1
230:load hoist1 crate2 truck0 depot1
231:load hoist1 crate2 truck1 depot1
232:load hoist1 crate2 truck2 depot1
233:load hoist1 crate3 truck0 depot1
234:load hoist1 crate3 truck1 depot1
235:load hoist1 crate3 truck2 depot1
236:load hoist2 crate0 truck0 distributor0
237:load hoist2 crate0 truck1 distributor0
238:load hoist2 crate0 truck2 distributor0
239:load hoist2 crate1 truck0 distributor0
240:load hoist2 crate1 truck1 distributor0
241:load hoist2 crate1 truck2 distributor0
242:load hoist2 crate2 truck0 distributor0
243:load hoist2 crate2 truck1 distributor0
244:load hoist2 crate2 truck2 distributor0
245:load hoist2 crate3 truck0 distributor0
246:load hoist2 crate3 truck1 distributor0
247:load hoist2 crate3 truck2 distributor0
248:load hoist3 crate0 truck0 distributor1
249:load hoist3 crate0 truck1 distributor1
