source,destination
20,84
19,64
19,73
7,19
19,66
14,33
18,58
17,44
20,79
0,0
5,14
19,68
12,29
18,51
18,60
13,30
17,46
20,81
3,10
0,2
19,70
1,3
18,53
10,24
17,39
17,48
20,74
20,83
19,63
1,5
18,55
8,20
17,41
20,76
15,34
20,85
4,13
14,32
2,6
18,57
11,27
17,43
20,78
12,28
18,50
2,8
18,59
9,23
17,45
6,17
20,80
3,9
16,37
19,72
18,52
18,61
17,38
17,47
7,18
20,82
3,11
19,65
1,4
18,54
10,25
17,40
17,49
20,75
4,12
19,67
18,56
8,21
11,26
17,42
20,77
15,35
0,1
5,15
19,69
2,7
9,22
6,16
13,31
16,36
19,62
19,71
