source,destination
52,104
15,30
4,9
25,50
5,10
12,25
22,44
11,23
29,59
50,100
13,26
19,39
3,6
18,37
36,73
55,141
2,4
20,40
9,19
26,53
10,20
43,87
6,13
53,119
27,54
16,33
34,69
54,136
37,74
56,142
0,0
23,47
41,83
53,112
44,88
53,121
7,14
54,129
54,138
30,61
48,97
14,28
32,64
21,43
58,147
1,3
42,84
53,114
39,78
54,131
28,57
46,93
49,98
12,24
35,71
53,107
53,116
19,38
54,124
54,133
5,11
26,52
33,67
53,109
17,34
50,101
53,118
54,126
34,68
51,102
54,135
40,81
3,7
24,48
41,82
47,95
53,111
10,21
53,120
31,62
38,77
54,128
57,145
54,137
48,96
4,8
37,75
21,42
58,146
1,2
45,91
8,17
53,113
11,22
29,58
44,89
53,122
54,130
28,56
46,92
52,105
54,139
15,31
18,36
36,72
55,140
25,51
32,65
35,70
53,106
9,18
42,85
22,45
53,115
54,123
43,86
6,12
39,79
54,132
13,27
16,32
49,99
33,66
2,5
20,41
53,108
53,117
23,46
54,125
54,134
40,80
27,55
30,60
56,143
0,1
47,94
53,110
17,35
38,76
54,127
57,144
51,103
7,15
24,49
45,90
8,16
14,29
31,63
