source,destination
15,30
50,116
4,9
25,50
48,100
5,10
62,154
12,25
22,44
11,23
29,59
13,26
19,39
50,118
3,6
18,37
36,73
55,141
48,102
2,4
20,40
49,110
9,19
26,53
10,20
43,87
6,13
27,54
16,33
34,69
53,137
37,74
56,142
0,0
51,121
63,157
23,47
41,83
60,151
44,88
7,14
50,113
54,138
30,61
48,97
51,123
49,105
14,28
32,64
52,131
21,43
58,147
1,3
42,84
61,152
50,115
39,78
28,57
46,93
65,161
48,99
12,24
51,125
49,107
52,133
59,148
35,71
19,38
62,155
48,101
5,11
51,127
49,109
26,52
33,67
52,135
17,34
34,68
53,136
40,81
3,7
48,103
51,120
63,156
24,48
49,111
52,128
41,82
60,150
47,95
10,21
31,62
38,77
57,145
48,96
4,8
37,75
51,122
49,104
52,130
21,42
58,146
1,2
45,91
64,159
8,17
11,22
29,58
44,89
28,56
46,92
65,160
54,139
15,31
48,98
50,117
51,124
18,36
36,72
49,106
25,51
32,65
52,132
55,140
35,70
9,18
42,85
61,153
22,45
43,86
6,12
39,79
13,27
16,32
50,119
51,126
49,108
33,66
52,134
59,149
2,5
20,41
23,46
40,80
50,112
27,55
30,60
56,143
0,1
47,94
17,35
38,76
57,144
7,15
50,114
24,49
52,129
45,90
64,158
8,16
14,29
31,63
