0:drive truck0 depot0 distributor0
1:drive truck0 distributor0 depot0
2:drive truck1 depot0 distributor0
3:drive truck1 distributor0 depot0
4:drop hoist0 crate0 crate1 depot0
5:drop hoist0 crate0 crate2 depot0
6:drop hoist0 crate0 pallet0 depot0
7:drop hoist0 crate0 pallet2 depot0
8:drop hoist0 crate1 crate0 depot0
9:drop hoist0 crate1 crate2 depot0
10:drop hoist0 crate1 pallet0 depot0
11:drop hoist0 crate1 pallet2 depot0
12:drop hoist0 crate2 crate0 depot0
13:drop hoist0 crate2 crate1 depot0
14:drop hoist0 crate2 pallet0 depot0
15:drop hoist0 crate2 pallet2 depot0
16:drop hoist1 crate0 crate1 distributor0
17:drop hoist1 crate0 crate2 distributor0
18:drop hoist1 crate0 pallet1 distributor0
19:drop hoist1 crate1 crate0 distributor0
20:drop hoist1 crate1 crate2 distributor0
21:drop hoist1 crate1 pallet1 distributor0
22:drop hoist1 crate2 crate0 distributor0
23:drop hoist1 crate2 crate1 distributor0
24:drop hoist1 crate2 pallet1 distributor0
25:lift hoist0 crate0 crate1 depot0
26:lift hoist0 crate0 crate2 depot0
27:lift hoist0 crate0 pallet0 depot0
28:lift hoist0 crate0 pallet1 depot0
29:lift hoist0 crate0 pallet2 depot0
30:lift hoist0 crate1 crate0 depot0
31:lift hoist0 crate1 crate2 depot0
32:lift hoist0 crate1 pallet0 depot0
33:lift hoist0 crate1 pallet1 depot0
34:lift hoist0 crate1 pallet2 depot0
35:lift hoist0 crate2 crate0 depot0
36:lift hoist0 crate2 crate1 depot0
37:lift hoist0 crate2 pallet0 depot0
38:lift hoist0 crate2 pallet1 depot0
39:lift hoist0 crate2 pallet2 depot0
40:lift hoist1 crate0 crate1 distributor0
41:lift hoist1 crate0 crate2 distributor0
42:lift hoist1 crate0 pallet0 distributor0
43:lift hoist1 crate0 pallet1 distributor0
44:lift hoist1 crate0 pallet2 distributor0
45:lift hoist1 crate1 crate0 distributor0
46:lift hoist1 crate1 crate2 distributor0
47:lift hoist1 crate1 pallet0 distributor0
48:lift hoist1 crate1 pallet1 distributor0
49:lift hoist1 crate1 pallet2 distributor0
50:lift hoist1 crate2 crate0 distributor0
51:lift hoist1 crate2 crate1 distributor0
52:lift hoist1 crate2 pallet0 distributor0
53:lift hoist1 crate2 pallet1 distributor0
54:lift hoist1 crate2 pallet2 distributor0
55:load hoist0 crate0 truck0 depot0
56:load hoist0 crate0 truck1 depot0
57:load hoist0 crate1 truck0 depot0
58:load hoist0 crate1 truck1 depot0
59:load hoist0 crate2 truck0 depot0
60:load hoist0 crate2 truck1 depot0
61:load hoist1 crate0 truck0 distributor0
62:load hoist1 crate0 truck1 distributor0
63:load hoist1 crate1 truck0 distributor0
64:load hoist1 crate1 truck1 distributor0
65:load hoist1 crate2 truck0 distributor0
66:load hoist1 crate2 truck1 distributor0
67:unload hoist0 crate0 truck0 depot0
68:unload hoist0 crate0 truck1 depot0
69:unload hoist0 crate1 truck0 depot0
70:unload hoist0 crate1 truck1 depot0
71:unload hoist0 crate2 truck0 depot0
72:unload hoist0 crate2 truck1 depot0
73:unload hoist1 crate0 truck0 distributor0
74:unload hoist1 crate0 truck1 distributor0
75:unload hoist1 crate1 truck0 distributor0
76:unload hoist1 crate1 truck1 distributor0
77:unload hoist1 crate2 truck0 distributor0
78:unload hoist1 crate2 truck1 distributor0
