0:calibrate satellite0 instrument0 star3
1:calibrate satellite1 instrument1 star1
2:switch_off instrument0 satellite0
3:switch_off instrument1 satellite1
4:switch_on instrument0 satellite0
5:switch_on instrument1 satellite1
6:take_image satellite0 groundstation0 instrument0 spectrograph3
7:take_image satellite0 groundstation2 instrument0 spectrograph3
8:take_image satellite0 planet5 instrument0 spectrograph3
9:take_image satellite0 star1 instrument0 spectrograph3
10:take_image satellite0 star3 instrument0 spectrograph3
11:take_image satellite0 star4 instrument0 spectrograph3
12:take_image satellite1 groundstation0 instrument1 infrared1
13:take_image satellite1 groundstation0 instrument1 spectrograph2
14:take_image satellite1 groundstation0 instrument1 thermograph0
15:take_image satellite1 groundstation0 instrument1 thermograph4
16:take_image satellite1 groundstation2 instrument1 infrared1
17:take_image satellite1 groundstation2 instrument1 spectrograph2
18:take_image satellite1 groundstation2 instrument1 thermograph0
19:take_image satellite1 groundstation2 instrument1 thermograph4
20:take_image satellite1 planet5 instrument1 infrared1
21:take_image satellite1 planet5 instrument1 spectrograph2
22:take_image satellite1 planet5 instrument1 thermograph0
23:take_image satellite1 planet5 instrument1 thermograph4
24:take_image satellite1 star1 instrument1 infrared1
25:take_image satellite1 star1 instrument1 spectrograph2
26:take_image satellite1 star1 instrument1 thermograph0
27:take_image satellite1 star1 instrument1 thermograph4
28:take_image satellite1 star3 instrument1 infrared1
29:take_image satellite1 star3 instrument1 spectrograph2
30:take_image satellite1 star3 instrument1 thermograph0
31:take_image satellite1 star3 instrument1 thermograph4
32:take_image satellite1 star4 instrument1 infrared1
33:take_image satellite1 star4 instrument1 spectrograph2
34:take_image satellite1 star4 instrument1 thermograph0
35:take_image satellite1 star4 instrument1 thermograph4
36:turn_to satellite0 groundstation0 groundstation2
37:turn_to satellite0 groundstation0 planet5
38:turn_to satellite0 groundstation0 star1
39:turn_to satellite0 groundstation0 star3
40:turn_to satellite0 groundstation0 star4
41:turn_to satellite0 groundstation2 groundstation0
42:turn_to satellite0 groundstation2 planet5
43:turn_to satellite0 groundstation2 star1
44:turn_to satellite0 groundstation2 star3
45:turn_to satellite0 groundstation2 star4
46:turn_to satellite0 planet5 groundstation0
47:turn_to satellite0 planet5 groundstation2
48:turn_to satellite0 planet5 star1
49:turn_to satellite0 planet5 star3
50:turn_to satellite0 planet5 star4
51:turn_to satellite0 star1 groundstation0
52:turn_to satellite0 star1 groundstation2
53:turn_to satellite0 star1 planet5
54:turn_to satellite0 star1 star3
55:turn_to satellite0 star1 star4
56:turn_to satellite0 star3 groundstation0
57:turn_to satellite0 star3 groundstation2
58:turn_to satellite0 star3 planet5
59:turn_to satellite0 star3 star1
60:turn_to satellite0 star3 star4
61:turn_to satellite0 star4 groundstation0
62:turn_to satellite0 star4 groundstation2
63:turn_to satellite0 star4 planet5
64:turn_to satellite0 star4 star1
65:turn_to satellite0 star4 star3
66:turn_to satellite1 groundstation0 groundstation2
67:turn_to satellite1 groundstation0 planet5
68:turn_to satellite1 groundstation0 star1
69:turn_to satellite1 groundstation0 star3
70:turn_to satellite1 groundstation0 star4
71:turn_to satellite1 groundstation2 groundstation0
72:turn_to satellite1 groundstation2 planet5
73:turn_to satellite1 groundstation2 star1
74:turn_to satellite1 groundstation2 star3
75:turn_to satellite1 groundstation2 star4
76:turn_to satellite1 planet5 groundstation0
77:turn_to satellite1 planet5 groundstation2
78:turn_to satellite1 planet5 star1
79:turn_to satellite1 planet5 star3
80:turn_to satellite1 planet5 star4
81:turn_to satellite1 star1 groundstation0
82:turn_to satellite1 star1 groundstation2
83:turn_to satellite1 star1 planet5
84:turn_to satellite1 star1 star3
85:turn_to satellite1 star1 star4
86:turn_to satellite1 star3 groundstation0
87:turn_to satellite1 star3 groundstation2
88:turn_to satellite1 star3 planet5
89:turn_to satellite1 star3 star1
90:turn_to satellite1 star3 star4
91:turn_to satellite1 star4 groundstation0
92:turn_to satellite1 star4 groundstation2
93:turn_to satellite1 star4 planet5
94:turn_to satellite1 star4 star1
95:turn_to satellite1 star4 star3
